\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 4.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00266 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|             MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|      BIC|FWHM_1|FWHM_2|    PA|STATUS|     GLON|     GLAT|      RA|      DEC|DEBLEND|CLUSTER|
|               char|    long|    double|double|  double|   double| long|double|  double|   double|double|double|double|  long|   double|   double|  double|   double|   long|   long|
|                   |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |         |arcsec|arcsec|   deg|      |      deg|      deg|     deg|      deg|       |       |
 map_500_Gaussians_2      134    0.00251  0.570    0.057   0.00001     2  0.277    0.000 -12531.10  0.065  0.045   38.1      1 279.43613 -31.66270 84.71008 -69.07742       0       1 
 map_500_Gaussians_2      135    0.00256  0.504    0.063   0.00004     2  0.316    0.000 -10642.74  0.051  0.083  -43.4      1 279.43621 -31.66334 84.70828 -69.07742       0       1 
 map_500_Gaussians_2      136    0.00264  0.607    0.059   0.00004     2  0.462    0.000 -24238.25  0.062  0.047   43.0      1 279.43608 -31.66260 84.71036 -69.07739       0       1 
 map_500_Gaussians_2      137    0.00212  0.544    0.054   0.00005     2  0.298    0.000 -14311.42  0.057  0.060   90.0      1 279.43611 -31.66284 84.70969 -69.07739       0       1 
 map_500_Gaussians_2      138    0.00228  0.307    0.044   0.00005     0  0.697    0.000 -22350.92  0.043  0.046   49.8      1 279.43619 -31.66354 84.70773 -69.07738       0       1 
 map_500_Gaussians_2      139    0.00350  0.503    0.065   0.00003     2  0.217    0.000 -15992.39  0.044  0.043   40.6      1 279.43611 -31.66295 84.70939 -69.07738       0       1 
 map_500_Gaussians_2      140    0.00169  0.229    0.033   0.00004     2  0.566    0.000 -12410.50  0.056  0.043   48.9      1 279.43604 -31.66269 84.71013 -69.07735       0       1 
 map_500_Gaussians_2      141    0.00304  0.370    0.056  -0.00004     1  0.636    0.000 -22243.46  0.043  0.050   43.5      1 279.43596 -31.66214 84.71167 -69.07734       0       1 
 map_500_Gaussians_2      142    0.00172  0.249    0.033   0.00002     2  0.489    0.000 -12444.17  0.046  0.043  -48.8      1 279.43614 -31.66350 84.70786 -69.07734       0       1 
 map_500_Gaussians_2      143    0.00311  0.783    0.076  -0.00018     2  0.154    0.000 -11796.51  0.065  0.046   42.4      1 279.43613 -31.66340 84.70814 -69.07734       0       1 
 map_500_Gaussians_2      144    0.00223  0.442    0.049  -0.00016     2  0.591    0.000 -10122.50  0.066  0.043   43.4      1 279.43592 -31.66197 84.71217 -69.07733       0       1 
 map_500_Gaussians_2      145    0.00256  0.773    0.070  -0.00006     2  0.194    0.000 -12462.43  0.066  0.058   46.7      1 279.43609 -31.66322 84.70864 -69.07733       0       1 
 map_500_Gaussians_2      146    0.00231  0.569    0.059  -0.00001     2  0.287    0.000 -13774.66  0.070  0.044   37.0      1 279.43585 -31.66154 84.71339 -69.07731       0       1 
 map_500_Gaussians_2      147    0.00304  0.453    0.060   0.00001     2  0.268    0.000 -11591.81  0.058  0.043  -45.7      1 279.43592 -31.66210 84.71180 -69.07731       0       1 
 map_500_Gaussians_2      148    0.00365  0.593    0.071   0.00003     2  0.199    0.000 -12702.52  0.048  0.044  -53.0      1 279.43604 -31.66316 84.70883 -69.07729       0       1 
 map_500_Gaussians_2      149    0.00361  0.986    0.091  -0.00002     2  0.131    0.000 -15325.97  0.046  0.078   43.2      1 279.43605 -31.66331 84.70840 -69.07729       0       1 
 map_500_Gaussians_2      150    0.00303  0.358    0.054  -0.00012     2  0.359    0.000 -12205.94  0.043  0.043   90.0      1 279.43595 -31.66258 84.71045 -69.07728       0       1 
 map_500_Gaussians_2      151    0.00302  0.310    0.050  -0.00014     2  0.534    0.000 -11661.98  0.043  0.043  -90.0      1 279.43580 -31.66165 84.71307 -69.07726       0       1 
 map_500_Gaussians_2      152    0.00283  0.353    0.053  -0.00007     2  0.395    0.000 -13317.95  0.043  0.046   42.7      1 279.43577 -31.66172 84.71291 -69.07723       0       1 
 map_500_Gaussians_2      153    0.00254  0.775    0.069   0.00007     2  0.221    0.000 -13900.96  0.081  0.050   40.9      1 279.43574 -31.66178 84.71274 -69.07720       0       1 
 map_500_Gaussians_2      154    0.00227  0.207    0.037   0.00021     2  0.653    0.000 -12097.67  0.043  0.043   88.2      1 279.43592 -31.66313 84.70894 -69.07719       0       1 
 map_500_Gaussians_2      155    0.00215  0.230    0.040   0.00001     2  0.501    0.000 -12088.34  0.043  0.045   44.4      1 279.43598 -31.66365 84.70748 -69.07718       0       1 
 map_500_Gaussians_2      156    0.00198  0.618    0.057   0.00011     2  0.448    0.000 -11520.80  0.085  0.052  -37.6      1 279.43587 -31.66293 84.70951 -69.07718       0       1 
 map_500_Gaussians_2      157    0.00192  0.345    0.038   0.00016     1  0.752    0.000 -14988.03  0.043  0.058  -45.0      1 279.43570 -31.66168 84.71302 -69.07717       0       1 
 map_500_Gaussians_2      158    0.00132  0.336    0.034   0.00004     2  0.505    0.000 -12656.95  0.067  0.051  -39.4      1 279.43578 -31.66229 84.71130 -69.07717       0       1 
 map_500_Gaussians_2      159    0.00351  0.425    0.059   0.00022     2  0.430    0.000 -19686.13  0.043  0.046  -49.5      1 279.43587 -31.66306 84.70916 -69.07716       0       1 
 map_500_Gaussians_2      160    0.00329  0.596    0.069  -0.00009     2  0.396    0.000 -17160.56  0.043  0.062   43.0      1 279.43592 -31.66340 84.70819 -69.07716       0       1 
 map_500_Gaussians_2      161    0.00225  0.761    0.064  -0.00003     2  0.278    0.000 -17343.83  0.060  0.073   37.0      1 279.43589 -31.66334 84.70836 -69.07715       0       1 
 map_500_Gaussians_2      162    0.00383  0.430    0.067   0.00001     2  0.377    0.000 -12918.11  0.043  0.043   90.0      1 279.43565 -31.66159 84.71330 -69.07714       0       1 
 map_500_Gaussians_2      163    0.00244  0.629    0.061   0.00008     2  0.265    0.000 -12400.70  0.052  0.065   33.2      1 279.43582 -31.66286 84.70970 -69.07714       0       1 
 map_500_Gaussians_2      164    0.00236  0.492    0.052   0.00012     2  0.376    0.000 -11976.15  0.048  0.055  -34.4      1 279.43562 -31.66174 84.71288 -69.07710       0       1 
 map_500_Gaussians_2      165    0.00145  0.266    0.031   0.00009     2  0.596    0.000 -12501.86  0.045  0.057  -12.8      1 279.43564 -31.66191 84.71241 -69.07709       0       1 
 map_500_Gaussians_2      166    0.00276  0.341    0.050   0.00000     1  0.781    0.002 -12931.69  0.043  0.043   90.0      1 279.43574 -31.66274 84.71008 -69.07709       0       1 
 map_500_Gaussians_2      167    0.00297  1.053    0.085  -0.00016     2  0.196    0.000 -11522.31  0.086  0.053   39.9      1 279.43562 -31.66206 84.71199 -69.07707       0       1 
 map_500_Gaussians_2      168    0.00334  0.675    0.077  -0.00005     2  0.116    0.000 -11037.43  0.043  0.062  -41.0      1 279.43579 -31.66334 84.70839 -69.07707       0       1 
 map_500_Gaussians_2      169    0.00355  0.545    0.067  -0.00011     2  0.204    0.000 -10495.57  0.044  0.043   46.2      1 279.43574 -31.66297 84.70944 -69.07706       0       1 
 map_500_Gaussians_2      170    0.00368  0.905    0.094   0.00020     0  0.416    0.000 -19814.76  0.046  0.071   45.0      1 279.43555 -31.66163 84.71321 -69.07705       0       1 
 map_500_Gaussians_2      171    0.00267  0.695    0.064   0.00006     1  0.496    0.000 -21681.14  0.046  0.074  -37.8      1 279.43565 -31.66244 84.71092 -69.07705       0       1 
 map_500_Gaussians_2      172    0.00254  0.710    0.062  -0.00014     2  0.361    0.000 -15865.53  0.071  0.049  -42.6      1 279.43556 -31.66200 84.71218 -69.07702       0       1 
 map_500_Gaussians_2      173    0.00268  0.500    0.056   0.00003     2  0.365    0.000 -14995.54  0.055  0.043  -40.2      1 279.43558 -31.66215 84.71176 -69.07702       0       1 
 map_500_Gaussians_2      174    0.00300  0.795    0.073  -0.00011     2  0.230    0.000 -12996.59  0.074  0.045   44.0      1 279.43568 -31.66295 84.70950 -69.07702       0       1 
 map_500_Gaussians_2      175    0.00238  0.468    0.050  -0.00006     1  0.557    0.000 -24065.30  0.060  0.043  -45.3      1 279.43575 -31.66346 84.70807 -69.07701       0       1 
 map_500_Gaussians_2      176    0.00261  0.325    0.048  -0.00008     2  0.538    0.000 -10519.77  0.043  0.043   74.7      1 279.43559 -31.66234 84.71122 -69.07701       0       1 
 map_500_Gaussians_2      177    0.00314  0.566    0.068  -0.00001     2  0.307    0.000 -11817.11  0.060  0.043   45.0      1 279.43553 -31.66191 84.71243 -69.07700       0       1 
 map_500_Gaussians_2      178    0.00355  1.247    0.105   0.00013     1  0.266    0.000 -24233.27  0.060  0.075  -41.2      1 279.43558 -31.66229 84.71136 -69.07700       0       1 
 map_500_Gaussians_2      179    0.00300  0.500    0.064  -0.00012     2  0.328    0.000 -10144.99  0.052  0.063  -42.7      1 279.43562 -31.66265 84.71036 -69.07700       0       1 
 map_500_Gaussians_2      180    0.00228  0.406    0.048  -0.00002     2  0.437    0.000 -13980.65  0.051  0.045    8.7      1 279.43551 -31.66183 84.71265 -69.07700       0       1 
 map_500_Gaussians_2      181    0.00366  1.243    0.106  -0.00000     2  0.115    0.000 -10346.22  0.051  0.086   42.5      1 279.43558 -31.66253 84.71070 -69.07698       0       1 
 map_500_Gaussians_2      182    0.00185  0.393    0.042  -0.00004     2  0.580    0.000 -12098.07  0.069  0.044  -40.6      1 279.43566 -31.66315 84.70894 -69.07698       0       1 
 map_500_Gaussians_2      183    0.00295  0.965    0.081  -0.00004     2  0.182    0.000 -14902.80  0.086  0.049  -42.1      1 279.43568 -31.66331 84.70849 -69.07697       0       1 
 map_500_Gaussians_2      184    0.00349  0.743    0.078   0.00011     0  0.296    0.000 -24187.53  0.068  0.043   42.8      1 279.43559 -31.66279 84.70998 -69.07695       0       1 
 map_500_Gaussians_2      185    0.00344  0.524    0.062   0.00005     2  0.532    0.000 -23453.63  0.054  0.043  -44.6      1 279.43548 -31.66206 84.71204 -69.07694       0       1 
 map_500_Gaussians_2      186    0.00376  1.223    0.105  -0.00010     2  0.239    0.000 -18788.14  0.082  0.052   44.3      1 279.43543 -31.66182 84.71270 -69.07693       0       1 
 map_500_Gaussians_2      187    0.00216  0.477    0.051   0.00010     2  0.341    0.000 -14122.11  0.062  0.048   43.7      1 279.43560 -31.66318 84.70888 -69.07692       0       1 
 map_500_Gaussians_2      188    0.00322  0.418    0.059  -0.00008     2  0.298    0.000 -10963.87  0.043  0.048   44.2      1 279.43557 -31.66306 84.70922 -69.07691       0       1 
 map_500_Gaussians_2      189    0.00155  0.517    0.046   0.00002     2  0.374    0.000 -12582.20  0.078  0.062  -42.0      1 279.43563 -31.66349 84.70802 -69.07691       0       1 
 map_500_Gaussians_2      190    0.00367  1.133    0.098  -0.00008     2  0.091    0.000 -11136.81  0.079  0.049  -44.1      1 279.43564 -31.66367 84.70752 -69.07690       0       1 
 map_500_Gaussians_2      191    0.00269  0.565    0.060   0.00002     2  0.229    0.000 -12618.57  0.044  0.058   41.0      1 279.43548 -31.66262 84.71047 -69.07688       0       1 
 map_500_Gaussians_2      192    0.00172  0.494    0.047  -0.00004     1  0.620    0.000 -10428.80  0.049  0.082   41.5      1 279.43560 -31.66358 84.70777 -69.07688       0       1 
 map_500_Gaussians_2      193    0.00276  0.810    0.072  -0.00016     2  0.192    0.000 -12268.52  0.048  0.080   44.0      1 279.43553 -31.66316 84.70895 -69.07686       0       1 
 map_500_Gaussians_2      194    0.00206  0.484    0.053   0.00002     2  0.424    0.000 -10797.09  0.054  0.062  -27.4      1 279.43554 -31.66331 84.70854 -69.07685       0       1 
 map_500_Gaussians_2      195    0.00293  0.583    0.062   0.00010     2  0.188    0.000 -12659.35  0.052  0.048   34.2      1 279.43549 -31.66300 84.70941 -69.07685       0       1 
 map_500_Gaussians_2      196    0.00241  0.380    0.056   0.00012     2  0.565    0.000 -12236.82  0.086  0.058   42.2      1 279.43531 -31.66170 84.71309 -69.07684       0       1 
 map_500_Gaussians_2      197    0.00400  0.725    0.083  -0.00010     2  0.140    0.000 -13219.84  0.053  0.043   42.1      1 279.43549 -31.66309 84.70917 -69.07684       0       1 
 map_500_Gaussians_2      198    0.00253  0.337    0.047   0.00026     2  0.412    0.000 -12064.23  0.043  0.048   44.9      1 279.43554 -31.66352 84.70796 -69.07683       0       1 
 map_500_Gaussians_2      199    0.00181  0.579    0.049   0.00019     2  0.469    0.000 -13505.19  0.054  0.080   39.0      1 279.43535 -31.66208 84.71201 -69.07683       0       1 
 map_500_Gaussians_2      200    0.00226  0.341    0.050  -0.00002     2  0.564    0.000 -11492.84  0.072  0.043   48.9      1 279.43529 -31.66175 84.71294 -69.07682       0       1 
 map_500_Gaussians_2      201    0.00252  0.673    0.062   0.00009     2  0.338    0.000 -14975.80  0.047  0.076   44.3      1 279.43531 -31.66201 84.71222 -69.07681       0       1 
 map_500_Gaussians_2      202    0.00249  0.522    0.065  -0.00014     2  0.511    0.000 -17909.96  0.043  0.073   14.0      1 279.43525 -31.66158 84.71344 -69.07681       0       1 
 map_500_Gaussians_2      203    0.00364  1.067    0.095  -0.00009     2  0.145    0.000 -12091.60  0.073  0.052  -42.7      1 279.43527 -31.66184 84.71269 -69.07679       0       1 
 map_500_Gaussians_2      204    0.00151  0.359    0.037   0.00009     1  0.610    0.000 -17258.02  0.053  0.059  -46.0      1 279.43533 -31.66236 84.71123 -69.07678       0       1 
 map_500_Gaussians_2      205    0.00206  0.476    0.048   0.00012     2  0.409    0.000 -15668.83  0.066  0.047   39.3      1 279.43534 -31.66248 84.71089 -69.07678       0       1 
 map_500_Gaussians_2      206    0.00247  0.332    0.043   0.00014     2  0.522    0.000 -15943.90  0.043  0.043   90.0      1 279.43543 -31.66315 84.70902 -69.07678       0       1 
 map_500_Gaussians_2      207    0.00323  0.689    0.074   0.00005     2  0.159    0.000 -12322.05  0.056  0.046  -37.4      1 279.43550 -31.66364 84.70763 -69.07678       0       1 
 map_500_Gaussians_2      208    0.00312  0.463    0.061   0.00001     2  0.401    0.000 -14154.43  0.043  0.043   43.4      1 279.43536 -31.66264 84.71044 -69.07678       0       1 
 map_500_Gaussians_2      209    0.00320  0.818    0.082  -0.00003     2  0.188    0.000 -12400.06  0.060  0.054  -36.2      1 279.43536 -31.66288 84.70978 -69.07675       0       1 
 map_500_Gaussians_2      210    0.00163  0.425    0.041  -0.00001     2  0.569    0.000 -13714.24  0.054  0.060  -30.9      1 279.43545 -31.66357 84.70785 -69.07675       0       1 
 map_500_Gaussians_2      211    0.00382  0.463    0.065   0.00011     2  0.301    0.000 -12578.26  0.046  0.043   47.8      1 279.43528 -31.66232 84.71137 -69.07675       0       1 
 map_500_Gaussians_2      212    0.00243  0.364    0.049  -0.00005     2  0.567    0.000 -18408.75  0.053  0.043   46.8      1 279.43546 -31.66372 84.70743 -69.07674       0       1 
 map_500_Gaussians_2      213    0.00208  0.505    0.049  -0.00018     2  0.412    0.000 -10671.41  0.050  0.059   48.6      1 279.43518 -31.66161 84.71337 -69.07674       0       1 
 map_500_Gaussians_2      214    0.00236  0.691    0.062   0.00010     2  0.315    0.000 -13411.60  0.046  0.079  -41.7      1 279.43537 -31.66309 84.70921 -69.07673       0       1 
 map_500_Gaussians_2      215    0.00308  0.371    0.054  -0.00019     0  0.709    0.000 -21638.28  0.043  0.043   90.0      1 279.43519 -31.66180 84.71284 -69.07673       0       1 
 map_500_Gaussians_2      216    0.00356  0.468    0.064  -0.00004     2  0.366    0.000 -11079.87  0.053  0.043  -45.2      1 279.43521 -31.66206 84.71211 -69.07672       0       1 
 map_500_Gaussians_2      217    0.00402  1.538    0.120  -0.00012     2  0.082    0.000 -11536.26  0.056  0.086  -44.6      1 279.43540 -31.66350 84.70804 -69.07672       0       1 
 map_500_Gaussians_2      218    0.00163  0.204    0.032  -0.00016     2  0.706    0.000 -11575.66  0.063  0.043   48.1      1 279.43518 -31.66190 84.71256 -69.07671       0       1 
 map_500_Gaussians_2      219    0.00363  0.644    0.078   0.00014     2  0.194    0.000 -11438.89  0.062  0.043   43.3      1 279.43529 -31.66300 84.70946 -69.07668       0       1 
 map_500_Gaussians_2      220    0.00236  0.698    0.063  -0.00019     2  0.347    0.000 -10580.27  0.051  0.080   44.9      1 279.43532 -31.66334 84.70852 -69.07667       0       1 
 map_500_Gaussians_2      221    0.00338  0.689    0.077   0.00003     2  0.398    0.000 -15319.57  0.043  0.071   44.2      1 279.43518 -31.66229 84.71147 -69.07666       0       1 
 map_500_Gaussians_2      222    0.00323  0.793    0.078  -0.00005     2  0.129    0.000 -12125.91  0.068  0.045  -42.8      1 279.43524 -31.66277 84.71012 -69.07666       0       1 
 map_500_Gaussians_2      223    0.00168  0.438    0.043  -0.00005     2  0.319    0.000 -12804.89  0.063  0.056   24.6      1 279.43534 -31.66359 84.70783 -69.07665       0       1 
 map_500_Gaussians_2      224    0.00358  0.865    0.095  -0.00009     2  0.172    0.000 -10324.18  0.047  0.078   -2.7      1 279.43513 -31.66212 84.71196 -69.07664       0       1 
 map_500_Gaussians_2      225    0.00262  0.668    0.063   0.00000     2  0.320    0.000 -31048.22  0.072  0.047  -49.7      1 279.43734 -31.66160 84.71281 -69.07857       1       5 
 map_500_Gaussians_2      226    0.00250  0.491    0.053   0.00000     2  0.320    0.000 -31048.22  0.046  0.059   52.1      1 279.43733 -31.66162 84.71276 -69.07855       1       5 
 map_500_Gaussians_2      227    0.00158  0.282    0.034   0.00000     2  0.320    0.000 -31048.22  0.066  0.043  -34.5      1 279.43730 -31.66163 84.71274 -69.07854       1       5 
 map_500_Gaussians_2      228    0.00180  0.655    0.054   0.00000     2  0.320    0.000 -31048.22  0.086  0.053  -45.2      1 279.43728 -31.66162 84.71276 -69.07852       1       5 
 map_500_Gaussians_2      229    0.00206  0.515    0.049   0.00000     2  0.320    0.000 -31048.22  0.054  0.061   27.5      1 279.43728 -31.66161 84.71281 -69.07851       1       5 
 map_500_Gaussians_2      230    0.00375  0.669    0.076   0.00000     2  0.383    0.000 -43172.49  0.057  0.043  -42.6      1 279.43757 -31.66334 84.70790 -69.07856       1       3 
 map_500_Gaussians_2      231    0.00164  0.174    0.037   0.00000     2  0.383    0.000 -43172.49  0.059  0.086  -57.1      1 279.43755 -31.66328 84.70807 -69.07856       1       3 
 map_500_Gaussians_2      232    0.00357  0.431    0.060   0.00000     2  0.383    0.000 -43172.49  0.043  0.043   90.0      1 279.43752 -31.66332 84.70797 -69.07853       1       3 
 map_500_Gaussians_2      233    0.00319  0.453    0.060   0.00000     2  0.370    0.000 -41029.03  0.043  0.050   46.0      1 279.43757 -31.66348 84.70752 -69.07856       1       5 
 map_500_Gaussians_2      234    0.00337  1.066    0.089   0.00000     2  0.370    0.000 -41029.03  0.048  0.083  -45.7      1 279.43754 -31.66348 84.70753 -69.07853       1       5 
 map_500_Gaussians_2      235    0.00371  0.669    0.072   0.00000     2  0.370    0.000 -41029.03  0.056  0.043   52.3      1 279.43750 -31.66347 84.70755 -69.07850       1       5 
 map_500_Gaussians_2      236    0.00344  0.667    0.074   0.00000     2  0.370    0.000 -41029.03  0.060  0.048  -90.0      1 279.43751 -31.66349 84.70751 -69.07850       1       5 
 map_500_Gaussians_2      237    0.00179  0.312    0.037   0.00000     2  0.370    0.000 -41029.03  0.045  0.047  -28.6      1 279.43748 -31.66351 84.70747 -69.07847       1       5 
 map_500_Gaussians_2      238    0.00287  0.890    0.075   0.00000     2  0.424    0.000 -28709.12  0.063  0.062   87.7      1 279.43738 -31.66223 84.71104 -69.07853       1       2 
 map_500_Gaussians_2      239    0.00181  0.346    0.041   0.00000     2  0.424    0.000 -28709.12  0.043  0.067   47.0      1 279.43737 -31.66221 84.71112 -69.07853       1       2 
 map_500_Gaussians_2      240    0.00238  0.342    0.045   0.00000     2  0.422    0.000 -45320.88  0.048  0.043  -50.4      1 279.43744 -31.66276 84.70956 -69.07852       1       3 
 map_500_Gaussians_2      241    0.00205  0.502    0.049   0.00000     2  0.422    0.000 -45320.88  0.046  0.070  -37.6      1 279.43743 -31.66283 84.70937 -69.07851       1       3 
 map_500_Gaussians_2      242    0.00316  0.940    0.089   0.00000     2  0.422    0.000 -45320.88  0.053  0.073  -44.4      1 279.43740 -31.66280 84.70946 -69.07849       1       3 
 map_500_Gaussians_2      243    0.00390  1.194    0.104   0.00000     0  0.464    0.000 -51628.95  0.052  0.077  -47.9      1 279.43743 -31.66309 84.70865 -69.07848       1       3 
 map_500_Gaussians_2      244    0.00218  0.242    0.041   0.00000     0  0.464    0.000 -51628.95  0.050  0.043  -43.9      1 279.43741 -31.66311 84.70858 -69.07846       1       3 
 map_500_Gaussians_2      245    0.00165  0.261    0.036   0.00000     0  0.464    0.000 -51628.95  0.043  0.057   36.8      1 279.43741 -31.66314 84.70852 -69.07846       1       3 
 map_500_Gaussians_2      246    0.00333  0.470    0.060   0.00000     2  0.637    0.000 -23417.93  0.044  0.044  -90.0      1 279.43721 -31.66151 84.71310 -69.07847       1       2 
 map_500_Gaussians_2      247    0.00126  0.102    0.026   0.00000     2  0.637    0.000 -23417.93  0.043  0.043   90.0      1 279.43720 -31.66153 84.71303 -69.07846       1       2 
 map_500_Gaussians_2      248    0.00185  0.364    0.040   0.00000     2  0.507    0.000 -24064.20  0.065  0.043  -47.4      1 279.43724 -31.66192 84.71194 -69.07845       1       3 
 map_500_Gaussians_2      249    0.00165  0.211    0.030   0.00000     2  0.507    0.000 -24064.20  0.043  0.043  -53.0      1 279.43721 -31.66191 84.71199 -69.07843       1       3 
 map_500_Gaussians_2      250    0.00253  0.364    0.046   0.00000     2  0.507    0.000 -24064.20  0.046  0.043   34.4      1 279.43720 -31.66193 84.71194 -69.07841       1       3 
 map_500_Gaussians_2      251    0.00232  0.654    0.061   0.00000     2  0.398    0.000 -36480.09  0.053  0.069  -50.5      1 279.43714 -31.66144 84.71330 -69.07842       1       2 
 map_500_Gaussians_2      252    0.00397  1.198    0.108   0.00000     2  0.398    0.000 -36480.09  0.049  0.084   44.7      1 279.43710 -31.66142 84.71338 -69.07839       1       2 
 map_500_Gaussians_2      253    0.00263  0.450    0.055   0.00000     2  0.346    0.000 -87674.91  0.051  0.044   55.6      1 279.43719 -31.66198 84.71179 -69.07840       1       4 
 map_500_Gaussians_2      254    0.00358  1.067    0.091   0.00000     2  0.346    0.000 -87674.91  0.051  0.073  -40.0      1 279.43716 -31.66197 84.71184 -69.07838       1       4 
 map_500_Gaussians_2      255    0.00263  0.875    0.074   0.00000     2  0.346    0.000 -87674.91  0.058  0.076  -31.5      1 279.43713 -31.66195 84.71189 -69.07836       1       4 
 map_500_Gaussians_2      256    0.00270  0.755    0.071   0.00000     2  0.346    0.000 -87674.91  0.078  0.048  -37.5      1 279.43708 -31.66196 84.71189 -69.07831       1       4 
 map_500_Gaussians_2      257    0.00234  0.597    0.054   0.00000     2  0.513    0.000 -76805.59  0.044  0.069   52.3      1 279.43737 -31.66339 84.70782 -69.07840       1       4 
 map_500_Gaussians_2      258    0.00320  0.963    0.082   0.00000     2  0.513    0.000 -76805.59  0.049  0.074   49.2      1 279.43735 -31.66340 84.70781 -69.07837       1       4 
 map_500_Gaussians_2      259    0.00201  0.650    0.056   0.00000     2  0.513    0.000 -76805.59  0.086  0.050  -44.9      1 279.43730 -31.66340 84.70780 -69.07833       1       4 
 map_500_Gaussians_2      260    0.00322  0.546    0.065   0.00000     2  0.513    0.000 -76805.59  0.060  0.043   46.4      1 279.43726 -31.66340 84.70783 -69.07830       1       4 
 map_500_Gaussians_2      261    0.00385  0.502    0.070   0.00000     2  0.450    0.000 -27178.07  0.043  0.050  -44.9      1 279.43738 -31.66347 84.70760 -69.07839       1       2 
 map_500_Gaussians_2      262    0.00320  0.565    0.072   0.00000     2  0.450    0.000 -27178.07  0.061  0.043   48.4      1 279.43737 -31.66349 84.70755 -69.07838       1       2 
 map_500_Gaussians_2      263    0.00258  0.330    0.050   0.00000     1  0.674    0.001 -15479.01  0.043  0.043  -90.0      1 279.43724 -31.66268 84.70984 -69.07836       1       2 
 map_500_Gaussians_2      264    0.00153  0.261    0.033   0.00000     1  0.674    0.001 -15479.01  0.053  0.043   41.2      1 279.43721 -31.66267 84.70986 -69.07834       1       2 
 map_500_Gaussians_2      265    0.00345  0.580    0.067   0.00000     2  0.215    0.000 -24002.05  0.046  0.046  -90.0      1 279.43720 -31.66244 84.71052 -69.07836       1       2 
 map_500_Gaussians_2      266    0.00249  0.681    0.062   0.00000     2  0.215    0.000 -24002.05  0.052  0.067   34.9      1 279.43719 -31.66241 84.71060 -69.07835       1       2 
 map_500_Gaussians_2      267    0.00505  1.326    0.123   0.00000     2  0.326    0.000 -73296.43  0.063  0.051  -49.4      1 279.43720 -31.66256 84.71016 -69.07834       1       4 
 map_500_Gaussians_2      268    0.00279  0.721    0.065   0.00000     2  0.326    0.000 -73296.43  0.046  0.071  -43.1      1 279.43718 -31.66254 84.71025 -69.07833       1       4 
 map_500_Gaussians_2      269    0.00154  0.220    0.030   0.00000     2  0.326    0.000 -73296.43  0.056  0.043  -48.7      1 279.43715 -31.66255 84.71021 -69.07830       1       4 
 map_500_Gaussians_2      270    0.00208  0.324    0.043   0.00000     2  0.326    0.000 -73296.43  0.050  0.043   43.4      1 279.43711 -31.66253 84.71028 -69.07827       1       4 
 map_500_Gaussians_2      271    0.00378  0.811    0.083   0.00000     2  0.321    0.000 -81745.30  0.062  0.043  -45.0      1 279.43728 -31.66311 84.70864 -69.07835       1       6 
 map_500_Gaussians_2      272    0.00271  0.578    0.061   0.00000     2  0.321    0.000 -81745.30  0.063  0.043   43.4      1 279.43725 -31.66313 84.70858 -69.07832       1       6 
 map_500_Gaussians_2      273    0.00264  0.710    0.064   0.00000     2  0.321    0.000 -81745.30  0.046  0.073   43.2      1 279.43724 -31.66311 84.70865 -69.07832       1       6 
 map_500_Gaussians_2      274    0.00305  0.807    0.080   0.00000     2  0.321    0.000 -81745.30  0.047  0.072   53.2      1 279.43723 -31.66309 84.70870 -69.07831       1       6 
 map_500_Gaussians_2      275    0.00263  0.775    0.067   0.00000     2  0.321    0.000 -81745.30  0.048  0.079   40.9      1 279.43721 -31.66312 84.70861 -69.07828       1       6 
 map_500_Gaussians_2      276    0.00343  0.369    0.060   0.00000     2  0.321    0.000 -81745.30  0.043  0.045  -45.9      1 279.43718 -31.66316 84.70851 -69.07826       1       6 
 map_500_Gaussians_2      277    0.00416  0.695    0.081   0.00000     2  0.253    0.000 -19162.76  0.058  0.043  -44.9      1 279.43729 -31.66322 84.70833 -69.07834       1       2 
