|INDEX|HYPER_ID_PY|HYPER_ID_IDL|PEAK_REF_mJy|PEAK_PY_mJy|PEAK_IDL_mJy|INT_REF_mJy|INT_PY_mJy|INT_IDL_mJy|D_PEAK_PY_pct|D_PEAK_IDL_pct|D_INT_PY_pct|D_INT_IDL_pct|
| long|       long|        long|      double|     double|      double|     double|    double|     double|        float|         float|       float|        float|
   269         315           16         51.5        49.3         49.7       688.2      799.0       786.2          -4.3           -3.4         16.1          14.2 
   270         132          356         24.8        25.6         24.5       364.6      409.0       355.9           3.0           -1.3         12.2          -2.4 
   271         419          157         36.1        39.1         37.9       324.1      447.0       376.2           8.3            5.1         37.9          16.1 
   272         268          158         40.1        40.1         38.3       635.6      754.0       596.4           0.1           -4.4         18.6          -6.2 
   273         454           89         47.4        44.5         46.2       620.6      655.0       697.7          -6.0           -2.5          5.5          12.4 
   274         261          230         39.4        35.9         36.9      1030.1      954.0       998.2          -8.9           -6.2         -7.4          -3.1 
   275         176          224         39.3        36.1         36.1       746.9      694.0       670.2          -8.1           -8.1         -7.1         -10.3 
   276         226          258         36.7        35.4         35.7       426.5      448.0       433.9          -3.6           -2.7          5.1           1.7 
   277          48          449         24.6        24.3         25.8       281.3      231.0       274.7          -1.1            4.9        -17.9          -2.3 
   278          88          355         32.9        31.8         32.6       560.5      482.0       496.8          -3.4           -0.9        -14.0         -11.4 
   279         111           10         51.4        49.8         50.0       422.9      437.0       451.9          -3.3           -2.8          3.3           6.9 
   280          85          249         37.4        35.9         36.3       626.7      586.0       577.1          -4.1           -2.9         -6.5          -7.9 
   281          28          490         20.8        17.1         17.7       435.4      328.0       338.8         -17.7          -15.0        -24.7         -22.2 
   282          86          359         29.2        29.2         29.7       525.2      531.0       554.4          -0.1            1.8          1.1           5.6 
   283         247          122         48.1        43.3         45.7       875.6      642.0       692.4         -10.0           -5.1        -26.7         -20.9 
   284         210          159         36.6        36.5         37.1       448.6      477.0       500.7          -0.3            1.4          6.3          11.6 
   285         481          228         34.5        37.7         35.8       322.1      735.0       399.6           9.2            3.6        128.2          24.1 
   286         291           79         41.9        44.0         44.2       859.3      958.0       926.1           5.0            5.4         11.5           7.8 
   287          20          380         28.0        26.2         26.8       350.1      273.0       293.9          -6.5           -4.3        -22.0         -16.1 
   288          69          296         28.9        29.7         29.4       288.0      333.0       315.4           2.5            1.7         15.6           9.5 
   289          77          414         26.5        23.7         24.7       307.8      295.0       326.2         -10.6           -6.9         -4.2           6.0 
   290         362          417         28.2        24.6         24.8       261.0      300.0       288.8         -13.0          -12.2         14.9          10.6 
   291          55          181         37.0        40.0         40.2       568.0      761.0       690.7           7.9            8.5         34.0          21.6 
   292         214          161         41.8        38.2         39.1       770.0      662.0       690.6          -8.5           -6.4        -14.0         -10.3 
   293          44          393         26.3        27.0         27.4       704.3      618.0       651.1           2.8            4.2        -12.3          -7.6 
   294         150          379         26.8        25.6         24.3       234.3      328.0       273.8          -4.8           -9.5         40.0          16.9 
   295          58          113         43.4        43.1         44.9      1165.8     1212.0      1353.0          -0.8            3.5          4.0          16.1 
   296         220          265         33.5        33.1         34.0       412.3      396.0       410.5          -1.0            1.6         -4.0          -0.4 
   297          54          263         35.4        33.7         34.6       491.2      500.0       541.5          -4.7           -2.3          1.8          10.3 
   298         217          205         34.8        35.9         36.2       505.7      441.0       443.0           3.1            4.1        -12.8         -12.4 
   299         408          471         22.7        20.0         21.1       317.8      257.0       293.4         -11.8           -6.9        -19.1          -7.7 
   300          95          199         35.7        35.5         35.7       636.7      580.0       566.4          -0.7           -0.1         -8.9         -11.0 
   301          13          144         40.3        38.8         39.3       324.5      349.0       360.4          -3.6           -2.5          7.6          11.1 
   302         325          227         33.7        36.2         36.2       419.4      545.0       527.9           7.5            7.4         29.9          25.9 
   303         162          350         27.3        27.7         28.1       277.7      343.0       364.7           1.2            2.8         23.5          31.4 
   304          26          197         45.6        36.7         38.3       376.2      276.0       327.3         -19.5          -16.1        -26.6         -13.0 
   305         288          125         44.8        42.3         49.1      1043.8     1011.0      1454.2          -5.6            9.6         -3.1          39.3 
   306         392          437         24.1        22.6         22.3       199.6      195.0       193.2          -6.2           -7.3         -2.3          -3.2 
   307         191          254         33.6        33.1         34.1       582.7      543.0       595.9          -1.3            1.6         -6.8           2.3 
   308         115          433         24.1        22.8         22.4       588.7      498.0       486.4          -5.3           -7.1        -15.4         -17.4 
   309         193          152         43.0        41.4         44.5       737.5      856.0       971.7          -3.6            3.5         16.1          31.8 
   310         235          221         35.8        35.7         36.9       602.3      497.0       529.9          -0.3            3.0        -17.5         -12.0 
   311         427           13         51.3        50.9         50.9      1251.9     1322.0      1151.4          -0.8           -0.7          5.6          -8.0 
   312         318          276         35.3        31.1         32.5       316.1      253.0       306.8         -11.7           -7.9        -20.0          -3.0 
   313         196          412         28.0        26.3         27.2       395.2      416.0       459.7          -5.9           -2.7          5.3          16.3 
   314         418          353         30.7        26.4         26.9       750.2      638.0       604.9         -13.9          -12.3        -15.0         -19.4 
   315         187           55         45.5        47.8         48.6       474.0      605.0       641.4           5.0            6.8         27.6          35.3 
   316         278          394         25.6        26.2         26.0       455.2      446.0       412.6           2.3            1.6         -2.0          -9.4 
   317         195           47         49.7        48.9         49.5       645.4      691.0       715.7          -1.6           -0.4          7.1          10.9 
   318          10            2         51.7        52.1         52.7       592.5      681.0       702.8           0.8            2.0         14.9          18.6 
   319         153          473         23.1        19.4         20.3       498.4      373.0       423.2         -16.1          -12.0        -25.2         -15.1 
   320         170          391         27.1        25.4         25.3       264.6      292.0       288.6          -6.2           -6.7         10.3           9.1 
   321          46          409         23.8        24.3         24.9       196.5      262.0       286.7           2.0            4.4         33.4          45.9 
   322         443           34         49.4        46.4         47.8      1056.2      915.0       939.0          -6.1           -3.3        -13.4         -11.1 
   323          33          216         34.3        35.2         36.5       537.5      653.0       702.2           2.6            6.3         21.5          30.6 
   324         219           70         45.9        44.3         45.1       535.3      530.0       561.6          -3.4           -1.7         -1.0           4.9 
   325         189          154         33.1        37.1         37.3       365.3      594.0       583.3          12.1           12.7         62.6          59.7 
   326          64          168         36.9        37.2         38.3       949.8      994.0      1077.8           0.9            3.8          4.7          13.5 
   327         407          450         22.0        21.3         20.4       312.1      427.0       375.5          -3.1           -7.4         36.8          20.3 
   328          27          198         34.6        34.0         34.6       577.0      566.0       579.0          -1.6            0.1         -1.9           0.3 
   329         157          422         26.7        23.5         24.2       695.9      712.0       787.8         -12.2           -9.4          2.3          13.2 
   330         415          270         32.2        33.0         32.4       851.2      930.0       807.2           2.6            0.7          9.3          -5.2 
   331         232          246         37.8        34.1         34.5       421.4      407.0       413.4          -9.8           -8.8         -3.4          -1.9 
   332         340          171         37.0        38.0         37.7       439.7      555.0       541.0           2.7            2.0         26.2          23.1 
   333         141          282         36.2        34.0         34.0       555.7      549.0       531.6          -6.0           -6.0         -1.2          -4.3 
   334          15          460         21.7        21.3         21.0       516.0      496.0       461.0          -1.6           -3.2         -3.9         -10.7 
   335         129          109         45.1        45.3         45.3       478.8      563.0       512.4           0.4            0.4         17.6           7.0 
   336         149          329         30.3        26.9         28.8       346.1      401.0       487.8         -11.1           -4.9         15.8          40.9 
   337         161          388         25.3        24.3         24.7       435.4      427.0       434.6          -3.9           -2.4         -1.9          -0.2 
   338          19          236         36.2        35.2         36.0       363.3      349.0       361.3          -2.6           -0.5         -3.9          -0.6 
   339         413           45         48.5        46.3         47.1       820.7      901.0       882.9          -4.6           -2.9          9.8           7.6 
   340         121          401         26.1        24.8         25.1       474.3      422.0       422.5          -4.8           -3.7        -11.0         -10.9 
   341          16           85         46.9        43.3         43.9       502.1      488.0       508.5          -7.6           -6.3         -2.8           1.3 
   342         273          253         37.9        34.2         37.7       355.3      279.0       396.8          -9.7           -0.6        -21.5          11.7 
   343         405          190         44.3        38.3         40.0       814.6      538.0       700.5         -13.4           -9.7        -34.0         -14.0 
   344         320          137         40.8        39.3         40.6       652.8      603.0       613.7          -3.7           -0.6         -7.6          -6.0 
   345         492            6         45.4        51.9         54.1       645.7     1500.0      1678.5          14.3           19.2        132.3         159.9 
   346         476           81         44.2        43.4         43.7       392.5      487.0       491.7          -1.8           -1.2         24.1          25.3 
   347         432          266         33.0        32.8         32.8       553.1      499.0       507.8          -0.7           -0.6         -9.8          -8.2 
   348         255          264         31.3        33.5         34.1       602.3      870.0       882.1           6.9            8.8         44.4          46.5 
   349         371          229         37.0        35.2         34.6       781.5      809.0       697.2          -4.7           -6.4          3.5         -10.8 
   350         290          340         29.8        29.2         29.1       590.3      708.0       635.1          -2.1           -2.2         19.9           7.6 
   351         379          475         23.2        20.0         20.3       513.8      383.0       446.8         -13.7          -12.3        -25.5         -13.0 
   352         328           19         51.6        49.9         49.6       902.3      917.0       869.2          -3.4           -4.0          1.6          -3.7 
   353         345           54         49.4        45.8         48.2       854.7      797.0       912.5          -7.4           -2.5         -6.8           6.8 
   354         263          255         38.3        32.5         33.1       685.1      511.0       524.4         -15.1          -13.5        -25.4         -23.5 
   355         410          302         35.1        30.6         32.7       601.3      558.0       752.0         -12.8           -7.0         -7.2          25.1 
   356         299          363         32.6        29.0         30.6       346.0      341.0       392.1         -10.8           -6.0         -1.4          13.3 
   357         341          479         25.1        22.6         23.8       295.7      253.0       297.2          -9.9           -5.0        -14.5           0.5 
   358         292          431         23.9        23.2         23.2       501.4      518.0       427.5          -2.7           -2.7          3.3         -14.7 
   359         364          299         35.3        31.1         33.1       500.0      371.0       429.1         -11.8           -6.3        -25.8         -14.2 
   360         314          291         30.1        30.9         33.0       696.1      743.0       798.5           2.7            9.7          6.7          14.7 
   361         488          448         22.2        21.5         21.4       278.2      257.0       248.2          -3.5           -3.8         -7.6         -10.8 
   362         335          136         41.8        41.7         41.2       884.1      997.0       875.6          -0.2           -1.4         12.8          -1.0 
   363         333          204         36.9        33.3         35.4       455.5      300.0       364.9          -9.9           -4.1        -34.1         -19.9 
   364         404           41         50.1        48.4         50.4       412.4      420.0       588.1          -3.3            0.7          1.8          42.6 
   365         391          165         35.9        37.7         37.7       343.6      393.0       475.3           5.0            5.0         14.4          38.3 
   366         490          129         44.4        40.7         42.2       449.9      371.0       411.1          -8.3           -5.0        -17.5          -8.6 
   367         269          145         44.3        39.6         41.4       828.1      737.0       806.3         -10.7           -6.6        -11.0          -2.6 
   368         356          206         34.7        36.1         35.7       456.2      496.0       435.7           4.1            2.9          8.7          -4.5 
   369         399          130         42.1        42.3         42.4       700.4      873.0       935.8           0.5            0.7         24.7          33.6 
   370         101          163         43.1        40.1         40.8      1176.1      935.0       989.3          -7.1           -5.4        -20.5         -15.9 
   371         478           24         51.3        47.3         50.5       733.5      595.0       749.2          -7.8           -1.5        -18.9           2.1 
   372         435          360         28.3        28.9         29.4       576.4      569.0       486.0           2.1            3.8         -1.3         -15.7 
   373         352           32         49.2        48.3         47.1      1091.7     1198.0      1026.4          -1.8           -4.2          9.7          -6.0 
   374         252          259         38.9        33.9         34.8       678.4      591.0       620.7         -12.9          -10.5        -12.9          -8.5 
   375         244          102         48.4        42.7         44.0      1026.6      750.0       761.4         -11.9           -9.2        -26.9         -25.8 
   376         374          172         33.4        33.9         37.0       492.3      493.0       624.2           1.5           10.9          0.1          26.8 
   377         468           80         42.2        44.4         44.6       537.0      626.0       664.2           5.2            5.6         16.6          23.7 
   378         274          307         34.1        31.1         33.3       462.6      383.0       447.5          -8.7           -2.4        -17.2          -3.3 
   379         426          262         31.1        33.5         32.9       537.5      780.0       657.9           7.7            5.7         45.1          22.4 
   380         322          459         23.0        21.0         22.1       524.8      510.0       460.1          -8.8           -3.9         -2.8         -12.3 
   381         365          389         27.5        26.2         25.7       373.8      365.0       335.3          -4.7           -6.4         -2.4         -10.3 
   382         284          341         34.9        29.7         32.5       566.3      370.0       422.2         -15.0           -6.9        -34.7         -25.4 
   383         287          370         32.8        27.7         35.4       300.4      226.0       509.4         -15.6            8.0        -24.8          69.6 
   384         350          462         23.2        21.2         21.5       228.2      213.0       232.9          -8.4           -7.2         -6.7           2.1 
   385         455           60         47.9        46.5         46.9       705.5      745.0       652.8          -2.9           -2.1          5.6          -7.5 
   386         423          284         31.8        31.6         29.6       254.1      351.0       282.5          -0.4           -6.8         38.1          11.2 
   387         459          287         35.9        33.4         34.6       747.7      665.0       672.3          -7.0           -3.6        -11.1         -10.1 
   388         437          424         25.0        24.9         26.0       503.6      445.0       433.4          -0.2            4.1        -11.6         -13.9 
   389         470          347         31.5        29.7         30.8       553.9      561.0       627.8          -5.9           -2.3          1.3          13.3 
   390         354          184         39.9        37.3         37.0       725.3      650.0       559.8          -6.4           -7.2        -10.4         -22.8 
   391         239          298         33.4        32.4         33.3       792.6      866.0       849.0          -3.0           -0.3          9.3           7.1 
   392         349          274         29.9        30.4         29.7       645.3      734.0       618.8           1.6           -0.8         13.7          -4.1 
   393         416           82         47.7        45.2         45.2       608.9      599.0       561.5          -5.2           -5.2         -1.6          -7.8 
   394         317          160         43.6        37.2         39.7       388.0      351.0       465.3         -14.7           -9.0         -9.5          19.9 
   395         301           98         44.8        43.9         45.2       683.0      643.0       632.4          -2.0            0.8         -5.9          -7.4 
   396         267          101         44.0        43.9         44.2      1096.8     1306.0      1130.7          -0.2            0.4         19.1           3.1 
   397         387          209         42.7        35.5         35.4       442.1      411.0       416.3         -17.0          -17.2         -7.0          -5.8 
   398         411          438         23.7        22.2         22.8       367.6      312.0       363.8          -6.4           -4.0        -15.1          -1.0 
   399         259          268         33.3        33.5         34.0       631.0      661.0       775.7           0.6            2.0          4.8          22.9 
   400         366          215         35.9        35.9         34.4       941.8      966.0       769.9          -0.2           -4.3          2.6         -18.3 
   401         280          141         43.2        40.8         41.7       657.1      696.0       762.0          -5.5           -3.5          5.9          16.0 
   402         479          123         39.2        37.1         41.1       383.0      382.0       556.9          -5.4            4.7         -0.2          45.4 
   403         309          348         31.2        28.7         29.0       669.0      619.0       604.8          -8.2           -7.1         -7.5          -9.6 
   404         394           27         50.9        48.8         50.0      1091.3     1210.0      1254.5          -4.2           -1.8         10.9          15.0 
   405         258          463         24.3        20.6         23.0       640.7      431.0       490.5         -15.1           -5.2        -32.7         -23.4 
   406         240           26         51.6        50.1         50.8       550.3      626.0       632.4          -2.9           -1.6         13.8          14.9 
   407         260          211         36.9        36.2         38.3       678.4      695.0       753.5          -1.8            3.8          2.4          11.1 
   408         422          453         27.0        18.5         20.0       438.5      309.0       509.0         -31.4          -25.8        -29.5          16.1 
   409         230           29         49.0        39.1         49.8       757.2      758.0      1577.1         -20.3            1.5          0.1         108.3 
   410         461          140         40.8        40.2         41.1       341.2      419.0       462.9          -1.5            0.7         22.8          35.7 
   411         474          235         42.6        35.1         35.9       384.4      352.0       381.6         -17.6          -15.8         -8.4          -0.7 
   412         430          312         28.1        28.9         31.6       262.1      329.0       407.2           2.9           12.5         25.5          55.4 
   413         326          443         24.7        22.5         22.5       289.6      291.0       319.4          -9.1           -8.9          0.5          10.3 
   414         344          358         29.4        27.7         29.5       560.6      372.0       438.0          -6.0            0.2        -33.6         -21.9 
   415         359          492         21.1        17.6         18.2       248.6      215.0       232.8         -16.4          -13.6        -13.5          -6.3 
   416         248           48         46.7        48.1         47.4       866.9      850.0       727.7           3.1            1.5         -1.9         -16.1 
   417         279          382         27.0        27.7         29.3       558.5      661.0       726.9           2.6            8.7         18.4          30.2 
   418         334           18         50.3        48.5         49.0       548.4      843.0      1094.7          -3.6           -2.6         53.7          99.6 
   419         436          196         40.3        37.3         37.1       412.6      454.0       428.1          -7.3           -7.9         10.0           3.7 
   420         307           40         51.3        47.6         49.6      1209.0     1131.0      1106.3          -7.1           -3.3         -6.5          -8.5 
   421         439          147         44.4        40.8         42.0       647.3      590.0       629.3          -8.1           -5.5         -8.9          -2.8 
   422         445          186         38.6        36.4         37.8       816.9      711.0       672.3          -5.9           -2.2        -13.0         -17.7 
   423         286          151         41.5        40.2         45.4      1073.0      838.0      1070.7          -3.0            9.5        -21.9          -0.2 
   424         457          472         22.5        20.8         22.4       281.6      296.0       392.7          -7.4           -0.5          5.1          39.4 
   425         486          275         34.2        31.6         30.0       582.4      553.0       418.8          -7.5          -12.3         -5.1         -28.1 
   426         471          191         37.1        37.2         38.0       593.2      609.0       622.1           0.4            2.5          2.7           4.9 
   427         363           66         23.0        45.9         46.9       185.9      443.0       544.4          99.6          103.9        138.3         192.8 
   428         271          132         44.3        41.2         42.3       620.6      669.0       955.7          -7.0           -4.5          7.8          54.0 
   429         453          410         27.0        24.6         24.5       290.1      281.0       273.0          -8.9           -9.1         -3.1          -5.9 
   430         406          138         40.1        39.6         38.7       393.6      454.0       462.6          -1.2           -3.4         15.4          17.5 
   431         297           73         46.0        46.5         46.8       783.0      860.0       792.0           1.2            1.8          9.8           1.1 
   432         396          416         29.0        27.3         27.7       706.7      613.0       625.4          -5.7           -4.4        -13.3         -11.5 
   433         463          469         21.5        20.8         21.3       554.8      468.0       442.1          -3.0           -0.9        -15.6         -20.3 
   434         312           74         43.0        45.2         45.4       651.4      697.0       666.2           5.1            5.7          7.0           2.3 
   435         233          440         22.0        22.8         22.9       329.1      322.0       299.4           3.9            4.2         -2.1          -9.0 
   436         466          226         36.7        35.2         35.2       501.3      513.0       472.8          -3.9           -4.0          2.3          -5.7 
   437         456          294         30.9        30.5         28.2       298.8      334.0       376.2          -1.1           -8.6         11.8          25.9 
   438         449           38         42.2        45.8         43.3       571.5      777.0       790.4           8.6            2.7         36.0          38.3 
   439         380            8         50.6        50.9         51.4       490.6      541.0       582.6           0.5            1.5         10.3          18.8 
   440         425          188         41.5        39.8         40.9       561.1      542.0       537.9          -4.1           -1.5         -3.4          -4.1 
   441         397          292         30.9        31.9         32.3       474.2      516.0       621.5           3.1            4.4          8.8          31.0 
   442         433          336         31.1        29.8         30.4       683.5      668.0       651.0          -4.1           -2.1         -2.3          -4.8 
   443         321          354         29.5        28.0         30.5       545.2      503.0       668.4          -4.9            3.5         -7.7          22.6 
   444         369          297         31.5        28.7         29.5       651.6      584.0       564.4          -9.0           -6.3        -10.4         -13.4 
   445         367          374         26.1        27.3         25.9       434.8      468.0       359.4           4.6           -0.7          7.6         -17.3 
   446         420          195         34.9        36.1         35.9       360.3      483.0       429.1           3.4            2.8         34.1          19.1 
   447         337           72         47.6        44.2         45.3       583.9      624.0       654.8          -7.2           -4.9          6.9          12.1 
   448         373           61         40.3        44.2         43.5       385.0      566.0       567.9           9.7            8.0         47.0          47.5 
   449         316           42         49.1        44.9         47.9       789.8      577.0       724.3          -8.5           -2.4        -26.9          -8.3 
   450         450          474         23.0        21.2         21.1       514.7      506.0       477.3          -7.7           -8.2         -1.7          -7.3 
   451         249          381         26.2        24.9         26.0       384.8      382.0       402.9          -4.9           -0.8         -0.7           4.7 
   452         384           83         48.6        44.0         46.0       389.6      329.0       408.2          -9.4           -5.4        -15.5           4.8 
   453         253          344         29.2        28.8         28.8       792.8      868.0       791.6          -1.5           -1.5          9.5          -0.1 
   454         482          303         35.8        33.5         37.0       582.0      478.0       596.1          -6.3            3.4        -17.9           2.4 
   455         331          272         32.4        34.0         32.9       535.6      695.0       598.2           4.9            1.5         29.8          11.7 
   456         264          436         21.7        21.3         22.2       447.8      477.0       483.2          -1.8            2.2          6.5           7.9 
   457          83          325         32.3        28.4         29.3       871.2      714.0       784.5         -12.0           -9.3        -18.0         -10.0 
   458         444          464         21.3        20.0         21.7       221.2      121.0       187.9          -6.4            1.7        -45.3         -15.0 
   459         332          189         44.8        38.0         39.5       518.9      518.0       549.4         -15.3          -11.9         -0.2           5.9 
   460         304          413         22.7        24.8         23.2       408.2      465.0       333.2           9.1            2.0         13.9         -18.4 
   461         412          452         21.7        21.1         21.2       230.1      217.0       215.3          -2.8           -2.3         -5.7          -6.4 
   462         166          131         40.8        40.0         40.3      1114.8     1129.0      1110.3          -2.1           -1.2          1.3          -0.4 
   463         385          271         32.1        33.1         33.2       385.5      414.0       386.8           3.3            3.5          7.4           0.3 
   464         236          114         46.8        42.9         43.9      1027.8      973.0       996.5          -8.3           -6.3         -5.3          -3.0 
   465         243          371         27.9        27.0         26.9       259.7      261.0       258.3          -2.9           -3.4          0.5          -0.5 
   466         200            1         48.7        57.2         59.6      1040.0     1190.0      1267.1          17.4           22.3         14.4          21.8 
   467         376           97         39.9        42.2         43.0       868.6     1061.0      1043.4           5.7            7.7         22.1          20.1 
   468         417           53         46.0        43.4         45.0       432.4      323.0       379.9          -5.5           -2.1        -25.3         -12.1 
   469         442          277         32.1        31.9         33.1       438.1      476.0       515.8          -0.7            3.1          8.6          17.7 
   470         378          290         30.5        30.4         29.4       795.7      867.0       594.2          -0.4           -3.6          9.0         -25.3 
   471         246          395         31.3        24.8         27.6       414.7      189.0       272.2         -20.8          -11.9        -54.4         -34.4 
   472         295           71         47.5        47.0         50.4      1300.4     1081.0      1163.5          -1.1            6.0        -16.9         -10.5 
   473         348          176         35.5        35.2         35.9       289.6      345.0       481.4          -0.8            1.0         19.1          66.2 
   474         428           92         45.6        43.2         43.6       377.5      313.0       406.1          -5.4           -4.4        -17.1           7.6 
   475         487          293         33.6        30.8         31.2       471.4      386.0       382.6          -8.4           -7.1        -18.1         -18.8 
   476         237          261         35.4        34.0         33.3       315.9      335.0       323.9          -4.0           -6.0          6.0           2.5 
   477         377           17         49.8        48.8         48.8       849.1      788.0       711.8          -2.1           -2.0         -7.2         -16.2 
   478         493          485         21.6        19.2         18.3       305.4      286.0       250.8         -11.1          -15.4         -6.4         -17.9 
   479         389            4         49.8        51.6         50.9      1084.2     1157.0      1021.2           3.7            2.3          6.7          -5.8 
   480         447          207         34.9        35.0         37.9       407.7      491.0       722.9           0.4            8.7         20.4          77.3 
   481          62          478         24.2        20.8         21.5       629.9      517.0       584.5         -13.8          -11.1        -17.9          -7.2 
   482         327           91         46.3        43.1         42.0       837.9      840.0       883.6          -7.1           -9.4          0.2           5.4 
   483         294          468         21.0        20.5         21.3       303.7      346.0       407.7          -2.3            1.6         13.9          34.2 
   484         402          331         32.3        30.2         29.5       263.4      298.0       273.2          -6.6           -8.6         13.1           3.7 
   485         477          112         46.6        41.6         43.9      1092.2      882.0       844.8         -10.7           -5.7        -19.2         -22.7 
   486         234           59         49.5        45.8         46.1       730.1      654.0       632.6          -7.5           -6.9        -10.4         -13.4 
   487         276          212         41.5        37.3         37.8       365.2      390.0       399.5         -10.1           -9.0          6.8           9.4 
   488         323          134         42.7        40.6         42.8       740.7      655.0       820.8          -5.0            0.2        -11.6          10.8 
   489         409          117         46.0        41.7         43.7       645.5      591.0       742.6          -9.3           -4.9         -8.4          15.0 
   490          18           18         47.3        47.8         48.3       599.2      682.0       688.7           0.9            2.0         13.8          14.9 
   491         120          399         25.1        24.2         24.6       284.2      265.0       269.1          -3.8           -2.1         -6.8          -5.3 
   492          88          159         45.4        39.6         40.9      1104.0      835.0       904.2         -12.7           -9.8        -24.4         -18.1 
   493         349          205         40.0        35.6         40.9       454.0      311.0       487.7         -10.9            2.3        -31.5           7.4 
   494         469          244         30.9        34.4         37.1       709.2      702.0       719.1          11.3           20.2         -1.0           1.4 
   495         109           62         44.9        44.8         46.1       561.7      615.0       650.4          -0.3            2.6          9.5          15.8 
   496         472          334         29.3        27.0         27.8       731.6      591.0       664.3          -7.7           -5.1        -19.2          -9.2 
   497          66          140         42.4        38.7         39.5       593.1      510.0       557.1          -8.7           -6.8        -14.0          -6.1 
   498         278          234         36.7        34.6         36.4       454.6      431.0       473.1          -5.7           -0.8         -5.2           4.1 
   499         303          336         30.2        26.9         27.3       772.2      642.0       682.5         -10.8           -9.6        -16.9         -11.6 
   500         104           25         46.9        48.0         48.1       926.0     1039.0      1020.1           2.4            2.6         12.2          10.2 
   501          11          289         34.2        32.9         33.1       321.2      341.0       344.2          -3.9           -3.3          6.2           7.2 
   502          37          362         24.4        26.2         26.9       520.6      597.0       656.6           7.5           10.5         14.7          26.1 
   503         136          268         34.5        32.8         33.2       609.2      607.0       622.1          -5.1           -3.8         -0.4           2.1 
   504         392          342         27.4        26.2         27.4       292.4      264.0       301.8          -4.3            0.1         -9.7           3.2 
   505         320          148         40.7        39.0         38.8       372.5      440.0       416.1          -4.3           -4.6         18.1          11.7 
   506          29          156         39.5        37.3         38.1       790.0      745.0       777.0          -5.5           -3.6         -5.7          -1.7 
   507         463          326         26.2        27.4         27.2       730.9      662.0       623.9           4.6            3.8         -9.4         -14.6 
   508         450           43         50.4        47.3         47.3       566.9      670.0       641.6          -6.1           -6.1         18.2          13.2 
   509         423          471         24.1        19.6         19.9       336.2      279.0       272.6         -18.6          -17.4        -17.0         -18.9 
   510          22          427         25.0        23.1         23.6       301.2      238.0       263.8          -7.8           -5.7        -21.0         -12.4 
   511          92          162         36.6        37.5         37.1       925.3      882.0       849.9           2.4            1.4         -4.7          -8.1 
   512         291          386         23.0        25.8         25.7       432.0      625.0       683.0          12.3           11.8         44.7          58.1 
   513         387          341         31.4        29.0         30.5       353.6      292.0       342.3          -7.6           -3.0        -17.4          -3.2 
   514           7          233         30.4        29.8         32.3       817.3      938.0      1162.8          -2.0            6.3         14.8          42.3 
   515         148           67         46.7        45.3         45.7       674.4      593.0       603.9          -2.9           -2.1        -12.1         -10.4 
   516         141          174         40.8        37.7         37.6       345.1      370.0       368.0          -7.6           -7.9          7.2           6.6 
   517           2          185         36.5        35.2         35.1       919.2      899.0       921.0          -3.5           -3.8         -2.2           0.2 
   518          58          353         31.1        29.8         30.4       551.7      495.0       514.7          -4.4           -2.4        -10.3          -6.7 
   519         403          186         36.3        35.5         36.2       412.3      372.0       387.8          -2.2           -0.3         -9.8          -5.9 
   520          67          419         27.3        21.6         21.9       248.7      216.0       225.9         -20.9          -19.8        -13.2          -9.2 
   521         398           17         47.5        49.9         49.3       852.6      994.0       917.5           5.1            3.9         16.6           7.6 
   522         296          357         28.3        27.8         30.2       276.5      261.0       340.5          -1.8            6.7         -5.6          23.1 
   523         134          294         28.5        31.1         31.0       467.5      570.0       560.6           9.1            8.6         21.9          19.9 
   524         221          106         44.1        41.9         42.7       721.0      689.0       743.6          -5.0           -3.3         -4.4           3.1 
   525          57          461         25.2        22.3         22.6       642.0      549.0       562.8         -11.5          -10.4        -14.5         -12.3 
   526          86          199         39.3        35.7         37.7       817.9      764.0       835.7          -9.1           -4.1         -6.6           2.2 
   527         272          263         34.1        33.6         33.6       348.3      578.0       497.5          -1.4           -1.4         66.0          42.9 
   528         326          481         24.3        20.3         22.5       246.8      178.0       271.6         -16.1           -7.3        -27.9          10.1 
   529          60          421         24.8        22.1         23.2       464.3      343.0       383.9         -11.0           -6.5        -26.1         -17.3 
   530         220          270         29.9        29.3         31.2       747.5      698.0       832.1          -2.1            4.3         -6.6          11.3 
   531         249          439         21.9        20.5         20.0       207.8      211.0       198.2          -6.5           -8.7          1.5          -4.6 
   532         305          448         25.7        22.7         27.0       384.4      408.0       511.3         -11.7            5.0          6.1          33.0 
   533         115          335         35.8        32.3         32.3       456.9      399.0       387.7          -9.9           -9.8        -12.7         -15.1 
   534         288          213         36.1        35.9         35.2       718.8      694.0       618.0          -0.7           -2.6         -3.5         -14.0 
   535         140          454         20.6        21.0         21.8       232.0      229.0       248.3           1.7            5.7         -1.3           7.0 
   536         312          215         36.9        33.7         34.2       770.2      802.0       792.9          -8.7           -7.4          4.1           2.9 
   537         176          262         31.8        32.4         33.7       404.4      325.0       373.6           2.0            6.1        -19.6          -7.6 
   538         146          322         32.6        28.7         29.0       569.7      569.0       567.4         -12.1          -11.1         -0.1          -0.4 
   539          26           37         46.6        48.4         48.6       904.8      943.0       918.8           3.8            4.2          4.2           1.5 
   540         149           73         45.6        44.8         45.1       998.9      986.0       985.2          -1.9           -1.2         -1.3          -1.4 
