Temperature;CoefficientOfThermalExpansion;CoefficientOfThermalExpansionCooling
221.89101;1.06848E-05;1.10226E-05
221.99300;1.06066E-05;1.09798E-05
222.09399;1.04465E-05;1.0921E-05
222.19099;1.02785E-05;1.08706E-05
222.29201;1.01471E-05;1.08353E-05
222.38901;1.00771E-05;1.08203E-05
222.48700;1.00771E-05;1.08176E-05
222.59100;1.01166E-05;1.08083E-05
222.68900;1.01652E-05;1.07738E-05
222.78999;1.02022E-05;1.06966E-05
222.89101;1.02201E-05;1.06025E-05
222.98700;1.02459E-05;1.05848E-05
223.09100;1.03055E-05;1.06944E-05
223.18500;1.03919E-05;1.08593E-05
223.28200;1.04568E-05;1.09827E-05
223.38400;1.04595E-05;1.10005E-05
223.48399;1.03935E-05;1.09277E-05
223.58099;1.02883E-05;1.08697E-05
223.68300;1.01869E-05;1.08947E-05
223.77800;1.01008E-05;1.09896E-05
223.87900;1.00362E-05;1.10776E-05
223.98100;1.00043E-05;1.10771E-05
224.08501;1.00212E-05;1.09592E-05
224.18201;1.00927E-05;1.0782E-05
224.27699;1.01993E-05;1.06519E-05
224.37500;1.03061E-05;1.06247E-05
224.48000;1.03584E-05;1.06883E-05
224.57700;1.03407E-05;1.07812E-05
224.67599;1.0297E-05;1.08573E-05
224.77699;1.02792E-05;1.08917E-05
224.87700;1.03124E-05;1.08753E-05
224.97000;1.03785E-05;1.08496E-05
225.07600;1.04284E-05;1.08698E-05
225.17300;1.04108E-05;1.09427E-05
225.27200;1.03212E-05;1.10045E-05
225.36900;1.02033E-05;1.09721E-05
225.46899;1.00978E-05;1.08226E-05
225.56799;1.00327E-05;1.06447E-05
225.66600;1.0023E-05;1.0541E-05
225.76601;1.00605E-05;1.05345E-05
225.86400;1.0123E-05;1.05749E-05
225.96201;1.02021E-05;1.06018E-05
226.06500;1.03046E-05;1.06234E-05
226.16000;1.0413E-05;0.000010658
226.26199;1.04819E-05;1.06851E-05
226.36400;1.04758E-05;1.06883E-05
226.46001;1.0383E-05;1.07043E-05
226.56100;1.02585E-05;1.07926E-05
226.66100;1.01949E-05;1.09453E-05
226.75800;1.02229E-05;1.10732E-05
226.86000;1.03095E-05;1.10773E-05
226.95799;1.03865E-05;1.09628E-05
227.05499;1.03897E-05;1.0827E-05
227.15401;1.03204E-05;1.07536E-05
227.25301;1.02408E-05;1.07745E-05
227.35400;1.01867E-05;1.08501E-05
227.44701;1.01452E-05;1.09375E-05
227.55000;1.01082E-05;1.10212E-05
227.64700;1.00642E-05;1.10682E-05
227.75101;1.00146E-05;1.10463E-05
227.84900;1.00001E-05;1.09662E-05
227.94901;1.00332E-05;1.08673E-05
228.04800;1.00924E-05;1.07616E-05
228.14799;1.01708E-05;1.06519E-05
228.24699;1.02565E-05;1.05611E-05
228.34300;1.03266E-05;1.05531E-05
228.44299;1.03691E-05;1.06659E-05
228.54300;1.03794E-05;1.08488E-05
228.64200;1.03464E-05;1.10001E-05
228.74400;1.02755E-05;1.10156E-05
228.84100;1.01909E-05;1.08917E-05
228.94000;1.01203E-05;1.07124E-05
229.03700;1.01124E-05;1.05761E-05
229.13600;1.01659E-05;1.05619E-05
229.23801;1.02311E-05;1.06703E-05
229.34000;1.02765E-05;1.08308E-05
229.43800;1.0294E-05;1.09412E-05
229.53600;1.03104E-05;1.09462E-05
229.63400;1.03308E-05;1.08801E-05
229.73399;1.03379E-05;0.000010829
229.83400;1.03308E-05;1.08639E-05
229.93201;1.03136E-05;1.09586E-05
230.03500;1.02923E-05;1.10455E-05
230.13200;1.02605E-05;1.10771E-05
230.23199;1.02236E-05;1.10441E-05
230.33200;1.02064E-05;1.09782E-05
230.43401;1.02363E-05;1.08966E-05
230.53000;1.03046E-05;1.07921E-05
230.62801;1.0345E-05;1.06646E-05
230.72900;1.03341E-05;1.05647E-05
230.82899;1.02969E-05;1.05576E-05
230.92799;1.02621E-05;1.06609E-05
231.02600;1.02499E-05;1.08545E-05
231.12601;1.02315E-05;1.10666E-05
231.22701;1.01827E-05;1.11908E-05
231.32500;0.000010114;1.11531E-05
231.42599;1.00523E-05;1.09435E-05
231.52499;1.00107E-05;1.06727E-05
231.62601;9.97724E-06;1.05193E-05
231.72099;9.96006E-06;1.05752E-05
231.82600;9.9671E-06;1.07723E-05
231.92300;9.99861E-06;1.09404E-05
232.02299;1.00599E-05;1.09752E-05
232.11800;1.01165E-05;1.09082E-05
232.22200;1.01333E-05;1.08581E-05
232.32001;1.01064E-05;1.08964E-05
232.42400;1.00728E-05;1.09877E-05
232.51700;1.00898E-05;1.10623E-05
232.62100;1.01864E-05;1.10601E-05
232.72099;1.03336E-05;1.09811E-05
232.81900;1.04348E-05;1.08662E-05
232.91701;1.04365E-05;1.07636E-05
233.02000;1.03588E-05;1.0703E-05
233.11900;1.02579E-05;1.06796E-05
233.21500;1.0192E-05;1.06983E-05
233.31500;1.01706E-05;1.07568E-05
233.41701;1.01689E-05;1.08437E-05
233.51300;1.01743E-05;1.09384E-05
233.61501;1.01807E-05;1.09973E-05
233.71500;1.01737E-05;1.09931E-05
233.81200;1.01698E-05;1.09384E-05
233.91000;1.01888E-05;1.08691E-05
234.01199;1.0218E-05;1.08233E-05
234.11200;1.02295E-05;1.08176E-05
234.21201;1.01957E-05;1.08362E-05
234.30901;1.0116E-05;1.08464E-05
234.40900;1.0032E-05;1.08154E-05
234.50800;1.00036E-05;1.07414E-05
234.60899;1.00252E-05;1.06869E-05
234.70700;1.00477E-05;1.07272E-05
234.80800;1.00541E-05;1.0862E-05
234.90700;1.00563E-05;1.10237E-05
235.00900;1.00874E-05;1.11356E-05
235.10500;1.01579E-05;1.11487E-05
235.20700;1.02303E-05;1.1072E-05
235.30299;1.02596E-05;1.09484E-05
235.40401;1.02541E-05;1.08126E-05
235.50600;1.02492E-05;1.07002E-05
235.60500;1.02697E-05;1.06503E-05
235.69800;1.03147E-05;1.07005E-05
235.80099;1.0349E-05;1.08431E-05
235.89999;1.03536E-05;1.10065E-05
236.00000;1.03331E-05;1.1103E-05
236.10001;1.02939E-05;1.10957E-05
236.20000;1.02435E-05;1.10158E-05
236.29500;1.02098E-05;1.09285E-05
236.39799;1.02014E-05;1.08951E-05
236.49500;1.02106E-05;1.09094E-05
236.59599;1.02326E-05;1.09352E-05
236.69600;1.02311E-05;1.09561E-05
236.79500;1.01879E-05;1.09537E-05
236.89301;1.01232E-05;1.08996E-05
236.99500;1.00636E-05;1.07988E-05
237.09300;1.00339E-05;1.07037E-05
237.19501;1.00516E-05;1.06743E-05
237.29401;1.01098E-05;1.07375E-05
237.39400;1.01729E-05;1.08696E-05
237.49100;1.02201E-05;1.10138E-05
237.58701;1.0248E-05;1.10977E-05
237.68800;1.02437E-05;1.10824E-05
237.78799;1.01943E-05;1.09662E-05
237.89000;1.0118E-05;1.07951E-05
237.98599;1.0048E-05;1.06653E-05
238.08501;1.00326E-05;1.06276E-05
238.18800;1.01171E-05;1.06768E-05
238.28500;1.02605E-05;1.07836E-05
238.38600;1.03694E-05;1.09087E-05
238.48599;1.03727E-05;1.1023E-05
238.58299;1.0273E-05;1.11102E-05
238.68401;1.01367E-05;1.11463E-05
238.78700;1.00493E-05;1.11162E-05
238.88200;1.00566E-05;1.10567E-05
238.98300;1.0114E-05;1.10109E-05
239.08200;1.01662E-05;1.09909E-05
239.18201;1.01751E-05;1.09746E-05
239.28300;1.01382E-05;1.09189E-05
239.38200;1.0097E-05;1.08295E-05
239.48199;1.00864E-05;1.07659E-05
239.58299;1.01195E-05;1.07809E-05
239.68201;1.01627E-05;1.08797E-05
239.77699;1.01732E-05;1.09976E-05
239.87801;1.01328E-05;1.10477E-05
239.97800;1.00796E-05;1.1014E-05
240.07899;1.00829E-05;1.09568E-05
240.17500;1.01597E-05;1.09391E-05
240.27499;1.02571E-05;1.09749E-05
240.37700;1.02883E-05;1.10244E-05
240.47099;1.02099E-05;1.1048E-05
240.57500;1.00613E-05;1.1041E-05
240.67300;9.93722E-06;1.10239E-05
240.77100;9.91164E-06;1.10086E-05
240.87399;9.98503E-06;1.09801E-05
240.97301;1.01112E-05;1.09189E-05
241.07100;1.02413E-05;1.08309E-05
241.16901;1.034E-05;1.07546E-05
241.27000;1.03919E-05;1.07261E-05
241.36700;1.03881E-05;1.07783E-05
241.46800;1.03335E-05;1.09065E-05
241.56700;1.025E-05;1.105E-05
241.66600;1.01749E-05;1.1133E-05
241.76700;1.01369E-05;1.11087E-05
241.86900;1.01365E-05;1.10161E-05
241.96300;1.01658E-05;1.09549E-05
242.06400;1.02057E-05;1.09839E-05
242.16499;1.02387E-05;1.10652E-05
242.26500;1.02461E-05;1.11078E-05
242.36700;1.02283E-05;1.10512E-05
242.46400;1.01848E-05;1.09118E-05
242.56000;1.0122E-05;1.07762E-05
242.65800;1.00735E-05;1.0724E-05
242.76199;1.0054E-05;1.078E-05
242.86000;1.00711E-05;1.09295E-05
242.96001;1.01156E-05;1.11073E-05
243.05901;1.01762E-05;1.12471E-05
243.15800;1.02478E-05;1.13131E-05
243.25600;1.03266E-05;1.12775E-05
243.35300;1.03827E-05;1.1148E-05
243.45200;1.03597E-05;1.09813E-05
243.55299;1.02563E-05;1.08439E-05
243.64700;1.01279E-05;1.07642E-05
243.75600;1.00345E-05;1.07306E-05
243.85300;1.00065E-05;1.07174E-05
243.94800;1.00374E-05;1.07226E-05
244.05099;1.0089E-05;1.0779E-05
244.14999;1.01288E-05;1.09069E-05
244.24699;1.01381E-05;1.10669E-05
244.35001;1.01062E-05;1.11848E-05
244.44701;1.00504E-05;1.12221E-05
244.54800;1.00049E-05;1.11752E-05
244.64999;9.99343E-06;1.10501E-05
244.74899;1.00153E-05;1.08973E-05
244.84500;1.00586E-05;1.07938E-05
244.94501;1.01027E-05;1.07828E-05
245.04401;1.01395E-05;1.08594E-05
245.14000;1.0183E-05;1.09664E-05
245.24200;1.02356E-05;1.10216E-05
245.34100;1.02862E-05;1.10019E-05
245.43900;1.03089E-05;1.09561E-05
245.53700;1.0269E-05;1.09465E-05
245.63901;1.01738E-05;1.10118E-05
245.73801;1.00893E-05;1.11436E-05
245.83501;1.00632E-05;1.12772E-05
245.93401;1.00683E-05;1.13325E-05
246.03600;1.00516E-05;1.12648E-05
246.13499;1.00182E-05;1.10996E-05
246.23300;1.00098E-05;1.09259E-05
246.33299;1.00664E-05;1.0838E-05
246.42999;1.01751E-05;1.08758E-05
246.53101;1.02505E-05;1.09922E-05
246.63100;1.02465E-05;1.11065E-05
246.72900;1.01902E-05;1.11703E-05
246.82899;1.01336E-05;1.11778E-05
246.92700;1.00977E-05;1.11458E-05
247.03000;1.00763E-05;1.10755E-05
247.12900;1.00492E-05;1.09746E-05
247.23100;1.00012E-05;1.08858E-05
247.32800;9.95427E-06;1.08549E-05
247.42300;9.93097E-06;1.08939E-05
247.52699;9.95119E-06;1.09815E-05
247.62399;1.00245E-05;1.10823E-05
247.72800;1.0129E-05;1.11406E-05
247.82500;1.02246E-05;1.11265E-05
247.92400;1.02729E-05;1.10501E-05
248.02600;1.02611E-05;1.09367E-05
248.12199;1.02138E-05;1.08479E-05
248.22301;1.01734E-05;1.08352E-05
248.32300;1.01614E-05;1.08853E-05
248.42101;1.01599E-05;1.09396E-05
248.51601;1.01388E-05;1.09527E-05
248.62000;1.00922E-05;1.09264E-05
248.71899;1.00416E-05;1.09112E-05
248.81799;1.00203E-05;1.09782E-05
248.91701;1.00233E-05;1.11278E-05
249.01801;1.00391E-05;1.12755E-05
249.11600;1.00728E-05;1.13524E-05
249.21899;1.01249E-05;1.13512E-05
249.31500;1.01846E-05;1.12984E-05
249.41400;1.02137E-05;1.12131E-05
249.51401;1.01765E-05;1.10926E-05
249.61700;1.00644E-05;1.09224E-05
249.71300;9.9221E-06;1.07336E-05
249.81300;9.82364E-06;1.06132E-05
249.91100;9.81513E-06;1.06268E-05
250.01401;9.89602E-06;0.000010771
250.10899;1.00208E-05;1.09695E-05
250.21001;1.01275E-05;1.1122E-05
250.30901;1.01831E-05;1.11607E-05
250.40900;1.01977E-05;1.10962E-05
250.51300;1.01903E-05;1.10056E-05
250.61000;1.01553E-05;1.09652E-05
250.71001;1.00893E-05;1.10223E-05
250.80901;1.00244E-05;1.11576E-05
250.90700;1E-05;1.12852E-05
251.00800;1.00412E-05;1.13261E-05
251.10500;1.012E-05;1.12681E-05
251.20799;1.01778E-05;1.1164E-05
251.30499;1.01873E-05;1.10895E-05
251.40700;1.0162E-05;1.10825E-05
251.50400;1.01284E-05;1.11089E-05
251.60500;1.00984E-05;0.000011116
251.70200;1.00695E-05;1.10904E-05
251.80200;1.00381E-05;1.10473E-05
251.90199;1.00107E-05;1.1014E-05
252.00101;1.00007E-05;1.10235E-05
252.10201;1.0005E-05;1.10745E-05
252.20100;1.00114E-05;1.11321E-05
252.30099;1.00016E-05;1.11683E-05
252.39999;9.97513E-06;1.11738E-05
252.49899;9.97714E-06;1.11399E-05
252.59801;1.00168E-05;1.10726E-05
252.69901;1.00753E-05;1.0999E-05
252.79800;1.01093E-05;1.09411E-05
252.89700;1.00779E-05;1.09245E-05
252.99699;1.00069E-05;1.09626E-05
253.09700;9.95953E-06;1.10264E-05
253.19299;9.97489E-06;1.10647E-05
253.29401;1.00277E-05;1.10742E-05
253.39799;1.00807E-05;1.10925E-05
253.49400;1.00987E-05;1.11453E-05
253.59399;1.00873E-05;1.12314E-05
253.69400;1.00836E-05;1.12827E-05
253.79401;1.00887E-05;1.12179E-05
253.89700;1.00919E-05;1.10506E-05
253.99500;1.00744E-05;1.08999E-05
254.09500;1.00129E-05;1.08869E-05
254.19600;9.92311E-06;1.10309E-05
254.28900;9.85214E-06;1.1237E-05
254.39101;9.84812E-06;1.13574E-05
254.49200;9.93724E-06;1.13268E-05
254.59000;1.00996E-05;1.11882E-05
254.69099;1.02517E-05;1.10267E-05
254.78799;1.03117E-05;1.09118E-05
254.88699;1.02734E-05;1.08672E-05
254.98900;1.01797E-05;1.08957E-05
255.08600;1.00949E-05;1.1004E-05
255.18700;1.0042E-05;1.1169E-05
255.29100;1.00037E-05;1.13197E-05
255.38499;9.96804E-06;1.13837E-05
255.48700;9.9372E-06;1.13339E-05
255.58701;9.90871E-06;1.12247E-05
255.68401;9.86385E-06;1.11361E-05
255.78400;9.80622E-06;1.11123E-05
255.88499;9.77174E-06;1.11405E-05
255.98399;9.81118E-06;1.11748E-05
256.08801;9.94196E-06;1.11826E-05
256.18701;1.01213E-05;1.11568E-05
256.28299;1.02811E-05;1.11112E-05
256.37900;1.03498E-05;1.10584E-05
256.48199;1.02995E-05;1.10368E-05
256.58200;1.01679E-05;1.10657E-05
256.67801;1.002E-05;1.11113E-05
256.78400;9.9185E-06;1.11304E-05
256.87799;9.89148E-06;1.10969E-05
256.97800;9.92902E-06;1.10474E-05
257.07501;1.00092E-05;1.10509E-05
257.17700;1.01181E-05;1.1141E-05
257.27899;1.02342E-05;1.12716E-05
257.37900;1.03134E-05;1.13567E-05
257.47400;1.02841E-05;1.13551E-05
257.57300;1.01243E-05;1.12819E-05
257.67200;9.89572E-06;1.11952E-05
257.77399;9.69097E-06;1.11492E-05
257.87000;9.59227E-06;1.11503E-05
257.97299;9.62646E-06;0.00001117
258.07501;9.75363E-06;1.11958E-05
258.17099;9.90247E-06;1.12368E-05
258.27399;1.00277E-05;1.1272E-05
258.37299;1.00951E-05;1.12695E-05
258.46899;1.00714E-05;1.12118E-05
258.56601;9.97581E-06;1.11022E-05
258.67001;9.88706E-06;1.10065E-05
258.76999;9.87969E-06;1.09885E-05
258.87000;9.97419E-06;1.10379E-05
258.96600;1.01237E-05;1.11122E-05
259.06500;1.02476E-05;1.11855E-05
259.16501;1.02711E-05;1.12371E-05
259.26700;1.01857E-05;1.12573E-05
259.36499;1.00405E-05;1.12531E-05
259.46399;9.8821E-06;1.12039E-05
259.56299;9.77705E-06;1.11169E-05
259.66501;9.76486E-06;1.10361E-05
259.76401;9.82651E-06;1.09871E-05
259.86301;9.90304E-06;1.09873E-05
259.96201;9.9407E-06;1.10612E-05
260.06000;9.94224E-06;1.11972E-05
260.15900;9.94789E-06;1.13295E-05
260.26199;9.99749E-06;1.14047E-05
260.35999;1.00772E-05;1.13877E-05
260.45801;1.0127E-05;1.13077E-05
260.55499;1.01149E-05;1.12534E-05
260.65701;1.00584E-05;1.12875E-05
260.76099;9.99912E-06;1.14036E-05
260.85501;9.96978E-06;1.15232E-05
260.95801;9.95912E-06;1.1567E-05
261.05499;9.93576E-06;1.14951E-05
261.15799;9.90793E-06;1.13357E-05
261.25500;9.8987E-06;1.11693E-05
261.35400;9.90343E-06;1.1082E-05
261.44800;9.90314E-06;1.11107E-05
261.55301;9.87813E-06;1.12052E-05
261.65500;9.83268E-06;1.12844E-05
261.75000;9.80198E-06;1.12886E-05
261.85400;9.81187E-06;1.12191E-05
261.95499;9.85081E-06;1.11294E-05
262.04901;9.892E-06;1.10634E-05
262.14999;9.92193E-06;1.10462E-05
262.25201;9.93463E-06;1.10901E-05
262.34900;9.92588E-06;1.11917E-05
262.44901;9.8825E-06;1.13275E-05
262.54999;9.81074E-06;1.14448E-05
262.64801;9.74139E-06;1.14923E-05
262.74701;9.71538E-06;1.14599E-05
262.84799;9.77207E-06;1.13857E-05
262.94901;9.88648E-06;1.13192E-05
263.04901;9.99827E-06;1.1278E-05
263.14801;1.00498E-05;1.12385E-05
263.24500;1.00279E-05;1.11821E-05
263.34601;9.98069E-06;1.11359E-05
263.44601;9.96016E-06;1.11198E-05
263.54300;9.97701E-06;1.11245E-05
263.64600;9.99397E-06;1.11352E-05
263.74701;9.99478E-06;1.11308E-05
263.84799;9.99677E-06;1.11097E-05
263.94299;1.00173E-05;1.11365E-05
264.04501;1.00244E-05;1.12508E-05
264.14099;9.97457E-06;1.13967E-05
264.23999;9.87484E-06;1.15148E-05
264.33801;9.76395E-06;1.15627E-05
264.43900;9.71892E-06;1.15245E-05
264.53500;9.77881E-06;1.14276E-05
264.63699;9.91101E-06;1.13304E-05
264.73499;1.00464E-05;1.12784E-05
264.83899;1.01055E-05;1.12891E-05
264.93600;1.00425E-05;1.1353E-05
265.03799;9.8921E-06;1.14142E-05
265.13699;9.74209E-06;1.14237E-05
265.23401;9.6726E-06;1.13696E-05
265.33600;9.71267E-06;1.12998E-05
265.43500;9.80516E-06;1.12494E-05
265.53400;9.88579E-06;1.11974E-05
265.63400;9.91408E-06;1.11443E-05
265.73300;9.88612E-06;1.11279E-05
265.83200;9.83727E-06;1.11825E-05
265.93399;9.81378E-06;1.12838E-05
266.03201;9.8474E-06;1.13702E-05
266.13101;9.93515E-06;1.13905E-05
266.23099;1.00289E-05;1.13318E-05
266.32999;1.00361E-05;1.12444E-05
266.42999;9.94986E-06;1.11872E-05
266.52899;9.83755E-06;1.11823E-05
266.63101;9.76842E-06;1.12244E-05
266.72900;9.79454E-06;1.13034E-05
266.82700;9.87669E-06;1.13974E-05
266.93100;9.92876E-06;1.1463E-05
267.02701;9.91274E-06;1.14806E-05
267.12900;9.87212E-06;1.14651E-05
267.22800;9.83684E-06;1.14546E-05
267.32901;9.80209E-06;1.14757E-05
267.42599;9.76914E-06;1.15172E-05
267.52899;9.73408E-06;1.15239E-05
267.62601;9.7227E-06;1.1432E-05
267.72699;9.76527E-06;1.12558E-05
267.82199;9.84639E-06;1.10802E-05
267.92300;9.91231E-06;0.000010987
268.02301;9.93286E-06;1.10019E-05
268.12201;9.89753E-06;1.10956E-05
268.22299;9.80702E-06;1.122E-05
268.32199;9.70985E-06;1.13438E-05
268.42599;9.64119E-06;1.14384E-05
268.52399;9.61584E-06;1.14638E-05
268.62201;9.65303E-06;1.14185E-05
268.71899;9.73634E-06;1.13301E-05
268.82300;9.82893E-06;1.12601E-05
268.91699;9.8942E-06;1.12781E-05
269.01801;9.90313E-06;1.13739E-05
269.11600;9.84818E-06;1.14862E-05
269.22000;9.77816E-06;1.15645E-05
269.32101;9.76852E-06;1.15753E-05
269.41800;9.85281E-06;1.14904E-05
269.51700;1.00067E-05;1.13494E-05
269.61801;1.01346E-05;1.12189E-05
269.72000;1.01532E-05;1.11371E-05
269.81699;1.00396E-05;1.11375E-05
269.91699;9.84081E-06;1.12277E-05
270.01599;9.6598E-06;1.13792E-05
270.11801;9.55863E-06;1.15418E-05
270.21399;9.54103E-06;1.16987E-05
270.31601;9.57162E-06;1.18261E-05
270.41699;9.61573E-06;1.188E-05
270.51599;9.65413E-06;1.18217E-05
270.61499;9.68231E-06;1.16466E-05
270.71301;9.70079E-06;1.14095E-05
270.81500;9.69608E-06;1.11749E-05
270.91299;9.66536E-06;1.10219E-05
271.01099;9.60968E-06;1.09923E-05
271.11099;9.55081E-06;1.10607E-05
271.21399;9.53694E-06;1.11901E-05
271.30899;9.5985E-06;1.13474E-05
271.41299;9.72219E-06;1.1468E-05
271.51300;9.85998E-06;1.1501E-05
271.61200;9.95391E-06;1.14644E-05
271.71399;9.96493E-06;1.14122E-05
271.81000;9.90629E-06;1.13851E-05
271.90799;9.82009E-06;1.13708E-05
272.00900;9.73694E-06;1.13414E-05
272.11099;9.68777E-06;1.13057E-05
272.20801;9.69652E-06;1.13059E-05
272.31000;9.75576E-06;1.13462E-05
272.40701;9.84344E-06;1.13823E-05
272.51001;9.92088E-06;1.13581E-05
272.60400;9.93132E-06;1.12606E-05
272.70599;9.85935E-06;1.11671E-05
272.80600;9.75581E-06;1.11662E-05
272.90701;9.67329E-06;1.12675E-05
273.00800;9.64152E-06;1.14178E-05
273.10800;9.66854E-06;1.15655E-05
273.20499;9.72808E-06;1.16662E-05
273.30399;9.7887E-06;1.1691E-05
273.39999;9.83473E-06;1.16399E-05
273.50601;9.85182E-06;1.15528E-05
273.60300;9.82077E-06;1.14806E-05
273.70300;9.75589E-06;1.14621E-05
273.80200;9.68822E-06;1.15006E-05
273.89999;9.62534E-06;1.15281E-05
274.00500;9.56687E-06;1.14855E-05
274.10300;9.52524E-06;1.13723E-05
274.20401;9.52896E-06;1.12573E-05
274.30399;9.60478E-06;1.12231E-05
274.40201;9.76393E-06;1.12815E-05
274.50201;9.96145E-06;1.14011E-05
274.60199;1.01093E-05;1.1521E-05
274.69901;1.0142E-05;1.1609E-05
274.79901;1.00448E-05;1.17004E-05
274.89700;9.87054E-06;1.18412E-05
274.99799;9.70842E-06;1.20058E-05
275.09698;9.62087E-06;1.20989E-05
275.19501;9.59856E-06;1.20749E-05
275.29700;9.58726E-06;1.195E-05
275.39301;9.54986E-06;1.17873E-05
275.49600;9.50381E-06;1.16656E-05
275.59399;9.5173E-06;1.15863E-05
275.69501;9.61823E-06;1.15188E-05
275.79300;9.74644E-06;1.14649E-05
275.89200;9.81427E-06;1.14319E-05
275.99301;9.78088E-06;1.14087E-05
276.09100;9.68187E-06;1.13866E-05
276.19400;9.60759E-06;1.13759E-05
276.29401;9.6149E-06;1.13881E-05
276.39401;9.67553E-06;1.14393E-05
276.49200;9.72422E-06;1.15329E-05
276.58801;9.71562E-06;1.16361E-05
276.69000;9.65687E-06;1.16956E-05
276.79001;9.59651E-06;1.16699E-05
276.89001;9.58338E-06;1.15694E-05
276.98999;9.61966E-06;1.14383E-05
277.09000;9.6768E-06;1.13398E-05
277.18799;9.73276E-06;1.13488E-05
277.28699;9.77142E-06;1.14651E-05
277.38699;9.79673E-06;1.16196E-05
277.48499;9.81979E-06;1.17388E-05
277.58499;9.84003E-06;1.17538E-05
277.68600;9.83391E-06;1.1653E-05
277.78601;9.7687E-06;1.1512E-05
277.88400;9.63374E-06;1.14351E-05
277.98300;9.44936E-06;1.14529E-05
278.08099;9.29717E-06;1.15173E-05
278.18399;9.28523E-06;1.15729E-05
278.28201;9.43678E-06;1.15979E-05
278.37799;9.66547E-06;1.16031E-05
278.48199;9.8491E-06;1.16082E-05
278.57700;9.90681E-06;1.16201E-05
278.67801;9.85315E-06;1.16086E-05
278.77701;9.77223E-06;1.15495E-05
278.87701;9.73072E-06;1.14689E-05
278.97400;9.73128E-06;1.14139E-05
279.07599;9.73834E-06;1.14057E-05
279.17899;9.72643E-06;1.14515E-05
279.27701;9.69551E-06;1.15511E-05
279.37299;9.6538E-06;1.16533E-05
279.47400;9.61164E-06;1.16962E-05
279.57300;9.59257E-06;1.16837E-05
279.67001;9.60952E-06;1.16568E-05
279.77301;9.64755E-06;1.16254E-05
279.87000;9.67589E-06;1.15886E-05
279.97000;9.6738E-06;1.15631E-05
280.07101;9.65185E-06;1.15254E-05
280.17200;9.64792E-06;1.14598E-05
280.27200;9.68567E-06;1.14221E-05
280.37000;9.75224E-06;1.14506E-05
280.47101;9.79968E-06;1.1538E-05
280.56699;9.7784E-06;1.16567E-05
280.66699;9.68711E-06;1.17585E-05
280.76700;9.54767E-06;1.17954E-05
280.86499;9.41027E-06;1.17667E-05
280.96899;9.32825E-06;1.17237E-05
281.06601;9.32143E-06;1.16923E-05
281.16501;9.38061E-06;1.16619E-05
281.26501;9.47563E-06;1.16345E-05
281.36499;9.5592E-06;1.16281E-05
281.46600;9.59337E-06;1.16639E-05
281.56500;9.60436E-06;1.1734E-05
281.66400;9.6138E-06;1.17943E-05
281.76700;9.63259E-06;1.17952E-05
281.86401;9.66756E-06;1.17053E-05
281.96201;9.68292E-06;1.15578E-05
282.06201;9.65854E-06;1.14335E-05
282.16000;9.62136E-06;1.13927E-05
282.25800;9.60467E-06;1.14559E-05
282.35999;9.6089E-06;1.16024E-05
282.46201;9.62285E-06;1.17703E-05
282.56000;9.62661E-06;1.1879E-05
282.65900;9.61099E-06;1.18785E-05
282.75500;9.59847E-06;1.17806E-05
282.85699;9.59934E-06;1.16571E-05
282.95599;9.59614E-06;1.15759E-05
283.05600;9.55728E-06;1.15537E-05
283.15701;9.47516E-06;1.1578E-05
283.25800;9.40306E-06;1.16221E-05
283.35199;9.40573E-06;1.16678E-05
283.45300;9.48686E-06;1.16999E-05
283.55399;9.5885E-06;1.16892E-05
283.65399;9.63298E-06;1.16268E-05
283.75299;9.58213E-06;1.15563E-05
283.85300;9.48E-06;1.15479E-05
283.95099;9.40015E-06;1.16241E-05
284.05099;9.37471E-06;1.17603E-05
284.15100;9.40011E-06;1.19015E-05
284.24899;9.45849E-06;1.1984E-05
284.34900;9.52711E-06;1.19897E-05
284.45200;9.57986E-06;1.19331E-05
284.54999;9.61478E-06;1.18465E-05
284.64899;9.65008E-06;1.17725E-05
284.74600;9.69302E-06;1.17464E-05
284.84601;9.73311E-06;1.17444E-05
284.94501;9.73443E-06;1.17234E-05
285.04501;9.67789E-06;1.16805E-05
285.14301;9.56498E-06;1.16543E-05
285.24301;9.43373E-06;1.17005E-05
285.34299;9.33729E-06;1.18122E-05
285.44501;9.29797E-06;1.19121E-05
285.54401;9.33539E-06;1.19062E-05
285.64001;9.43276E-06;1.1775E-05
285.74100;9.53591E-06;1.16032E-05
285.84201;9.57095E-06;1.15109E-05
285.94199;9.52438E-06;1.15468E-05
286.04099;9.46349E-06;1.16652E-05
286.14200;9.43445E-06;1.1808E-05
286.24200;9.45733E-06;1.19012E-05
286.34000;9.5061E-06;1.19009E-05
286.44199;9.53034E-06;1.18406E-05
286.53699;9.51461E-06;1.17478E-05
286.63699;9.48166E-06;1.16526E-05
286.73901;9.46902E-06;1.16049E-05
286.83701;9.49195E-06;1.16271E-05
286.93701;9.53674E-06;1.16952E-05
287.04001;9.56461E-06;1.17688E-05
287.13501;9.551E-06;1.18242E-05
287.23499;9.49851E-06;1.18361E-05
287.33499;9.43175E-06;1.18195E-05
287.43600;9.38209E-06;1.17977E-05
287.53900;9.35548E-06;1.17458E-05
287.63199;9.35045E-06;1.16601E-05
287.73300;9.38591E-06;1.15927E-05
287.83401;9.47248E-06;1.1588E-05
287.93399;9.56901E-06;1.16358E-05
288.03400;9.62473E-06;1.16989E-05
