Temperature;CoefficientOfThermalExpansion;CoefficientOfThermalExpansionCooling
 85.20000;9.82853E-06;9.92819E-06
 85.31500;9.87214E-06;9.86131E-06
 85.43300;9.90181E-06;9.86293E-06
 85.54600;9.88672E-06;9.95817E-06
 85.66500;9.82143E-06;1.00805E-05
 85.78000;9.74528E-06;1.01389E-05
 85.89400;9.71768E-06;1.01042E-05
 86.01100;9.75871E-06;9.99682E-06
 86.12600;9.83891E-06;9.88582E-06
 86.24200;9.93264E-06;9.84784E-06
 86.35800;1.00105E-05;9.89404E-06
 86.47200;1.00389E-05;9.98909E-06
 86.58900;1.00272E-05;1.01128E-05
 86.70000;1.00028E-05;1.02222E-05
 86.81700;9.97811E-06;1.0277E-05
 86.93300;9.95843E-06;1.02839E-05
 87.04800;9.93142E-06;1.02658E-05
 87.16200;9.88956E-06;1.02523E-05
 87.28000;9.86178E-06;1.02823E-05
 87.39500;9.87838E-06;1.03528E-05
 87.50900;9.93548E-06;1.04039E-05
 87.62500;1.00071E-05;1.04108E-05
 87.73900;1.00369E-05;1.03854E-05
 87.85600;9.98693E-06;1.03318E-05
 87.97100;9.89008E-06;1.02472E-05
 88.08200;9.79857E-06;1.01146E-05
 88.20200;9.75715E-06;9.94488E-06
 88.31400;9.78074E-06;9.81804E-06
 88.43000;9.84178E-06;9.80391E-06
 88.54500;9.91345E-06;9.88617E-06
 88.66000;9.99727E-06;9.97865E-06
 88.77400;1.00842E-05;1.00154E-05
 88.89000;1.01433E-05;1.00068E-05
 89.00300;1.01444E-05;1.00039E-05
 89.12000;1.00729E-05;1.00325E-05
 89.23600;9.97327E-06;1.00829E-05
 89.34600;9.92164E-06;1.0131E-05
 89.46400;9.94708E-06;1.01462E-05
 89.57600;1.00109E-05;1.01473E-05
 89.69200;1.00643E-05;0.000010158
 89.80400;1.00785E-05;1.01785E-05
 89.91900;1.00444E-05;1.02113E-05
 90.03000;9.98885E-06;1.02428E-05
 90.15100;9.93447E-06;1.02395E-05
 90.26500;9.89506E-06;1.01832E-05
 90.37900;9.89455E-06;1.0108E-05
 90.49400;9.93926E-06;1.00421E-05
 90.61200;1.00027E-05;1.00049E-05
 90.72500;1.00508E-05;9.99742E-06
 90.83600;1.00688E-05;9.9887E-06
 90.95200;1.00506E-05;9.96656E-06
 91.06500;1.0008E-05;9.9494E-06
 91.18300;9.96281E-06;9.95879E-06
 91.29600;9.93964E-06;9.99504E-06
 91.41100;9.96238E-06;1.00521E-05
 91.52200;1.0008E-05;1.01182E-05
 91.63600;1.00247E-05;1.01841E-05
 91.75100;9.9953E-06;1.02497E-05
 91.86200;9.95297E-06;1.02883E-05
 91.97600;9.94861E-06;1.02584E-05
 92.08900;1.00027E-05;1.01491E-05
 92.20400;1.00889E-05;9.99878E-06
 92.31600;1.01505E-05;9.87911E-06
 92.43000;1.01487E-05;9.84583E-06
 92.54500;1.00885E-05;9.90522E-06
 92.66100;1.00117E-05;1.0003E-05
 92.76900;9.96486E-06;1.00687E-05
 92.88500;9.97818E-06;1.00997E-05
 93.00100;1.005E-05;1.01397E-05
 93.11100;1.01331E-05;1.01997E-05
 93.22400;1.01778E-05;1.02569E-05
 93.33800;1.01488E-05;1.02592E-05
 93.45100;1.00494E-05;1.01744E-05
 93.56500;9.91909E-06;1.00556E-05
 93.67700;9.82112E-06;9.99454E-06
 93.79000;9.81698E-06;1.0009E-05
 93.90800;9.9136E-06;1.0041E-05
 94.01900;1.00589E-05;1.00548E-05
 94.12900;1.01816E-05;1.0048E-05
 94.24400;1.02445E-05;1.00496E-05
 94.35900;1.02361E-05;1.00842E-05
 94.47300;1.01855E-05;1.01312E-05
 94.58200;1.01329E-05;1.01656E-05
 94.69500;1.00905E-05;1.01737E-05
 94.80900;1.00762E-05;1.01549E-05
 94.92400;1.00999E-05;1.01183E-05
 95.03800;1.01257E-05;1.01033E-05
 95.15200;1.01093E-05;1.01549E-05
 95.26300;1.00511E-05;1.02512E-05
 95.37700;9.97492E-06;1.03268E-05
 95.49100;9.93076E-06;1.03274E-05
 95.60200;9.94245E-06;1.02608E-05
 95.71600;9.96719E-06;1.0201E-05
 95.82700;9.9672E-06;1.0205E-05
 95.94100;9.95828E-06;1.02463E-05
 96.05600;9.9806E-06;1.02677E-05
 96.16600;1.00453E-05;1.02255E-05
 96.27700;1.01277E-05;1.01312E-05
 96.39100;1.01594E-05;1.00514E-05
 96.50400;1.00949E-05;1.00346E-05
 96.61600;9.96713E-06;1.00796E-05
 96.72500;9.84192E-06;1.01423E-05
 96.84300;9.79461E-06;1.01786E-05
 96.95600;9.86689E-06;1.01805E-05
 97.06600;1.00261E-05;1.017E-05
 97.17800;1.01787E-05;1.0151E-05
 97.29100;1.02396E-05;1.01249E-05
 97.40600;1.0193E-05;1.01029E-05
 97.51700;1.0092E-05;1.00895E-05
 97.62800;1.00179E-05;1.00994E-05
 97.74000;1.00038E-05;1.01523E-05
 97.85200;1.00256E-05;1.02263E-05
 97.96400;1.00442E-05;1.02801E-05
 98.07900;1.0043E-05;1.02997E-05
 98.18900;1.00439E-05;1.02748E-05
 98.30300;1.00751E-05;1.02045E-05
 98.41200;1.01439E-05;1.01169E-05
 98.52200;1.02172E-05;1.00493E-05
 98.63700;1.02506E-05;1.00076E-05
 98.74700;1.02337E-05;9.99541E-06
 98.85900;1.01933E-05;1.0018E-05
 98.97100;1.01656E-05;1.00696E-05
 99.08200;1.01621E-05;1.01548E-05
 99.19400;1.01687E-05;1.02691E-05
 99.30700;1.01606E-05;1.03736E-05
 99.41800;1.01352E-05;1.0428E-05
 99.52700;1.01164E-05;1.04204E-05
 99.63900;1.01187E-05;1.03647E-05
 99.75400;1.01366E-05;1.02961E-05
 99.86300;1.01587E-05;1.02377E-05
 99.97300;1.01694E-05;1.01954E-05
100.08500;0.000010168;1.01758E-05
100.20100;1.01643E-05;1.01853E-05
100.31100;1.01518E-05;1.0186E-05
100.42100;1.01134E-05;1.01642E-05
100.52900;1.00411E-05;1.01426E-05
100.64700;9.95471E-06;1.01512E-05
100.75800;9.89505E-06;1.02166E-05
100.86700;9.90619E-06;1.03016E-05
100.97600;9.99022E-06;1.03402E-05
101.08700;1.01068E-05;1.02752E-05
101.20000;1.02084E-05;1.01379E-05
101.31100;1.02567E-05;1.00272E-05
101.42600;1.02482E-05;1.00253E-05
101.53600;1.01936E-05;1.01376E-05
101.64600;0.000010111;1.02834E-05
101.75400;1.00268E-05;1.03736E-05
101.86900;9.96357E-06;1.03724E-05
101.97800;9.94596E-06;1.03297E-05
102.09100;9.98734E-06;1.03172E-05
102.19900;1.00773E-05;1.03463E-05
102.30900;1.01786E-05;1.03666E-05
102.42400;1.02496E-05;1.03271E-05
102.53100;1.02605E-05;1.023E-05
102.63900;1.02057E-05;1.01411E-05
102.75300;1.01381E-05;1.01184E-05
102.86100;1.01053E-05;1.01654E-05
102.96900;1.0114E-05;1.02253E-05
103.08600;1.01492E-05;1.02234E-05
103.19800;1.01697E-05;1.01507E-05
103.30800;1.01562E-05;1.00656E-05
103.41500;1.01236E-05;1.00491E-05
103.52700;1.00996E-05;1.01346E-05
103.64000;1.00971E-05;1.02957E-05
103.75000;1.01149E-05;1.04585E-05
103.85500;1.0137E-05;1.05581E-05
103.96800;1.01416E-05;1.05599E-05
104.07700;1.01374E-05;1.0456E-05
104.19200;1.01421E-05;1.02963E-05
104.29800;1.01678E-05;1.01609E-05
104.41000;1.02204E-05;1.01268E-05
104.52000;1.02709E-05;1.01946E-05
104.62900;1.02709E-05;1.02872E-05
104.74000;1.02032E-05;1.03179E-05
104.85100;1.0105E-05;1.02675E-05
104.95800;1.00373E-05;1.01888E-05
105.07000;1.00425E-05;1.01382E-05
105.18100;1.01165E-05;1.01466E-05
105.29000;1.02004E-05;1.02082E-05
105.40300;1.02334E-05;1.03152E-05
105.50900;1.02041E-05;1.04289E-05
105.62100;1.01405E-05;1.04955E-05
105.73000;1.00885E-05;1.0496E-05
105.84100;1.01016E-05;1.04558E-05
105.95200;0.000010179;1.04168E-05
106.06000;1.02574E-05;1.04042E-05
106.17200;1.02833E-05;1.04126E-05
106.28100;1.02387E-05;1.03899E-05
106.39000;1.01373E-05;1.03349E-05
106.50000;1.00164E-05;1.02847E-05
106.60800;9.90511E-06;0.000010258
106.71900;9.8323E-06;1.02604E-05
106.82700;9.84891E-06;1.02924E-05
106.93600;9.97838E-06;1.0346E-05
107.04700;1.01725E-05;1.03924E-05
107.15600;1.03385E-05;1.04149E-05
107.26400;1.04048E-05;1.04076E-05
107.37300;1.0356E-05;1.03706E-05
107.48500;1.02366E-05;1.03118E-05
107.59300;1.0121E-05;1.02734E-05
107.70100;1.00547E-05;1.02676E-05
107.81000;1.00399E-05;1.02605E-05
107.92100;1.00606E-05;1.02483E-05
108.03400;1.00869E-05;1.02489E-05
108.14100;1.00996E-05;1.02841E-05
108.25000;1.01216E-05;1.03757E-05
108.35700;1.01844E-05;1.05134E-05
108.46900;1.02863E-05;1.05994E-05
108.57600;1.03717E-05;1.05702E-05
108.68400;1.03917E-05;1.04553E-05
108.79500;1.03502E-05;1.03069E-05
108.90700;1.02996E-05;1.02176E-05
109.01200;1.02974E-05;1.02256E-05
109.11900;1.03297E-05;1.02832E-05
109.23000;1.03342E-05;1.03431E-05
109.33600;1.02739E-05;1.03838E-05
109.45000;1.01874E-05;1.04149E-05
109.55700;1.01283E-05;1.04625E-05
109.66400;1.01005E-05;1.05328E-05
109.77300;1.00913E-05;1.05787E-05
109.88100;1.00814E-05;1.0555E-05
109.99300;1.00731E-05;1.04801E-05
110.10300;1.00946E-05;1.03947E-05
110.20800;1.01702E-05;1.03482E-05
110.31900;1.02846E-05;1.0357E-05
110.42700;1.0371E-05;1.03856E-05
110.53700;1.03633E-05;1.04084E-05
110.64400;1.02333E-05;1.04311E-05
110.75300;1.00331E-05;1.04665E-05
110.86200;9.88585E-06;1.05047E-05
110.96900;9.89361E-06;1.05317E-05
111.07700;1.00446E-05;1.05459E-05
111.18900;1.02208E-05;1.05337E-05
111.29600;1.03134E-05;1.04882E-05
111.40500;1.02928E-05;1.04145E-05
111.51300;1.02099E-05;1.03007E-05
111.62100;1.01359E-05;1.0179E-05
111.72900;1.00948E-05;1.01043E-05
111.84000;1.00792E-05;1.0105E-05
111.94900;1.00914E-05;1.017E-05
112.05600;1.01459E-05;1.02611E-05
112.16400;1.02332E-05;1.03521E-05
112.27200;1.03008E-05;1.0428E-05
112.37900;1.03141E-05;1.05218E-05
112.49100;1.02765E-05;1.06508E-05
112.59800;0.000010219;1.07603E-05
112.70600;1.01762E-05;1.07714E-05
112.81100;1.01551E-05;1.06411E-05
112.92200;1.01607E-05;1.0413E-05
113.02900;1.01808E-05;1.01879E-05
113.13600;1.01905E-05;1.00642E-05
113.24500;1.01809E-05;1.00874E-05
113.35500;1.01699E-05;1.02221E-05
113.46000;1.01919E-05;1.0415E-05
113.56700;1.02419E-05;1.06029E-05
113.67500;1.02705E-05;1.07223E-05
113.78300;1.02479E-05;1.07526E-05
113.89200;1.01939E-05;1.06894E-05
113.99900;1.01385E-05;1.05615E-05
114.10900;1.00982E-05;1.04159E-05
114.21100;1.00934E-05;1.03183E-05
114.32500;1.01305E-05;1.03224E-05
114.42900;1.01916E-05;1.04148E-05
114.54200;1.02596E-05;1.05295E-05
114.64600;1.03121E-05;1.05643E-05
114.75300;1.03288E-05;1.04887E-05
114.85900;1.03378E-05;1.03634E-05
114.96800;1.03517E-05;1.02838E-05
115.07800;1.03257E-05;1.03237E-05
115.18200;1.02467E-05;1.0463E-05
115.29000;1.01456E-05;1.06157E-05
115.39800;1.00705E-05;1.0701E-05
115.50600;1.00697E-05;1.06914E-05
115.60900;0.000010155;1.06075E-05
115.72300;1.02712E-05;1.04854E-05
115.82800;1.03478E-05;1.03705E-05
115.93300;1.03591E-05;1.03111E-05
116.04200;1.03205E-05;1.03472E-05
116.15000;1.02699E-05;1.04761E-05
116.25400;1.02078E-05;1.06147E-05
116.36200;0.000010119;1.06786E-05
116.47200;1.00268E-05;1.06601E-05
116.57900;9.97714E-06;1.06296E-05
116.68400;9.98636E-06;1.06491E-05
116.79400;1.00292E-05;1.06943E-05
116.90200;1.00714E-05;1.07066E-05
117.00600;1.01024E-05;1.06585E-05
117.11200;1.01469E-05;1.05842E-05
117.22200;1.01993E-05;1.05424E-05
117.32900;1.02273E-05;1.05473E-05
117.43600;1.02177E-05;1.05736E-05
117.54400;1.01885E-05;1.05989E-05
117.64800;1.01743E-05;1.06089E-05
117.75700;1.01731E-05;1.06113E-05
117.86100;1.01649E-05;1.06244E-05
117.96700;1.01495E-05;1.06581E-05
118.07400;1.01455E-05;1.07125E-05
118.18500;1.01797E-05;1.07563E-05
118.29200;1.02518E-05;1.07544E-05
118.39500;1.03262E-05;1.06918E-05
118.50300;1.03734E-05;1.05935E-05
118.60800;1.04014E-05;1.05213E-05
118.71300;1.04328E-05;1.05069E-05
118.82100;1.04539E-05;1.05351E-05
118.92600;1.04232E-05;1.05473E-05
119.03300;1.03029E-05;1.05088E-05
119.14000;1.0103E-05;1.04311E-05
119.24200;9.92038E-06;1.03388E-05
119.35500;9.86179E-06;0.000010275
119.46000;9.96041E-06;1.02736E-05
119.56500;1.01626E-05;1.03552E-05
119.67400;1.03669E-05;1.04977E-05
119.77900;1.04889E-05;1.06462E-05
119.88600;1.0492E-05;1.07374E-05
119.98900;1.04088E-05;1.07251E-05
120.09800;1.02793E-05;1.06535E-05
120.20300;1.013E-05;1.05799E-05
120.30800;9.9997E-06;1.05244E-05
120.41500;9.9211E-06;1.05133E-05
120.52100;9.91849E-06;1.05681E-05
120.62500;9.97678E-06;1.06715E-05
120.73500;1.00573E-05;1.07838E-05
120.83800;1.01242E-05;1.0853E-05
120.94400;1.01599E-05;1.08293E-05
121.05300;1.01889E-05;1.07529E-05
121.15900;1.02397E-05;1.06877E-05
121.26500;1.03055E-05;1.06566E-05
121.37300;1.03629E-05;1.06428E-05
121.47600;1.03798E-05;1.05974E-05
121.57800;1.03355E-05;1.05252E-05
121.68600;1.02469E-05;1.04809E-05
121.78900;1.01663E-05;1.05197E-05
121.89800;1.01372E-05;1.06222E-05
122.00200;1.0173E-05;1.07198E-05
122.11000;1.02645E-05;1.07517E-05
122.21400;1.03528E-05;1.07049E-05
122.32100;1.03844E-05;1.06449E-05
122.42800;1.03455E-05;1.06348E-05
122.53400;1.02532E-05;1.06857E-05
122.63800;1.01606E-05;1.07288E-05
122.74500;1.01108E-05;1.06994E-05
122.85000;1.01097E-05;1.06011E-05
122.95700;1.01302E-05;1.0483E-05
123.06200;1.01409E-05;1.04055E-05
123.17000;1.01421E-05;1.03841E-05
123.27400;1.01533E-05;1.03834E-05
123.37900;1.01797E-05;1.03543E-05
123.48300;1.02134E-05;1.03005E-05
123.59000;1.02506E-05;1.02751E-05
123.69700;1.02964E-05;1.03323E-05
123.80100;1.03432E-05;1.04896E-05
123.90900;1.03727E-05;1.07024E-05
124.01100;1.03559E-05;1.08969E-05
124.11700;1.02966E-05;1.10146E-05
124.22300;1.02378E-05;1.10251E-05
124.32800;1.01966E-05;1.09465E-05
124.42900;0.000010182;1.08188E-05
124.53700;1.01939E-05;1.06887E-05
124.64300;1.02203E-05;1.0607E-05
124.75000;1.02328E-05;1.05984E-05
124.85200;1.0215E-05;1.06257E-05
124.96100;1.01742E-05;1.06304E-05
125.06500;1.01369E-05;0.000010611
125.17100;1.01426E-05;1.05979E-05
125.27600;1.01813E-05;1.06227E-05
125.38100;1.02262E-05;1.06934E-05
125.48600;1.02505E-05;1.07778E-05
125.59100;1.02544E-05;1.08171E-05
125.69700;1.02554E-05;1.07549E-05
125.80200;1.02442E-05;1.05941E-05
125.90900;1.02121E-05;1.04177E-05
126.00900;1.01728E-05;1.03432E-05
126.11700;1.0171E-05;1.04356E-05
126.22300;1.02193E-05;1.06386E-05
126.32800;1.02918E-05;1.08142E-05
126.43000;1.03377E-05;1.08645E-05
126.53800;1.03058E-05;1.07963E-05
126.64000;1.02132E-05;1.06977E-05
126.74600;1.01065E-05;1.06563E-05
126.85200;1.00236E-05;1.06844E-05
126.95800;9.99172E-06;1.07396E-05
127.05900;1.00275E-05;1.07786E-05
127.16700;1.01257E-05;1.07836E-05
127.27400;1.02464E-05;1.07719E-05
127.38000;1.03368E-05;1.07678E-05
127.48300;1.03638E-05;1.07786E-05
127.58500;1.03319E-05;1.08065E-05
127.69000;1.02809E-05;1.08434E-05
127.79700;1.02459E-05;1.08644E-05
127.89700;1.0233E-05;1.08398E-05
128.00600;1.02432E-05;1.07659E-05
128.11000;1.02637E-05;1.06949E-05
128.21400;1.0262E-05;1.06932E-05
128.32201;1.02137E-05;1.07572E-05
128.42300;1.01281E-05;1.08181E-05
128.52800;1.00404E-05;1.08212E-05
128.63200;1.00234E-05;1.07601E-05
128.73700;1.0133E-05;1.07054E-05
128.84200;1.03251E-05;1.07139E-05
128.94501;1.04856E-05;1.07394E-05
129.05099;1.05108E-05;1.07204E-05
129.15100;1.03842E-05;1.06405E-05
129.25900;1.01979E-05;1.05564E-05
129.36099;1.00683E-05;1.05513E-05
129.46800;1.00247E-05;1.06539E-05
129.57100;1.00464E-05;1.08006E-05
129.67900;1.00983E-05;1.08914E-05
129.77901;1.01399E-05;1.08748E-05
129.88600;1.01652E-05;1.07685E-05
129.98900;1.01724E-05;1.06474E-05
130.09200;1.01545E-05;1.05661E-05
130.19600;1.01248E-05;1.05573E-05
130.30299;1.01182E-05;1.06151E-05
130.40800;1.01376E-05;1.06813E-05
130.51199;1.01725E-05;1.0723E-05
130.61400;1.02236E-05;1.07432E-05
130.72099;1.02653E-05;0.000010746
130.82500;1.02871E-05;1.07432E-05
130.92799;1.02946E-05;1.07543E-05
131.03400;1.0285E-05;1.07896E-05
131.13600;1.02553E-05;1.08409E-05
131.24300;1.0229E-05;1.08826E-05
131.34801;1.0227E-05;1.08861E-05
131.44800;1.02254E-05;1.08474E-05
131.55299;1.02024E-05;1.0796E-05
131.65900;1.0153E-05;1.07415E-05
131.75700;1.01004E-05;1.06896E-05
131.86501;1.00864E-05;1.06586E-05
131.97000;1.01272E-05;1.06764E-05
132.07600;1.01879E-05;1.07618E-05
132.17700;1.02279E-05;1.0864E-05
132.27901;1.02418E-05;1.0912E-05
132.38600;1.0232E-05;1.08773E-05
132.48700;1.02153E-05;1.08048E-05
132.59100;1.02036E-05;1.07648E-05
132.69400;1.02124E-05;1.07715E-05
132.79700;0.000010243;1.07927E-05
132.90199;1.02562E-05;1.07984E-05
133.00900;1.02232E-05;1.07798E-05
133.11000;1.01572E-05;1.07539E-05
133.21400;1.00951E-05;1.07552E-05
133.31799;1.00606E-05;1.07904E-05
133.42101;1.00659E-05;1.08318E-05
133.52499;1.00969E-05;1.08436E-05
133.62900;1.01332E-05;1.08254E-05
133.73399;1.01921E-05;1.08067E-05
133.83501;1.02701E-05;1.081E-05
133.94099;1.03294E-05;1.08178E-05
134.04201;1.03467E-05;1.07878E-05
134.14600;1.03105E-05;1.07091E-05
134.24699;1.02357E-05;1.06207E-05
134.35300;1.01672E-05;1.05993E-05
134.45700;1.01464E-05;0.000010665
134.56100;1.01718E-05;1.07695E-05
134.66299;1.02045E-05;1.08596E-05
134.76900;1.02188E-05;1.09073E-05
134.86800;1.02164E-05;1.09108E-05
134.97099;1.02146E-05;1.08914E-05
135.07700;1.02208E-05;1.08688E-05
135.18100;1.0226E-05;1.08376E-05
135.28300;1.02372E-05;1.07928E-05
135.38499;1.02575E-05;1.07275E-05
135.49001;1.02656E-05;1.06633E-05
135.59700;1.02486E-05;1.06395E-05
135.69701;1.02034E-05;1.06705E-05
135.80000;1.01556E-05;1.07455E-05
135.90199;1.01419E-05;1.08223E-05
136.00700;1.01683E-05;1.08661E-05
136.10800;1.0211E-05;1.08802E-05
136.21400;1.0243E-05;1.08947E-05
136.31700;1.02541E-05;1.09139E-05
136.41600;1.02487E-05;1.09194E-05
136.52499;1.02444E-05;1.0902E-05
136.62601;1.02511E-05;1.08556E-05
136.73000;1.02752E-05;1.08139E-05
136.83099;0.000010314;1.08094E-05
136.93700;1.03317E-05;1.08415E-05
137.03799;1.02986E-05;1.08993E-05
137.13901;1.02235E-05;1.09556E-05
137.24400;1.01414E-05;1.09687E-05
137.34900;1.00994E-05;1.09242E-05
137.44701;1.01151E-05;1.0862E-05
137.55200;1.01486E-05;1.08494E-05
137.66000;1.01605E-05;1.09654E-05
137.75999;1.01616E-05;1.12326E-05
137.86700;1.01948E-05;1.1562E-05
137.96800;1.02751E-05;1.18078E-05
138.07201;1.035E-05;1.18638E-05
138.17101;1.03562E-05;1.17182E-05
138.27400;1.02905E-05;1.1458E-05
138.37801;1.02162E-05;1.12158E-05
138.48000;1.0194E-05;1.1072E-05
138.58299;1.02262E-05;1.102E-05
138.68401;1.02725E-05;1.0999E-05
138.78999;1.02935E-05;1.09634E-05
138.89301;1.02775E-05;1.09251E-05
138.99600;1.02474E-05;1.09234E-05
139.09599;1.02287E-05;1.09634E-05
139.20300;1.02222E-05;1.09931E-05
139.30099;1.02196E-05;1.09456E-05
139.40800;1.01871E-05;1.08085E-05
139.50800;1.01031E-05;1.06531E-05
139.61000;9.99334E-06;1.05792E-05
139.71500;9.90864E-06;1.06232E-05
139.81799;9.88854E-06;1.07369E-05
139.92000;9.94638E-06;1.08463E-05
140.02699;1.00601E-05;1.09147E-05
140.12199;1.0184E-05;1.09518E-05
140.23300;1.02924E-05;1.09812E-05
140.33600;1.03504E-05;1.10024E-05
140.43300;1.03313E-05;1.09846E-05
140.53700;1.02447E-05;1.09094E-05
140.63600;1.01209E-05;1.08095E-05
140.73900;1.00161E-05;1.07484E-05
140.84900;9.97927E-06;1.07615E-05
140.95100;1.0026E-05;1.08381E-05
141.04700;1.01435E-05;1.09236E-05
141.15900;1.02859E-05;1.09562E-05
141.25900;1.0382E-05;1.09161E-05
141.35400;1.03907E-05;1.08165E-05
141.46100;1.03256E-05;1.06927E-05
141.56400;1.02368E-05;1.05999E-05
141.66400;1.01956E-05;1.05808E-05
141.77200;1.02356E-05;1.06462E-05
141.87100;1.03287E-05;1.07702E-05
141.97200;1.04175E-05;1.08882E-05
142.07600;1.04423E-05;1.09459E-05
142.17400;1.0389E-05;1.09311E-05
142.27901;1.02835E-05;1.08592E-05
142.38499;1.01583E-05;1.07559E-05
142.48300;1.00394E-05;1.06633E-05
142.58701;9.94847E-06;1.06178E-05
142.68900;9.9115E-06;1.06279E-05
142.79201;9.94061E-06;1.06765E-05
142.89500;1.003E-05;1.07281E-05
142.99699;1.01522E-05;1.07772E-05
143.09801;1.026E-05;1.08376E-05
143.20500;1.03423E-05;1.0905E-05
143.30099;1.04184E-05;1.09563E-05
143.40401;1.04897E-05;1.09556E-05
143.50301;1.05323E-05;1.09074E-05
143.60699;1.05094E-05;1.08589E-05
143.71300;1.04085E-05;1.08329E-05
143.81200;1.02604E-05;1.08174E-05
143.91000;1.01504E-05;1.08141E-05
144.01700;1.01294E-05;1.08076E-05
144.11900;1.01682E-05;1.07694E-05
144.22099;1.02076E-05;1.07255E-05
144.32001;1.02046E-05;1.06985E-05
144.42400;1.01643E-05;1.07001E-05
144.52901;1.01186E-05;1.07692E-05
144.62801;1.01085E-05;1.08795E-05
144.72900;1.0123E-05;1.09251E-05
144.83299;1.01197E-05;1.08619E-05
144.93300;1.00856E-05;1.07193E-05
145.03500;1.00408E-05;1.057E-05
145.14000;1.00229E-05;1.05364E-05
145.24300;1.00482E-05;1.06704E-05
145.34200;1.00978E-05;1.08802E-05
145.44299;1.01392E-05;1.10327E-05
145.54601;1.01721E-05;1.10446E-05
145.64799;1.023E-05;1.09209E-05
145.74899;1.0328E-05;1.07634E-05
145.84900;1.04318E-05;1.06879E-05
145.95200;1.04786E-05;1.07279E-05
146.05000;1.04512E-05;1.08598E-05
146.15800;1.03888E-05;1.10152E-05
146.25500;1.03324E-05;1.10956E-05
146.35500;1.03141E-05;1.1054E-05
146.46001;1.03138E-05;1.09127E-05
146.56200;1.02777E-05;1.07586E-05
146.66499;1.01969E-05;1.06907E-05
146.76300;1.01216E-05;1.07328E-05
146.86501;1.01127E-05;1.08178E-05
146.96899;1.01845E-05;1.08739E-05
147.07100;1.02869E-05;1.08671E-05
147.17400;1.03449E-05;1.08104E-05
147.27100;1.03381E-05;1.07682E-05
147.37500;1.02901E-05;1.07815E-05
147.47301;1.02314E-05;1.08324E-05
147.57401;1.01785E-05;1.08933E-05
147.67999;1.01258E-05;1.09271E-05
147.78101;1.0082E-05;1.09164E-05
147.88100;1.00852E-05;1.08983E-05
147.98000;1.01506E-05;1.08893E-05
148.08400;1.02442E-05;1.08866E-05
148.18900;1.03196E-05;1.08843E-05
148.28900;1.0334E-05;1.08659E-05
148.38699;1.02745E-05;1.08307E-05
148.49300;0.000010187;1.08121E-05
148.59300;1.01281E-05;1.08122E-05
148.69099;1.01162E-05;1.08091E-05
148.79700;1.0141E-05;1.08154E-05
148.89600;1.01824E-05;1.08219E-05
148.99699;1.02341E-05;1.0821E-05
149.10001;1.02985E-05;1.08334E-05
149.20000;1.03706E-05;1.08748E-05
149.29800;1.0434E-05;1.09358E-05
149.39700;1.04687E-05;1.10057E-05
149.50101;1.04668E-05;1.10604E-05
149.60001;1.04278E-05;1.10415E-05
149.70100;1.03612E-05;1.09325E-05
149.80200;1.02985E-05;1.07769E-05
149.90199;1.02632E-05;1.06369E-05
150.00101;1.02341E-05;1.05783E-05
150.10800;1.01922E-05;1.06357E-05
150.20399;1.01417E-05;1.07727E-05
150.30800;1.01132E-05;1.09012E-05
150.40700;1.01477E-05;1.09735E-05
150.51100;1.02165E-05;1.09979E-05
150.61301;1.02446E-05;1.10069E-05
150.71100;1.0198E-05;1.10425E-05
150.81000;1.01198E-05;1.10851E-05
150.91600;1.00704E-05;1.10991E-05
151.01300;1.00948E-05;1.11007E-05
151.11600;1.01987E-05;1.1135E-05
151.21400;1.03259E-05;1.12362E-05
151.31599;1.04171E-05;1.13837E-05
151.41701;1.0431E-05;1.14986E-05
151.51700;1.03711E-05;1.14922E-05
151.62000;1.02933E-05;1.13716E-05
151.71700;1.0262E-05;1.11983E-05
151.82201;1.02925E-05;1.10206E-05
151.92101;1.03454E-05;1.08807E-05
152.02299;1.03797E-05;1.07835E-05
152.12199;1.03756E-05;1.07298E-05
152.22501;1.03421E-05;1.07363E-05
152.32600;1.02979E-05;1.08067E-05
152.42599;1.02518E-05;1.09108E-05
152.52699;1.02007E-05;1.09864E-05
152.63100;1.0142E-05;1.10033E-05
152.72600;1.00929E-05;1.09689E-05
152.82800;1.00837E-05;1.09073E-05
152.93100;1.01399E-05;1.08652E-05
153.03000;1.02503E-05;1.08673E-05
153.13200;1.03705E-05;1.08986E-05
153.23199;1.04444E-05;1.09258E-05
153.33299;1.04396E-05;1.09354E-05
153.43500;1.03741E-05;1.09059E-05
153.53300;1.02788E-05;1.08198E-05
153.63499;1.01758E-05;1.07126E-05
153.73599;1.00875E-05;1.06174E-05
153.83701;1.00448E-05;1.05811E-05
153.93700;1.00681E-05;1.06404E-05
154.03700;1.01514E-05;1.07602E-05
154.13699;1.02661E-05;1.08832E-05
154.23900;1.0361E-05;1.09691E-05
154.34100;1.0395E-05;1.10089E-05
154.43800;1.03704E-05;1.10157E-05
154.54201;1.03196E-05;1.10138E-05
154.64301;1.02594E-05;1.10128E-05
154.74200;1.0194E-05;1.0982E-05
154.84500;1.01294E-05;1.09192E-05
154.94701;1.0062E-05;1.08548E-05
155.04401;1.00181E-05;1.08046E-05
155.14700;1.00519E-05;1.0771E-05
155.24400;1.01793E-05;1.07415E-05
155.34599;1.03447E-05;1.07124E-05
155.44800;1.04771E-05;1.06932E-05
155.55400;1.05339E-05;1.06953E-05
