rank,genre,platform,decade,sales
1705,Act,MiS,2010,0.46
1706,Sho,Son,2000,0.46
1707,Act,Son,2000,0.46
1708,Act,Nin,2000,0.46
1709,Rac,Nin,2000,0.46
1710,Act,Son,2000,0.46
1711,Act,MiS,2010,0.46
1712,Act,Son,2000,0.46
1713,Act,MiS,2010,0.46
1714,Act,MiS,2000,0.46
1715,Rac,Son,2000,0.46
1716,Act,Nin,2010,0.46
1717,Sho,Son,2000,0.46
1718,Rac,Son,2000,0.46
1719,Rac,MiS,2000,0.46
1720,Sho,Nin,1990,0.46
1721,Adv,Nin,2000,0.46
1722,Act,MiS,2010,0.46
1723,Act,Nin,2000,0.46
1724,Sho,Son,2010,0.46
1725,Act,MiS,2010,0.45
1726,Act,Son,2000,0.45
1727,Sho,Son,1990,0.45
1728,Act,Nin,2010,0.45
1729,Adv,Nin,2000,0.45
1730,Adv,Son,2010,0.45
1731,Act,Nin,2000,0.45
1732,Rac,MiS,2000,0.45
1733,Act,Son,2000,0.45
1734,Act,Com,2010,0.45
1735,Sho,MiS,2000,0.45
1736,Sho,Son,2000,0.45
1737,Rac,MiS,2000,0.45
1738,Sho,MiS,2000,0.45
1739,Act,Son,2010,0.45
1740,Sho,MiS,2010,0.45
1741,Sho,Son,2010,0.45
1742,Act,Son,1990,0.45
1743,Act,Nin,2000,0.45
1744,Act,Nin,2000,0.45
1745,Act,Son,2010,0.45
1746,Act,Son,2000,0.45
1747,Act,Nin,1990,0.45
1748,Act,Nin,2000,0.45
1749,Rac,Nin,2000,0.45
1750,Act,MiS,2000,0.45
1751,Act,Son,1990,0.45
1752,Sho,Son,2010,0.45
1753,Act,Son,2000,0.45
1754,Act,Nin,2000,0.45
1755,Rac,MiS,2000,0.45
1756,Rac,Son,2000,0.45
1757,Rac,Son,2000,0.45
1758,Act,Son,2000,0.45
1759,Sho,Son,2010,0.44
1760,Act,Son,2000,0.44
1761,Act,MiS,2010,0.44
1762,Adv,Son,2000,0.44
1763,Act,Nin,2010,0.44
1764,Act,Son,2000,0.44
1765,Act,MiS,2010,0.44
1766,Act,Son,2010,0.44
1767,Act,Son,2000,0.44
1768,Act,MiS,2000,0.44
1769,Act,MiS,2010,0.44
1770,Sho,MiS,2010,0.44
1771,Sho,Son,2000,0.44
1772,Act,Nin,2000,0.44
1773,Act,Nin,2000,0.44
1774,Act,MiS,2000,0.44
1775,Sho,Son,1990,0.44
1776,Rac,MiS,2010,0.44
1777,Rac,Son,1990,0.44
1778,Act,Son,2010,0.44
1779,Sho,MiS,2010,0.44
1780,Act,MiS,2000,0.44
1781,Sho,MiS,2000,0.44
1782,Sho,Son,2000,0.44
1783,Sho,Nin,1990,0.44
1784,Sho,Nin,2000,0.44
1785,Act,Son,2010,0.44
1786,Act,Son,2000,0.44
1787,Rac,MiS,2000,0.44
1788,Act,Nin,2010,0.44
1789,Act,Nin,2000,0.44
1790,Sho,Nin,2000,0.44
1791,Act,Nin,2000,0.44
1792,Act,MiS,2010,0.44
1793,Adv,Nin,2000,0.44
1794,Act,Nin,2000,0.44
1795,Act,Son,2000,0.44
1796,Act,Son,2000,0.44
1797,Adv,Nin,2000,0.43
1798,Act,Son,2000,0.43
1799,Rac,Nin,2000,0.43
1800,Act,Son,2000,0.43
1801,Sho,Son,2000,0.43
1802,Act,Son,2000,0.43
1803,Rac,Son,2010,0.43
1804,Sho,Com,2010,0.43
1805,Act,Son,2000,0.43
1806,Act,Son,2010,0.43
1807,Sho,Son,2000,0.43
1808,Sho,MiS,2010,0.43
1809,Act,Son,2000,0.43
1810,Act,Son,2000,0.43
1811,Act,Nin,2010,0.43
1812,Rac,Nin,1990,0.43
1813,Sho,Com,2010,0.43
1814,Adv,Nin,2000,0.43
1815,Act,Son,2000,0.43
1816,Act,MiS,2010,0.43
1817,Rac,Nin,2000,0.43
1818,Sho,Nin,2010,0.43
1819,Act,Son,2010,0.43
1820,Sho,Nin,2000,0.43
1821,Act,Nin,2010,0.43
1822,Act,Son,2000,0.43
1823,Act,Son,2010,0.43
1824,Act,Son,2000,0.43
1825,Rac,Son,2000,0.43
1826,Act,Nin,2000,0.42
1827,Act,Nin,2000,0.42
1828,Act,Son,2000,0.42
1829,Sho,Son,2000,0.42
1830,Sho,Nin,2000,0.42
1831,Adv,Son,2000,0.42
1832,Adv,Son,1990,0.42
1833,Act,Nin,1990,0.42
1834,Act,Son,1990,0.42
1835,Sho,Nin,2000,0.42
1836,Act,Nin,2010,0.42
1837,Act,Nin,2000,0.42
1838,Rac,Son,2000,0.42
1839,Rac,Son,2000,0.42
1840,Act,Son,2000,0.42
1841,Act,Son,2000,0.42
1842,Rac,Son,2000,0.42
1843,Sho,MiS,2010,0.42
1844,Act,Nin,2000,0.42
1845,Rac,Son,1990,0.42
1846,Rac,MiS,2000,0.42
1847,Adv,Nin,2010,0.42
1848,Act,Son,2000,0.42
1849,Rac,Nin,1990,0.42
1850,Sho,Nin,2000,0.42
1851,Sho,Nin,2000,0.42
1852,Act,Son,2010,0.42
1853,Act,MiS,2010,0.42
1854,Act,Nin,2000,0.42
1855,Adv,Nin,2000,0.42
1856,Act,MiS,2000,0.42
1857,Act,Son,2000,0.42
1858,Rac,Nin,2000,0.42
1859,Sho,Son,2000,0.42
1860,Act,Son,2000,0.42
1861,Act,Son,2010,0.42
1862,Sho,MiS,2000,0.42
1863,Adv,Nin,2000,0.42
1864,Act,MiS,2000,0.42
1865,Act,Son,2000,0.42
1866,Act,Son,2010,0.42
1867,Act,Nin,2010,0.42
1868,Act,Son,2010,0.42
1869,Act,Son,2000,0.42
1870,Adv,Son,2000,0.42
1871,Act,Son,2000,0.42
1872,Sho,MiS,2000,0.41
1873,Act,Nin,2000,0.41
1874,Act,Nin,2010,0.41
1875,Adv,Nin,2000,0.41
1876,Adv,Nin,2000,0.41
1877,Act,Com,1990,0.41
1878,Sho,Son,1990,0.41
1879,Act,Son,2000,0.41
1880,Sho,Com,2000,0.41
1881,Rac,Son,2000,0.41
1882,Sho,MiS,2000,0.41
1883,Act,Son,1990,0.41
1884,Sho,Son,2010,0.41
1885,Act,MiS,2010,0.41
1886,Sho,Son,2000,0.41
1887,Sho,MiS,2010,0.41
1888,Adv,Nin,2000,0.41
1889,Act,Son,2000,0.41
1890,Act,Son,2000,0.41
1891,Adv,Son,2000,0.41
1892,Act,Son,2010,0.41
1893,Rac,Son,1990,0.41
1894,Act,Son,2000,0.41
1895,Act,MiS,2000,0.41
1896,Adv,Son,2000,0.41
1897,Rac,Son,2000,0.41
1898,Act,Nin,2000,0.41
1899,Act,Nin,1990,0.41
1900,Act,Son,2000,0.41
1901,Rac,Nin,2000,0.41
1902,Act,Son,2010,0.41
1903,Sho,Com,2010,0.41
1904,Act,Nin,2010,0.41
1905,Act,Nin,2010,0.41
1906,Sho,MiS,2000,0.41
1907,Act,Son,2010,0.41
1908,Rac,Nin,2000,0.41
1909,Act,MiS,2010,0.41
1910,Sho,Com,2010,0.41
1911,Sho,MiS,2010,0.41
1912,Sho,MiS,2010,0.41
1913,Act,Son,2000,0.41
1914,Act,Com,2010,0.41
1915,Act,Son,2010,0.41
1916,Act,Nin,2000,0.41
1917,Act,Son,2000,0.41
1918,Act,MiS,2000,0.4
1919,Act,Nin,2010,0.4
1920,Act,Son,2000,0.4
1921,Act,Nin,2010,0.4
1922,Act,Son,2010,0.4
1923,Act,Nin,2000,0.4
1924,Act,Son,2000,0.4
1925,Act,Son,2000,0.4
1926,Act,Nin,2000,0.4
1927,Act,Nin,2000,0.4
1928,Act,Nin,2000,0.4
1929,Act,Nin,2000,0.4
1930,Act,Son,2010,0.4
1931,Rac,Nin,1990,0.4
1932,Rac,Nin,1990,0.4
1933,Rac,Son,2000,0.4
1934,Adv,Nin,2000,0.4
1935,Rac,Son,2000,0.4
1936,Act,MiS,2000,0.4
1937,Act,Com,2010,0.4
1938,Act,Nin,2000,0.4
1939,Act,Nin,2000,0.4
1940,Rac,MiS,2000,0.4
1941,Act,Nin,2000,0.4
1942,Act,Nin,2000,0.4
1943,Rac,Son,1990,0.4
1944,Act,Nin,2000,0.4
1945,Act,MiS,2000,0.4
1946,Act,Son,2000,0.4
1947,Sho,Nin,2000,0.4
1948,Adv,Son,2000,0.4
1949,Sho,Nin,2000,0.4
1950,Act,Nin,2010,0.4
1951,Adv,MiS,2010,0.4
1952,Act,MiS,2000,0.4
1953,Rac,Son,2000,0.4
1954,Act,Son,2000,0.39
1955,Act,MiS,2000,0.39
1956,Rac,Son,2010,0.39
1957,Act,Nin,2010,0.39
1958,Rac,Son,2000,0.39
1959,Act,Son,2010,0.39
1960,Act,Son,2000,0.39
1961,Rac,Nin,2000,0.39
1962,Rac,Son,2000,0.39
1963,Sho,Son,2000,0.39
1964,Act,Nin,2000,0.39
1965,Act,Son,2010,0.39
1966,Sho,MiS,2000,0.39
1967,Act,Son,2000,0.39
1968,Sho,MiS,2010,0.39
1969,Adv,Son,2010,0.39
1970,Sho,MiS,2010,0.39
1971,Rac,Nin,2000,0.39
1972,Adv,Nin,2010,0.39
1973,Rac,Nin,1990,0.39
1974,Act,Nin,1990,0.39
1975,Adv,Nin,2000,0.39
1976,Act,Son,2000,0.39
1977,Act,Nin,2010,0.39
1978,Adv,Nin,2000,0.39
1979,Rac,Son,2000,0.39
1980,Adv,Nin,2000,0.39
1981,Rac,Son,2000,0.39
1982,Sho,MiS,2000,0.39
1983,Act,Nin,2010,0.39
1984,Act,MiS,2000,0.39
1985,Act,Nin,2000,0.39
1986,Act,Son,2010,0.38
1987,Act,Son,2000,0.38
1988,Act,Nin,2010,0.38
1989,Rac,Son,1990,0.38
1990,Rac,Son,1990,0.38
1991,Act,Son,2000,0.38
1992,Act,Nin,2010,0.38
1993,Sho,Nin,2000,0.38
1994,Sho,MiS,2010,0.38
1995,Act,Nin,2000,0.38
1996,Act,Son,2000,0.38
1997,Rac,MiS,2010,0.38
1998,Act,Nin,2000,0.38
1999,Act,Son,1990,0.38
2000,Rac,Son,2000,0.38
2001,Adv,Nin,2010,0.38
2002,Act,Nin,2000,0.38
2003,Act,Nin,2010,0.38
2004,Act,Son,1990,0.38
2005,Sho,Son,2000,0.38
2006,Act,Son,2000,0.38
2007,Sho,Son,2000,0.38
2008,Act,Son,2010,0.38
2009,Rac,Nin,2000,0.38
2010,Act,Son,1990,0.38
2011,Act,MiS,2000,0.38
2012,Rac,Son,2000,0.38
2013,Rac,Son,1990,0.38
2014,Adv,Nin,2000,0.38
2015,Rac,Son,2000,0.38
2016,Act,Nin,2010,0.38
2017,Act,Com,2010,0.38
2018,Act,Son,2000,0.38
2019,Rac,Nin,2010,0.38
2020,Rac,Com,2010,0.38
2021,Sho,Son,2010,0.38
2022,Act,Nin,2000,0.38
2023,Sho,MiS,2000,0.38
2024,Adv,Nin,2000,0.37
2025,Sho,Son,2010,0.37
2026,Act,Son,2000,0.37
2027,Act,Nin,2010,0.37
2028,Act,Nin,2000,0.37
2029,Adv,Son,2010,0.37
2030,Sho,Son,1990,0.37
2031,Act,Nin,2000,0.37
2032,Sho,Com,2010,0.37
2033,Act,MiS,2010,0.37
2034,Act,Son,2010,0.37
2035,Act,Son,2000,0.37
2036,Sho,Com,2010,0.37
2037,Act,Son,2000,0.37
2038,Adv,Son,1990,0.37
2039,Rac,Son,2000,0.37
2040,Sho,Nin,1990,0.37
2041,Act,Nin,2000,0.37
2042,Act,Son,2010,0.37
2043,Act,Son,2000,0.37
2044,Act,Nin,2000,0.37
2045,Sho,MiS,2000,0.37
2046,Adv,Nin,2000,0.37
2047,Act,Son,2010,0.37
2048,Act,Com,2010,0.37
2049,Act,Son,2010,0.37
2050,Sho,Com,2000,0.37
2051,Act,Nin,2000,0.36
2052,Rac,Nin,2000,0.36
2053,Sho,Nin,2000,0.36
2054,Act,MiS,2010,0.36
2055,Act,Son,2010,0.36
2056,Adv,Son,2000,0.36
2057,Act,Son,2000,0.36
2058,Sho,Son,2000,0.36
2059,Act,MiS,2010,0.36
2060,Act,Son,2000,0.36
2061,Act,MiS,2010,0.36
2062,Sho,Son,2010,0.36
2063,Act,Nin,2000,0.36
2064,Act,Son,1990,0.36
2065,Rac,Nin,2000,0.36
2066,Act,Nin,2010,0.36
2067,Act,MiS,2000,0.36
2068,Act,Nin,1990,0.36
2069,Act,Nin,1990,0.36
2070,Act,Nin,2000,0.36
2071,Rac,Son,2000,0.36
2072,Act,Com,2010,0.36
2073,Sho,Nin,2010,0.36
2074,Rac,Son,1990,0.36
2075,Rac,Nin,2000,0.36
2076,Act,Son,2010,0.36
2077,Sho,Son,2010,0.36
2078,Adv,Son,2000,0.36
2079,Act,Nin,2000,0.36
2080,Sho,Son,2010,0.36
2081,Act,MiS,2000,0.36
2082,Rac,Son,1990,0.36
2083,Rac,Son,2000,0.36
2084,Act,Son,2000,0.36
2085,Adv,Nin,2000,0.36
2086,Rac,Son,1990,0.36
2087,Adv,Nin,2000,0.35
2088,Sho,Son,2000,0.35
2089,Act,Son,1990,0.35
2090,Adv,Nin,2000,0.35
2091,Act,Son,2010,0.35
2092,Act,Nin,2010,0.35
2093,Act,Son,2000,0.35
2094,Act,Son,2000,0.35
2095,Act,Nin,2000,0.35
2096,Sho,MiS,2000,0.35
2097,Sho,Nin,2010,0.35
2098,Act,Nin,1990,0.35
2099,Act,Nin,2000,0.35
2100,Rac,Nin,1990,0.35
2101,Rac,Son,2000,0.35
2102,Act,Nin,2000,0.35
2103,Adv,Nin,2000,0.35
2104,Sho,Son,2010,0.35
2105,Act,Nin,2010,0.35
2106,Act,Son,2000,0.35
2107,Rac,Nin,2000,0.35
2108,Act,Nin,2000,0.35
2109,Act,Nin,2000,0.35
2110,Act,Son,2000,0.35
2111,Sho,Son,2010,0.35
2112,Rac,MiS,2000,0.35
2113,Sho,Son,2000,0.35
2114,Sho,Son,2000,0.35
2115,Sho,Son,2000,0.35
2116,Rac,Son,1990,0.35
2117,Act,MiS,2000,0.35
2118,Adv,Nin,2010,0.35
2119,Rac,Son,2010,0.35
2120,Adv,Son,2000,0.35
2121,Act,Nin,2000,0.35
2122,Act,Son,2010,0.34
2123,Act,Son,2000,0.34
2124,Rac,Son,1990,0.34
2125,Act,Son,2000,0.34
2126,Act,MiS,2010,0.34
2127,Act,Nin,2000,0.34
2128,Sho,MiS,2000,0.34
2129,Act,MiS,2000,0.34
2130,Act,Nin,2000,0.34
2131,Act,Nin,2010,0.34
2132,Act,Nin,2010,0.34
2133,Adv,Son,2000,0.34
2134,Act,MiS,2010,0.34
2135,Rac,Son,2000,0.34
2136,Sho,MiS,2000,0.34
2137,Act,MiS,2010,0.34
2138,Act,MiS,2000,0.34
2139,Act,Nin,2010,0.34
2140,Act,Son,2000,0.34
2141,Act,Nin,2010,0.34
2142,Act,Nin,2000,0.34
2143,Act,Son,2010,0.34
2144,Rac,Nin,1990,0.34
2145,Act,Son,2000,0.34
2146,Rac,Nin,2000,0.34
2147,Adv,Son,2000,0.34
2148,Act,Son,2010,0.34
2149,Sho,Son,1990,0.34
2150,Act,Son,1990,0.34
2151,Rac,MiS,2000,0.34
2152,Rac,Nin,2000,0.34
2153,Act,Nin,2000,0.34
2154,Act,MiS,2000,0.34
2155,Act,Son,2000,0.34
2156,Act,Nin,2010,0.34
2157,Act,Son,1990,0.34
2158,Rac,Son,2000,0.34
2159,Adv,Nin,2000,0.34
2160,Sho,MiS,2010,0.34
2161,Sho,MiS,2000,0.34
2162,Act,Nin,2000,0.34
2163,Act,Son,2010,0.33
2164,Sho,Son,2010,0.33
2165,Act,MiS,2000,0.33
2166,Sho,MiS,2000,0.33
2167,Act,Nin,2000,0.33
2168,Sho,MiS,2000,0.33
2169,Rac,Son,1990,0.33
2170,Act,Son,2010,0.33
2171,Adv,Son,2000,0.33
2172,Act,Son,1990,0.33
2173,Act,Nin,2010,0.33
2174,Sho,Son,2010,0.33
2175,Act,MiS,2000,0.33
2176,Act,MiS,2000,0.33
2177,Sho,Nin,2000,0.33
2178,Sho,MiS,2000,0.33
2179,Act,Son,2000,0.33
2180,Rac,MiS,2000,0.33
2181,Act,Com,2010,0.33
2182,Act,Nin,2000,0.33
2183,Act,Nin,2010,0.33
2184,Act,MiS,2010,0.33
2185,Act,Nin,2000,0.33
2186,Act,Son,2000,0.33
2187,Rac,Nin,2000,0.33
2188,Act,Son,2000,0.33
2189,Act,Nin,1990,0.33
2190,Adv,Son,2000,0.33
2191,Adv,Nin,2000,0.33
2192,Act,Son,2010,0.33
2193,Sho,Nin,2000,0.33
2194,Act,Nin,2000,0.33
2195,Rac,MiS,2010,0.33
2196,Rac,Son,2000,0.33
2197,Rac,Son,2000,0.33
2198,Sho,Son,1990,0.33
2199,Act,Nin,2010,0.33
2200,Act,MiS,2000,0.33
2201,Act,Nin,2010,0.33
2202,Act,Son,2010,0.33
2203,Act,Son,2000,0.33
2204,Sho,MiS,2010,0.33
2205,Act,Nin,2000,0.33
2206,Act,Son,2010,0.33
2207,Act,Nin,2010,0.33
2208,Sho,Com,2010,0.33
2209,Act,MiS,2000,0.32
2210,Act,Nin,2000,0.32
2211,Act,Son,2000,0.32
2212,Act,Com,2010,0.32
2213,Sho,Son,2000,0.32
2214,Act,Son,2010,0.32
2215,Rac,MiS,2000,0.32
2216,Act,Son,2000,0.32
2217,Act,Nin,2000,0.32
2218,Act,MiS,2010,0.32
2219,Rac,Son,2000,0.32
2220,Act,Son,2000,0.32
2221,Sho,Son,2010,0.32
2222,Rac,Nin,2000,0.32
2223,Act,Com,2000,0.32
2224,Act,MiS,2000,0.32
2225,Sho,MiS,2000,0.32
2226,Act,Son,1990,0.32
2227,Act,Son,2010,0.32
2228,Sho,MiS,2010,0.32
2229,Act,Son,2000,0.32
2230,Act,Son,2010,0.32
2231,Sho,Son,2000,0.32
2232,Act,Nin,2000,0.32
2233,Rac,Son,2010,0.32
2234,Act,Nin,2000,0.32
2235,Rac,Son,1990,0.32
2236,Act,MiS,2000,0.32
2237,Adv,Nin,2000,0.32
2238,Adv,Son,1990,0.32
2239,Act,Son,2000,0.32
2240,Sho,MiS,2000,0.32
2241,Rac,Son,2000,0.32
2242,Act,Son,2000,0.32
2243,Act,Son,2000,0.32
2244,Adv,MiS,2010,0.32
2245,Adv,Son,2000,0.32
2246,Rac,Son,2000,0.32
2247,Act,Nin,2000,0.32
2248,Act,Son,2000,0.32
2249,Adv,MiS,2000,0.32
2250,Act,Son,2010,0.32
2251,Rac,MiS,2000,0.31
2252,Rac,MiS,2000,0.31
2253,Act,Nin,2010,0.31
2254,Sho,Nin,2000,0.31
2255,Sho,Son,2010,0.31
2256,Act,Nin,1990,0.31
2257,Act,Nin,2000,0.31
2258,Adv,Nin,2000,0.31
2259,Act,Nin,2000,0.31
2260,Sho,Son,2010,0.31
2261,Adv,Son,1990,0.31
2262,Act,MiS,2000,0.31
2263,Act,MiS,2000,0.31
2264,Act,Nin,2000,0.31
2265,Sho,Son,1990,0.31
2266,Act,MiS,2010,0.31
2267,Act,MiS,2010,0.31
2268,Act,Nin,2000,0.31
2269,Act,Son,2000,0.31
2270,Sho,MiS,2000,0.31
2271,Act,Nin,2000,0.31
2272,Rac,Nin,1990,0.31
2273,Rac,Nin,1990,0.31
2274,Act,MiS,2010,0.31
2275,Act,MiS,2010,0.31
2276,Act,Nin,2010,0.31
2277,Act,Nin,2010,0.31
2278,Act,Nin,2000,0.31
2279,Rac,Son,1990,0.31
2280,Rac,Nin,2000,0.31
2281,Act,Son,2010,0.31
2282,Rac,Son,2000,0.31
2283,Act,Son,2000,0.31
2284,Act,Son,2000,0.31
2285,Act,Son,2010,0.31
2286,Act,Son,2000,0.31
2287,Adv,Nin,2010,0.31
2288,Act,Nin,2000,0.3
2289,Act,Nin,2000,0.3
2290,Rac,MiS,2000,0.3
2291,Rac,Nin,2000,0.3
2292,Act,Son,2010,0.3
2293,Sho,MiS,2010,0.3
2294,Act,Son,2000,0.3
2295,Sho,Son,2000,0.3
2296,Act,Nin,2010,0.3
2297,Act,Nin,2010,0.3
2298,Rac,Nin,2000,0.3
2299,Act,Son,2000,0.3
2300,Rac,MiS,2010,0.3
2301,Adv,Nin,2000,0.3
2302,Adv,Son,2000,0.3
2303,Rac,Son,1990,0.3
2304,Adv,Son,2000,0.3
2305,Act,Nin,2000,0.3
2306,Act,Nin,2010,0.3
2307,Act,Son,2010,0.3
2308,Adv,Nin,2000,0.3
2309,Act,MiS,2000,0.3
2310,Rac,Nin,2000,0.3
2311,Act,Son,2010,0.3
2312,Act,Nin,2010,0.3
2313,Rac,Nin,1990,0.3
2314,Sho,Nin,1990,0.3
2315,Rac,Nin,2000,0.3
2316,Act,MiS,2000,0.3
2317,Act,Son,2010,0.3
2318,Act,Nin,2010,0.3
2319,Act,Nin,2000,0.3
2320,Act,MiS,2000,0.3
2321,Act,Son,2000,0.3
2322,Rac,Com,2000,0.3
2323,Act,MiS,2000,0.3
2324,Sho,Nin,2010,0.3
2325,Sho,Son,2010,0.3
2326,Sho,MiS,2010,0.3
2327,Act,Nin,2000,0.3
2328,Sho,Son,2000,0.3
2329,Act,Nin,2000,0.3
2330,Rac,Son,2000,0.3
2331,Act,Nin,2000,0.3
2332,Act,MiS,2000,0.3
2333,Adv,Nin,2000,0.3
2334,Act,Nin,2010,0.3
2335,Act,MiS,2010,0.3
2336,Sho,Son,2000,0.29
2337,Sho,Son,2010,0.29
2338,Act,MiS,2000,0.29
2339,Sho,MiS,2000,0.29
2340,Rac,Nin,2000,0.29
2341,Act,Son,2000,0.29
2342,Act,Nin,2010,0.29
2343,Act,Son,2010,0.29
2344,Act,Son,2000,0.29
2345,Adv,Son,2000,0.29
2346,Act,MiS,2000,0.29
2347,Adv,Son,2010,0.29
2348,Act,Nin,2000,0.29
2349,Act,Nin,2000,0.29
2350,Act,Son,2000,0.29
2351,Adv,Son,2010,0.29
2352,Sho,Son,2000,0.29
2353,Rac,Son,2000,0.29
2354,Sho,Son,2010,0.29
2355,Act,Nin,2010,0.29
2356,Act,Son,2010,0.29
2357,Sho,MiS,2000,0.29
2358,Act,Son,2010,0.29
2359,Adv,Nin,2000,0.29
2360,Rac,Son,2000,0.29
2361,Act,Nin,2010,0.29
2362,Rac,Nin,1990,0.29
2363,Rac,Nin,1990,0.29
2364,Rac,Nin,1990,0.29
2365,Rac,Nin,1990,0.29
2366,Act,Son,2000,0.29
2367,Sho,Com,2010,0.29
2368,Sho,MiS,2000,0.29
2369,Act,Nin,2000,0.29
2370,Act,Nin,2010,0.29
2371,Act,Nin,2010,0.29
2372,Sho,MiS,2010,0.29
2373,Act,Son,2010,0.29
2374,Act,MiS,2000,0.29
2375,Act,MiS,2010,0.29
2376,Rac,MiS,2010,0.29
2377,Rac,Nin,2010,0.29
2378,Act,Nin,2000,0.29
2379,Sho,Com,2010,0.29
2380,Rac,Son,2000,0.29
2381,Adv,Nin,2000,0.29
2382,Sho,Son,2000,0.29
2383,Act,MiS,2000,0.29
2384,Rac,MiS,2000,0.29
2385,Act,Son,2010,0.29
2386,Act,Son,2010,0.29
2387,Act,Son,2000,0.29
2388,Act,Nin,2000,0.29
2389,Act,Nin,2010,0.29
2390,Act,Son,2000,0.29
2391,Rac,MiS,2010,0.29
2392,Act,Nin,2000,0.28
2393,Rac,Son,2000,0.28
2394,Sho,MiS,2000,0.28
2395,Rac,Son,1990,0.28
2396,Act,Nin,2000,0.28
2397,Adv,Nin,2000,0.28
2398,Act,MiS,2010,0.28
2399,Act,MiS,2000,0.28
2400,Act,Nin,2000,0.28
2401,Rac,Son,2000,0.28
2402,Rac,Nin,2000,0.28
2403,Act,Nin,2000,0.28
2404,Act,Son,2000,0.28
2405,Adv,Son,2000,0.28
2406,Act,Nin,2000,0.28
2407,Adv,Nin,2000,0.28
2408,Act,Son,2000,0.28
2409,Act,Nin,2010,0.28
2410,Rac,Nin,2010,0.28
2411,Act,Son,2000,0.28
2412,Sho,Son,2010,0.28
2413,Act,Son,2000,0.28
2414,Act,Son,2000,0.28
2415,Act,Nin,1990,0.28
2416,Act,Son,2000,0.28
2417,Rac,Son,2000,0.28
2418,Sho,Son,2010,0.28
2419,Sho,Son,2000,0.28
2420,Sho,MiS,2000,0.28
2421,Rac,Son,2000,0.28
2422,Rac,Nin,2010,0.28
2423,Act,Nin,2000,0.28
2424,Act,Son,2010,0.28
2425,Rac,Nin,2000,0.28
2426,Act,Nin,2000,0.28
2427,Act,MiS,2000,0.28
2428,Act,Son,2010,0.28
2429,Adv,Nin,2010,0.28
2430,Act,Son,2000,0.28
2431,Sho,Son,2000,0.28
2432,Act,Son,2000,0.28
2433,Act,Nin,2010,0.28
2434,Act,Son,2000,0.28
2435,Rac,Nin,1990,0.28
2436,Act,Com,2010,0.28
2437,Act,Son,2000,0.28
2438,Act,MiS,2000,0.28
2439,Adv,Nin,2000,0.28
2440,Act,Nin,2010,0.28
2441,Act,MiS,2010,0.28
2442,Adv,Son,2000,0.28
2443,Rac,Nin,2000,0.28
2444,Act,Son,2010,0.28
2445,Act,Son,2000,0.27
2446,Adv,Nin,2010,0.27
2447,Rac,Nin,2000,0.27
2448,Act,Son,1990,0.27
2449,Act,Son,1990,0.27
2450,Rac,Nin,2000,0.27
2451,Act,Son,2000,0.27
2452,Act,MiS,2010,0.27
2453,Adv,Son,2000,0.27
2454,Act,Nin,2000,0.27
2455,Act,Com,2010,0.27
2456,Rac,Son,2000,0.27
2457,Sho,MiS,2000,0.27
2458,Act,Son,2000,0.27
2459,Rac,Nin,2000,0.27
2460,Act,Son,2000,0.27
2461,Act,Son,2010,0.27
2462,Rac,MiS,2000,0.27
2463,Rac,Son,2000,0.27
2464,Act,Son,2010,0.27
2465,Adv,Son,2010,0.27
2466,Rac,MiS,2000,0.27
2467,Sho,Son,2000,0.27
2468,Act,Son,2000,0.27
2469,Act,Nin,1990,0.27
2470,Sho,MiS,2010,0.27
2471,Act,Son,2000,0.27
2472,Act,Nin,2010,0.27
2473,Act,Son,2000,0.27
2474,Rac,Com,2010,0.27
2475,Rac,Son,2000,0.27
2476,Act,MiS,2000,0.27
2477,Rac,Son,2000,0.27
2478,Act,Nin,2010,0.27
2479,Act,MiS,2010,0.27
2480,Act,Son,2000,0.27
2481,Act,MiS,2010,0.27
2482,Rac,Son,2010,0.27
2483,Rac,Son,2000,0.27
2484,Rac,MiS,2000,0.27
2485,Sho,MiS,2000,0.27
2486,Rac,Son,1990,0.27
2487,Rac,Son,2010,0.27
2488,Act,MiS,2000,0.27
2489,Act,MiS,2000,0.27
2490,Sho,Son,2000,0.27
2491,Act,Son,2010,0.27
2492,Adv,Nin,2010,0.27
2493,Act,Nin,2010,0.27
2494,Rac,Son,2000,0.27
2495,Sho,Son,1990,0.27
2496,Act,MiS,2010,0.27
2497,Sho,Son,2010,0.27
2498,Act,Nin,2010,0.27
2499,Adv,Nin,2010,0.27
2500,Adv,Son,2010,0.27
2501,Act,MiS,2000,0.27
2502,Adv,Son,2000,0.27
2503,Act,Nin,2000,0.27
2504,Act,MiS,2010,0.27
2505,Act,Son,2010,0.27
2506,Act,Son,2000,0.27
2507,Act,MiS,2010,0.27
2508,Sho,Nin,2010,0.26
2509,Rac,MiS,2010,0.26
2510,Act,Son,2010,0.26
2511,Act,Nin,2010,0.26
2512,Act,Son,2000,0.26
2513,Sho,MiS,2000,0.26
2514,Act,Nin,2010,0.26
2515,Sho,Son,2000,0.26
2516,Act,Nin,2010,0.26
2517,Act,Nin,2000,0.26
2518,Rac,Son,2000,0.26
2519,Act,Son,2010,0.26
2520,Adv,Son,2000,0.26
2521,Adv,Nin,2000,0.26
2522,Rac,Son,2000,0.26
2523,Act,Nin,2000,0.26
2524,Act,Son,2000,0.26
2525,Rac,Nin,2000,0.26
2526,Sho,Nin,2000,0.26
2527,Adv,Nin,2010,0.26
