rank,genre,platform,decade,sales
4164,Rac,MiS,2010,0.1
4165,Rac,MiS,2010,0.1
4166,Sho,Nin,2000,0.1
4167,Act,MiS,2000,0.1
4168,Adv,Nin,2010,0.1
4169,Rac,Com,2000,0.1
4170,Adv,Nin,2000,0.1
4171,Act,Nin,2000,0.1
4172,Adv,Nin,2000,0.1
4173,Rac,Son,2000,0.1
4174,Adv,Com,2010,0.1
4175,Act,Son,2000,0.1
4176,Rac,MiS,2000,0.1
4177,Sho,Son,1990,0.1
4178,Act,Nin,2010,0.1
4179,Act,Nin,2000,0.1
4180,Act,Son,2000,0.1
4181,Rac,Son,2000,0.1
4182,Adv,Nin,2000,0.1
4183,Rac,Son,1990,0.1
4184,Sho,MiS,2000,0.1
4185,Sho,Son,1990,0.1
4186,Sho,Nin,2000,0.1
4187,Act,MiS,2010,0.1
4188,Act,Nin,2000,0.1
4189,Act,Nin,2000,0.1
4190,Act,MiS,2000,0.1
4191,Rac,Nin,2000,0.1
4192,Act,MiS,2010,0.1
4193,Rac,Son,2010,0.1
4194,Adv,Son,1990,0.1
4195,Rac,Son,2000,0.1
4196,Rac,MiS,2000,0.1
4197,Act,Com,2010,0.1
4198,Act,MiS,2010,0.1
4199,Sho,Nin,2000,0.1
4200,Act,Nin,2000,0.1
4201,Act,Son,2000,0.1
4202,Act,MiS,2000,0.1
4203,Act,Nin,2010,0.1
4204,Rac,MiS,2000,0.1
4205,Adv,Nin,2010,0.1
4206,Act,MiS,2000,0.1
4207,Sho,MiS,2010,0.1
4208,Act,MiS,2010,0.1
4209,Rac,Son,2000,0.1
4210,Sho,Com,2000,0.1
4211,Rac,Son,2000,0.09
4212,Act,Nin,2010,0.09
4213,Act,Son,2000,0.09
4214,Adv,Son,2010,0.09
4215,Adv,Nin,2000,0.09
4216,Act,Nin,2010,0.09
4217,Sho,MiS,2000,0.09
4218,Act,Com,2010,0.09
4219,Act,Son,2000,0.09
4220,Sho,MiS,2000,0.09
4221,Act,Son,2010,0.09
4222,Rac,MiS,2000,0.09
4223,Act,Nin,2000,0.09
4224,Act,MiS,2000,0.09
4225,Rac,Son,2000,0.09
4226,Adv,Son,2010,0.09
4227,Act,Nin,2010,0.09
4228,Act,Nin,2000,0.09
4229,Act,Nin,2000,0.09
4230,Act,Son,1990,0.09
4231,Act,Nin,2010,0.09
4232,Act,Nin,2000,0.09
4233,Rac,MiS,2000,0.09
4234,Sho,Son,2000,0.09
4235,Sho,MiS,2000,0.09
4236,Adv,Nin,2000,0.09
4237,Act,Nin,2000,0.09
4238,Act,MiS,2010,0.09
4239,Adv,Son,2000,0.09
4240,Act,Nin,2010,0.09
4241,Act,Son,2010,0.09
4242,Adv,Son,2010,0.09
4243,Rac,Nin,2000,0.09
4244,Rac,MiS,2000,0.09
4245,Act,Son,2010,0.09
4246,Act,Nin,2010,0.09
4247,Sho,Nin,2000,0.09
4248,Act,MiS,2000,0.09
4249,Act,Nin,2000,0.09
4250,Adv,Son,2010,0.09
4251,Act,Nin,2000,0.09
4252,Adv,Son,2000,0.09
4253,Rac,MiS,2000,0.09
4254,Act,Son,2000,0.09
4255,Rac,Son,2000,0.09
4256,Act,Son,2000,0.09
4257,Sho,Son,2010,0.09
4258,Act,MiS,2010,0.09
4259,Adv,Nin,2010,0.09
4260,Rac,Nin,2000,0.09
4261,Act,MiS,2000,0.09
4262,Sho,Son,1990,0.09
4263,Act,MiS,2000,0.09
4264,Sho,Son,2000,0.09
4265,Act,Son,2000,0.09
4266,Act,Son,2000,0.09
4267,Act,Son,2010,0.09
4268,Sho,Son,2000,0.09
4269,Sho,Son,2000,0.09
4270,Rac,Nin,2010,0.09
4271,Rac,Son,1990,0.09
4272,Act,Com,2010,0.09
4273,Rac,Nin,2000,0.09
4274,Act,Nin,2010,0.09
4275,Rac,Nin,2000,0.09
4276,Rac,Son,2000,0.09
4277,Sho,Son,2000,0.09
4278,Act,Nin,2010,0.09
4279,Sho,Nin,2000,0.09
4280,Act,Son,2000,0.09
4281,Act,Nin,2010,0.09
4282,Sho,Nin,2010,0.09
4283,Rac,Son,2010,0.09
4284,Act,Son,2000,0.09
4285,Act,Son,2000,0.09
4286,Act,Son,2000,0.09
4287,Rac,MiS,2010,0.09
4288,Adv,Nin,2000,0.09
4289,Act,Nin,2000,0.09
4290,Adv,Nin,2010,0.09
4291,Sho,MiS,2010,0.09
4292,Rac,Nin,1990,0.09
4293,Sho,Nin,1990,0.09
4294,Act,Nin,2000,0.09
4295,Rac,Nin,2000,0.09
4296,Act,Son,1990,0.09
4297,Rac,Son,1990,0.09
4298,Act,Son,2000,0.09
4299,Sho,Son,1990,0.09
4300,Adv,Son,2010,0.09
4301,Act,Son,2010,0.09
4302,Act,Son,2000,0.09
4303,Act,Nin,2000,0.09
4304,Adv,Son,2000,0.09
4305,Rac,MiS,2010,0.09
4306,Rac,Son,2000,0.09
4307,Rac,Son,2000,0.09
4308,Act,Son,2000,0.09
4309,Act,Nin,2000,0.09
4310,Act,Nin,2010,0.09
4311,Sho,Nin,2000,0.09
4312,Act,Son,2010,0.09
4313,Act,Nin,2000,0.09
4314,Sho,Com,2000,0.09
4315,Act,Nin,2010,0.09
4316,Sho,MiS,2000,0.09
4317,Rac,MiS,2000,0.09
4318,Act,MiS,2000,0.09
4319,Sho,Nin,1990,0.09
4320,Sho,Nin,2000,0.09
4321,Adv,Son,2010,0.09
4322,Act,MiS,2000,0.09
4323,Rac,MiS,2010,0.09
4324,Act,Son,2000,0.09
4325,Act,Son,2010,0.09
4326,Rac,Son,2000,0.09
4327,Adv,Nin,2000,0.09
4328,Act,MiS,2010,0.09
4329,Act,Nin,2000,0.09
4330,Rac,MiS,2000,0.09
4331,Act,Nin,2000,0.09
4332,Rac,MiS,2000,0.09
4333,Act,Nin,2000,0.09
4334,Act,Nin,2010,0.09
4335,Sho,MiS,2000,0.09
4336,Sho,MiS,2000,0.09
4337,Act,MiS,2010,0.09
4338,Sho,Com,2010,0.09
4339,Act,Son,2010,0.09
4340,Act,Son,2010,0.09
4341,Rac,Son,2000,0.09
4342,Act,Son,2000,0.09
4343,Sho,Son,1990,0.09
4344,Act,Son,2000,0.09
4345,Act,MiS,2000,0.09
4346,Sho,Com,2000,0.09
4347,Act,Nin,2010,0.09
4348,Act,Nin,2000,0.09
4349,Adv,MiS,2000,0.09
4350,Act,MiS,2010,0.09
4351,Rac,Nin,2000,0.09
4352,Act,Son,2010,0.09
4353,Adv,Com,2010,0.09
4354,Adv,Nin,2000,0.09
4355,Sho,Nin,2000,0.09
4356,Act,Son,2010,0.09
4357,Act,MiS,2000,0.09
4358,Adv,Nin,2010,0.09
4359,Sho,Son,2000,0.09
4360,Act,Nin,2000,0.09
4361,Rac,Son,2000,0.09
4362,Sho,Son,1990,0.09
4363,Adv,Com,2010,0.09
4364,Sho,Son,2000,0.09
4365,Rac,Nin,2000,0.09
4366,Act,Son,1990,0.09
4367,Act,Son,2000,0.09
4368,Act,Son,2010,0.09
4369,Rac,Nin,2000,0.09
4370,Act,Son,2000,0.09
4371,Adv,Nin,2000,0.09
4372,Adv,Son,2000,0.09
4373,Act,Nin,2010,0.08
4374,Rac,Nin,2000,0.08
4375,Adv,Nin,2000,0.08
4376,Act,Son,2010,0.08
4377,Adv,Son,2010,0.08
4378,Rac,Son,2000,0.08
4379,Adv,Nin,2000,0.08
4380,Act,Son,2010,0.08
4381,Adv,Nin,2010,0.08
4382,Sho,MiS,2000,0.08
4383,Rac,Son,1990,0.08
4384,Rac,MiS,2010,0.08
4385,Act,Nin,2000,0.08
4386,Sho,Com,2000,0.08
4387,Rac,MiS,2000,0.08
4388,Act,Nin,2000,0.08
4389,Adv,Nin,2000,0.08
4390,Adv,MiS,2000,0.08
4391,Act,Son,2010,0.08
4392,Rac,Son,1990,0.08
4393,Act,Nin,2000,0.08
4394,Adv,Nin,2000,0.08
4395,Act,Son,2000,0.08
4396,Sho,Com,2010,0.08
4397,Act,Nin,2010,0.08
4398,Act,Nin,2000,0.08
4399,Rac,Son,2010,0.08
4400,Act,Nin,2010,0.08
4401,Rac,Son,2000,0.08
4402,Adv,Nin,2010,0.08
4403,Sho,Son,2000,0.08
4404,Act,Nin,2000,0.08
4405,Sho,Son,2000,0.08
4406,Sho,Nin,2010,0.08
4407,Adv,Son,2000,0.08
4408,Act,Nin,2010,0.08
4409,Act,Nin,2000,0.08
4410,Sho,Nin,2000,0.08
4411,Rac,Nin,2000,0.08
4412,Sho,Nin,2000,0.08
4413,Act,Nin,2010,0.08
4414,Rac,Son,2010,0.08
4415,Sho,Son,2000,0.08
4416,Act,Son,2000,0.08
4417,Adv,Son,2010,0.08
4418,Rac,Son,2000,0.08
4419,Act,Son,2010,0.08
4420,Sho,Son,1990,0.08
4421,Act,Nin,2010,0.08
4422,Act,Nin,2000,0.08
4423,Rac,Son,2000,0.08
4424,Adv,Nin,2000,0.08
4425,Act,Nin,2010,0.08
4426,Rac,Son,2000,0.08
4427,Sho,Son,2000,0.08
4428,Act,Nin,2000,0.08
4429,Act,Son,2000,0.08
4430,Act,Son,2000,0.08
4431,Act,Nin,2000,0.08
4432,Act,Nin,2000,0.08
4433,Act,MiS,2010,0.08
4434,Act,Son,2010,0.08
4435,Act,MiS,2000,0.08
4436,Act,Nin,2010,0.08
4437,Adv,MiS,2010,0.08
4438,Act,Nin,2010,0.08
4439,Sho,Nin,2000,0.08
4440,Act,MiS,2000,0.08
4441,Sho,Nin,2000,0.08
4442,Rac,Son,2010,0.08
4443,Adv,Son,2000,0.08
4444,Rac,MiS,2000,0.08
4445,Adv,Nin,2010,0.08
4446,Adv,Nin,2010,0.08
4447,Adv,Nin,2000,0.08
4448,Rac,Nin,2010,0.08
4449,Rac,Nin,2000,0.08
4450,Act,Com,2010,0.08
4451,Rac,Nin,2000,0.08
4452,Act,Nin,2000,0.08
4453,Act,MiS,2010,0.08
4454,Adv,Nin,2010,0.08
4455,Act,Son,2010,0.08
4456,Sho,Nin,1990,0.08
4457,Rac,Nin,1990,0.08
4458,Act,Com,2000,0.08
4459,Act,Son,2000,0.08
4460,Act,MiS,2000,0.08
4461,Act,Nin,2000,0.08
4462,Sho,Nin,2000,0.08
4463,Sho,Nin,2000,0.08
4464,Act,Nin,2010,0.08
4465,Sho,Son,2000,0.08
4466,Adv,Son,2010,0.08
4467,Act,Son,2010,0.08
4468,Act,Son,1990,0.08
4469,Adv,Nin,2010,0.08
4470,Act,MiS,2000,0.08
4471,Adv,Son,2010,0.08
4472,Sho,Nin,2000,0.08
4473,Sho,Com,2010,0.08
4474,Rac,Son,2010,0.08
4475,Act,Nin,2010,0.08
4476,Adv,MiS,2010,0.08
4477,Sho,Son,1990,0.08
4478,Sho,Son,2000,0.08
4479,Act,Nin,2000,0.08
4480,Adv,Son,2000,0.08
4481,Act,Nin,2010,0.08
4482,Act,Nin,2000,0.08
4483,Adv,Nin,2000,0.08
4484,Act,Com,2010,0.08
4485,Sho,MiS,2000,0.08
4486,Act,MiS,2000,0.08
4487,Sho,MiS,2010,0.08
4488,Act,Nin,2010,0.08
4489,Act,Nin,2000,0.08
4490,Act,MiS,2000,0.08
4491,Act,Son,2000,0.08
4492,Act,MiS,2000,0.08
4493,Adv,Nin,2000,0.08
4494,Act,MiS,2010,0.08
4495,Rac,Nin,2000,0.08
4496,Act,MiS,2000,0.08
4497,Rac,Com,2000,0.08
4498,Adv,Son,2010,0.08
4499,Act,Son,2010,0.08
4500,Adv,Son,2000,0.08
4501,Act,Son,2010,0.08
4502,Adv,Son,2000,0.08
4503,Sho,Son,1990,0.08
4504,Adv,Com,2010,0.08
4505,Sho,Nin,2000,0.08
4506,Act,MiS,2000,0.08
4507,Adv,Son,2000,0.08
4508,Rac,Nin,2000,0.08
4509,Adv,Nin,2000,0.08
4510,Sho,Nin,2010,0.08
4511,Rac,Son,2000,0.08
4512,Adv,Nin,2000,0.08
4513,Act,Son,1990,0.08
4514,Act,Nin,2010,0.08
4515,Act,Nin,2010,0.08
4516,Rac,MiS,2000,0.08
4517,Sho,Son,2000,0.08
4518,Rac,MiS,2000,0.08
4519,Rac,Nin,2000,0.08
4520,Act,Nin,2010,0.08
4521,Act,Nin,2000,0.08
4522,Act,Nin,2010,0.08
4523,Sho,MiS,2000,0.08
4524,Act,Son,2000,0.08
4525,Act,Nin,2000,0.08
4526,Adv,Son,2010,0.08
4527,Act,Nin,2010,0.08
4528,Rac,Com,2000,0.08
4529,Act,MiS,2010,0.08
4530,Rac,Nin,2000,0.08
4531,Sho,Son,2000,0.08
4532,Act,Son,1990,0.08
4533,Act,Nin,2000,0.08
4534,Rac,Com,2010,0.08
4535,Act,Nin,2000,0.08
4536,Act,Nin,2010,0.08
4537,Adv,Nin,2000,0.08
4538,Sho,Son,2010,0.08
4539,Sho,Nin,2000,0.08
4540,Rac,Nin,2000,0.08
4541,Sho,MiS,2000,0.08
4542,Sho,Nin,2000,0.08
4543,Rac,Son,2000,0.08
4544,Act,Com,2010,0.08
4545,Rac,MiS,2010,0.08
4546,Sho,MiS,2000,0.08
4547,Sho,Nin,2000,0.08
4548,Act,Nin,2000,0.08
4549,Rac,Son,2000,0.08
4550,Rac,Nin,2000,0.08
4551,Act,MiS,2000,0.08
4552,Act,Nin,2000,0.08
4553,Act,Nin,2010,0.08
4554,Act,Nin,2000,0.08
4555,Adv,Son,1990,0.07
4556,Adv,Son,2010,0.07
4557,Adv,Nin,2010,0.07
4558,Sho,Son,2000,0.07
4559,Adv,Nin,2000,0.07
4560,Act,Son,2010,0.07
4561,Rac,Son,2010,0.07
4562,Act,Son,2000,0.07
4563,Adv,Nin,2010,0.07
4564,Act,Son,2000,0.07
4565,Act,MiS,2000,0.07
4566,Act,Nin,2010,0.07
4567,Sho,Nin,2000,0.07
4568,Adv,Son,2010,0.07
4569,Act,MiS,2010,0.07
4570,Adv,Nin,2000,0.07
4571,Rac,Nin,2000,0.07
4572,Act,Nin,2000,0.07
4573,Act,Son,2000,0.07
4574,Adv,MiS,2000,0.07
4575,Rac,MiS,2000,0.07
4576,Adv,Com,2010,0.07
4577,Act,Son,1990,0.07
4578,Act,MiS,2000,0.07
4579,Adv,Nin,2000,0.07
4580,Adv,Son,1990,0.07
4581,Act,Son,2010,0.07
4582,Adv,Son,2000,0.07
4583,Rac,MiS,2000,0.07
4584,Act,Son,2010,0.07
4585,Sho,Son,1990,0.07
4586,Adv,MiS,2010,0.07
4587,Adv,Nin,2010,0.07
4588,Rac,Son,2010,0.07
4589,Adv,Nin,2000,0.07
4590,Act,MiS,2010,0.07
4591,Sho,MiS,2000,0.07
4592,Adv,Son,2000,0.07
4593,Sho,Son,1990,0.07
4594,Adv,Son,2000,0.07
4595,Adv,Son,2010,0.07
4596,Rac,MiS,2000,0.07
4597,Act,Nin,1990,0.07
4598,Sho,Son,2000,0.07
4599,Rac,Nin,2010,0.07
4600,Act,Nin,2000,0.07
4601,Sho,Nin,2000,0.07
4602,Sho,Nin,2010,0.07
4603,Adv,Com,2010,0.07
4604,Rac,Nin,2000,0.07
4605,Act,Son,2000,0.07
4606,Adv,Nin,2010,0.07
4607,Act,Nin,2000,0.07
4608,Act,Nin,2010,0.07
4609,Adv,Nin,2000,0.07
4610,Act,MiS,2000,0.07
4611,Rac,Son,2000,0.07
4612,Rac,Son,2000,0.07
4613,Sho,Com,2010,0.07
4614,Sho,Com,2000,0.07
4615,Act,Son,2000,0.07
4616,Act,Son,2000,0.07
4617,Adv,Nin,2010,0.07
4618,Act,Nin,2000,0.07
4619,Adv,Son,2000,0.07
4620,Act,Son,2000,0.07
4621,Sho,Com,2010,0.07
4622,Adv,Nin,2000,0.07
4623,Rac,Nin,2000,0.07
4624,Sho,MiS,2000,0.07
4625,Adv,Son,2010,0.07
4626,Act,MiS,2000,0.07
4627,Adv,MiS,2000,0.07
4628,Act,Nin,2000,0.07
4629,Rac,MiS,2000,0.07
4630,Sho,Son,1990,0.07
4631,Sho,MiS,2000,0.07
4632,Sho,Son,2010,0.07
4633,Act,Son,2000,0.07
4634,Act,Son,1990,0.07
4635,Rac,Nin,2000,0.07
4636,Act,MiS,2000,0.07
4637,Adv,Nin,2010,0.07
4638,Rac,Nin,1990,0.07
4639,Adv,Nin,1990,0.07
4640,Act,MiS,2000,0.07
4641,Adv,Son,2000,0.07
4642,Act,Son,2000,0.07
4643,Adv,Nin,2010,0.07
4644,Rac,Son,2010,0.07
4645,Sho,Com,2010,0.07
4646,Adv,Nin,2000,0.07
4647,Sho,Nin,2000,0.07
4648,Adv,Son,2000,0.07
4649,Act,Son,2000,0.07
4650,Act,Nin,2000,0.07
4651,Sho,Nin,2000,0.07
4652,Act,Nin,2010,0.07
4653,Act,Son,2000,0.07
4654,Act,Nin,2010,0.07
4655,Adv,Nin,2000,0.07
4656,Sho,Nin,2000,0.07
4657,Act,Nin,2010,0.07
4658,Sho,Son,1990,0.07
4659,Adv,Nin,2000,0.07
4660,Rac,Son,1990,0.07
4661,Act,Nin,2000,0.07
4662,Sho,Nin,2000,0.07
4663,Act,Nin,2000,0.07
4664,Rac,Son,2000,0.07
4665,Sho,Son,2000,0.07
4666,Sho,Son,2010,0.07
4667,Act,Com,2010,0.07
4668,Act,Nin,2000,0.07
4669,Act,Son,1990,0.07
4670,Adv,Son,2000,0.07
4671,Act,Nin,2000,0.07
4672,Act,Nin,2010,0.07
4673,Act,MiS,2010,0.07
4674,Act,Son,2010,0.07
4675,Act,Nin,2010,0.07
4676,Act,Nin,2010,0.07
4677,Adv,Nin,2000,0.07
4678,Act,Nin,2000,0.07
4679,Sho,Son,1990,0.07
4680,Act,Son,2010,0.07
4681,Act,Son,2000,0.07
4682,Rac,Son,1990,0.07
4683,Adv,Son,2000,0.07
4684,Act,Son,2010,0.07
4685,Act,Nin,2000,0.07
4686,Act,Son,1990,0.07
4687,Adv,Son,2000,0.07
4688,Act,Nin,2010,0.07
4689,Act,Son,2000,0.07
4690,Act,Com,2000,0.07
4691,Adv,Nin,2000,0.07
4692,Adv,Nin,2000,0.07
4693,Rac,Com,2010,0.07
4694,Act,Son,2010,0.07
4695,Act,Nin,2000,0.07
4696,Act,Com,2010,0.07
4697,Act,Nin,1990,0.07
4698,Act,Nin,2010,0.07
4699,Act,Son,1990,0.07
4700,Act,MiS,2010,0.07
4701,Adv,Son,2000,0.07
4702,Act,Nin,2000,0.07
4703,Sho,Son,1990,0.07
4704,Adv,Nin,2000,0.07
4705,Act,Son,2000,0.07
4706,Act,Nin,2000,0.07
4707,Sho,Son,2010,0.07
4708,Act,Son,2000,0.07
4709,Act,Nin,2000,0.07
4710,Act,Son,2000,0.07
4711,Act,Nin,2000,0.07
4712,Adv,Nin,2000,0.07
4713,Sho,Nin,2010,0.07
4714,Rac,MiS,2000,0.07
4715,Adv,Nin,2000,0.07
4716,Act,Nin,2000,0.07
4717,Adv,Son,2010,0.07
4718,Act,Nin,2000,0.07
4719,Act,Nin,2010,0.07
4720,Rac,MiS,2000,0.07
4721,Act,Nin,2010,0.07
4722,Act,Nin,2000,0.07
4723,Rac,Son,1990,0.07
4724,Act,Nin,2010,0.07
4725,Act,Son,2000,0.07
4726,Adv,Son,2010,0.07
4727,Rac,MiS,2010,0.07
4728,Act,Com,2010,0.07
4729,Adv,Son,2000,0.07
4730,Adv,Son,2000,0.07
4731,Rac,MiS,2010,0.07
4732,Act,Nin,2010,0.07
4733,Sho,Nin,2000,0.07
4734,Act,Nin,2000,0.07
4735,Sho,Son,1990,0.07
4736,Act,Nin,2000,0.07
4737,Sho,Nin,2000,0.07
4738,Act,Nin,2010,0.07
4739,Adv,Nin,2010,0.07
4740,Rac,Son,1990,0.07
4741,Rac,Nin,2000,0.06
4742,Rac,Nin,2000,0.06
4743,Rac,MiS,2000,0.06
4744,Act,MiS,2000,0.06
4745,Sho,Son,2000,0.06
4746,Sho,Nin,2000,0.06
4747,Adv,Son,1990,0.06
4748,Act,Com,2010,0.06
4749,Act,Nin,2000,0.06
4750,Adv,MiS,2000,0.06
4751,Act,Son,2000,0.06
4752,Act,MiS,2000,0.06
4753,Sho,Son,2000,0.06
4754,Adv,Son,2010,0.06
4755,Act,Nin,2000,0.06
4756,Act,Son,2010,0.06
4757,Rac,Son,2000,0.06
4758,Act,Nin,2000,0.06
4759,Adv,Nin,2000,0.06
4760,Rac,Son,1990,0.06
4761,Sho,Son,2000,0.06
4762,Adv,Nin,2000,0.06
4763,Act,Nin,2010,0.06
4764,Adv,Nin,2000,0.06
4765,Sho,Son,2000,0.06
4766,Act,Com,2010,0.06
4767,Rac,MiS,2000,0.06
4768,Act,Nin,2000,0.06
4769,Act,Son,2010,0.06
4770,Act,Son,2010,0.06
4771,Adv,Nin,2000,0.06
4772,Rac,Nin,2000,0.06
4773,Act,Com,2010,0.06
4774,Act,Nin,2000,0.06
4775,Adv,Son,2010,0.06
4776,Act,Nin,2000,0.06
4777,Sho,Nin,2000,0.06
4778,Act,Nin,2000,0.06
4779,Rac,Son,2000,0.06
4780,Adv,MiS,2010,0.06
4781,Sho,MiS,2000,0.06
4782,Sho,Son,1990,0.06
4783,Sho,Son,1990,0.06
4784,Act,Nin,2010,0.06
4785,Adv,Nin,2010,0.06
4786,Act,Nin,2010,0.06
4787,Act,Son,2000,0.06
4788,Act,Nin,2010,0.06
4789,Act,Nin,2000,0.06
4790,Adv,Son,2000,0.06
4791,Act,Son,2000,0.06
4792,Act,Son,2000,0.06
4793,Rac,Com,2010,0.06
4794,Act,MiS,2010,0.06
4795,Sho,Nin,2000,0.06
4796,Act,Son,2010,0.06
4797,Sho,Com,2000,0.06
4798,Adv,Com,2010,0.06
4799,Rac,Son,2010,0.06
4800,Adv,MiS,2010,0.06
4801,Rac,Son,2000,0.06
4802,Sho,Com,2000,0.06
4803,Sho,Nin,2010,0.06
4804,Sho,Son,2000,0.06
4805,Adv,MiS,2000,0.06
4806,Adv,Com,2010,0.06
4807,Rac,MiS,2010,0.06
4808,Adv,Son,2000,0.06
4809,Adv,Son,2000,0.06
4810,Adv,Nin,2010,0.06
4811,Act,Nin,2000,0.06
4812,Act,Nin,2010,0.06
4813,Rac,MiS,2010,0.06
4814,Act,Son,2000,0.06
4815,Act,Nin,2010,0.06
4816,Adv,Nin,2010,0.06
4817,Act,Nin,2000,0.06
4818,Act,Son,2010,0.06
4819,Sho,MiS,2010,0.06
4820,Act,Son,2010,0.06
4821,Act,Nin,2010,0.06
4822,Adv,Son,2000,0.06
4823,Act,MiS,2000,0.06
4824,Rac,Nin,2010,0.06
4825,Sho,Com,2000,0.06
4826,Sho,Nin,2000,0.06
4827,Rac,Nin,2000,0.06
4828,Act,Son,2000,0.06
4829,Adv,MiS,2000,0.06
4830,Act,MiS,2000,0.06
4831,Sho,Son,2000,0.06
4832,Act,Nin,2010,0.06
4833,Act,Son,2000,0.06
4834,Act,Nin,2000,0.06
4835,Adv,Nin,2000,0.06
4836,Act,Nin,2000,0.06
4837,Act,Son,2010,0.06
4838,Act,Nin,2000,0.06
4839,Act,Com,2010,0.06
4840,Act,Nin,2000,0.06
4841,Act,Nin,2010,0.06
4842,Sho,MiS,2010,0.06
4843,Act,Son,2010,0.06
4844,Sho,MiS,2000,0.06
4845,Act,Son,2010,0.06
4846,Adv,Nin,1990,0.06
4847,Sho,MiS,2000,0.06
4848,Act,Com,2010,0.06
4849,Act,Son,2010,0.06
4850,Adv,Son,2000,0.06
4851,Rac,Nin,1990,0.06
4852,Rac,Nin,1990,0.06
4853,Rac,Nin,1990,0.06
4854,Sho,Nin,1990,0.06
4855,Rac,Nin,2000,0.06
4856,Act,MiS,2010,0.06
4857,Act,Nin,2010,0.06
4858,Rac,MiS,2000,0.06
4859,Rac,Nin,2000,0.06
4860,Sho,Son,2010,0.06
4861,Act,Son,2000,0.06
4862,Adv,Nin,2000,0.06
4863,Sho,Nin,2010,0.06
4864,Rac,Son,1990,0.06
4865,Act,Son,2000,0.06
4866,Rac,Com,2000,0.06
4867,Sho,Son,2000,0.06
4868,Sho,Son,2000,0.06
4869,Act,MiS,2010,0.06
4870,Act,Com,2010,0.06
4871,Adv,Nin,2010,0.06
4872,Adv,Nin,2000,0.06
4873,Act,MiS,2010,0.06
4874,Rac,Nin,2000,0.06
4875,Act,Nin,2010,0.06
4876,Act,Son,2010,0.06
4877,Act,Nin,2010,0.06
4878,Act,Com,2000,0.06
4879,Act,MiS,2010,0.06
4880,Act,Nin,2000,0.06
4881,Sho,Nin,2010,0.06
4882,Act,Son,2000,0.06
4883,Act,Nin,2000,0.06
4884,Act,Nin,2000,0.06
4885,Adv,Nin,2000,0.06
4886,Adv,Nin,2010,0.06
4887,Act,Nin,2010,0.06
4888,Act,Son,2000,0.06
4889,Act,MiS,2000,0.06
4890,Sho,Son,2000,0.06
4891,Act,Nin,2000,0.06
4892,Act,Nin,2010,0.06
4893,Act,Son,2000,0.06
4894,Adv,Nin,2000,0.06
4895,Sho,Com,2000,0.06
4896,Act,MiS,2000,0.06
4897,Act,Son,2010,0.06
4898,Act,Nin,2000,0.06
4899,Rac,Son,2000,0.06
4900,Act,Son,1990,0.06
4901,Act,Son,2010,0.06
4902,Adv,Son,2010,0.06
4903,Sho,MiS,2010,0.06
4904,Act,MiS,2000,0.06
4905,Sho,MiS,2000,0.06
4906,Rac,Nin,2000,0.06
4907,Sho,Son,2010,0.06
4908,Act,MiS,2000,0.06
4909,Act,Son,1990,0.06
4910,Act,Com,2000,0.06
4911,Adv,MiS,2000,0.06
4912,Act,MiS,2010,0.06
4913,Sho,Nin,2000,0.06
4914,Adv,Son,2010,0.06
4915,Act,MiS,2000,0.06
4916,Sho,Son,2000,0.06
4917,Sho,Son,2000,0.06
4918,Act,Nin,1990,0.06
4919,Adv,Nin,2010,0.06
4920,Act,Nin,2000,0.06
4921,Act,Nin,2010,0.06
4922,Act,Son,2000,0.06
4923,Act,Com,2000,0.06
4924,Act,Nin,2000,0.06
4925,Act,MiS,2000,0.06
4926,Act,Com,2010,0.06
4927,Act,Son,2010,0.06
4928,Adv,Son,2010,0.06
4929,Rac,MiS,2010,0.06
4930,Act,Nin,2010,0.06
4931,Act,Son,2000,0.06
4932,Act,Nin,2000,0.06
4933,Rac,Son,2010,0.06
4934,Act,MiS,2000,0.06
4935,Act,Nin,2000,0.06
4936,Act,Son,2000,0.06
4937,Act,Son,2000,0.06
4938,Act,Son,2000,0.06
4939,Sho,Son,2000,0.06
4940,Act,Son,2010,0.06
4941,Act,Com,1990,0.06
4942,Act,Nin,2000,0.06
4943,Act,Son,2010,0.06
4944,Sho,Nin,2000,0.06
4945,Adv,Son,1990,0.06
4946,Act,Son,2010,0.06
4947,Rac,Nin,2000,0.06
4948,Rac,Son,2000,0.06
4949,Adv,Nin,2010,0.06
4950,Act,Son,2010,0.06
4951,Act,Son,2010,0.06
4952,Rac,Com,2010,0.06
4953,Adv,Son,2010,0.06
4954,Rac,Son,1990,0.06
4955,Adv,Com,2010,0.06
4956,Adv,Son,2000,0.06
4957,Rac,Nin,2000,0.06
4958,Adv,Son,2000,0.06
4959,Adv,Son,2000,0.06
4960,Rac,Son,1990,0.06
4961,Act,Nin,2000,0.06
4962,Act,Nin,2000,0.06
4963,Sho,Nin,2000,0.06
4964,Sho,Son,1990,0.06
4965,Rac,Son,2000,0.06
4966,Rac,MiS,2000,0.06
4967,Rac,Son,1990,0.06
4968,Sho,MiS,2000,0.06
4969,Act,Son,2000,0.06
4970,Rac,Son,2000,0.06
4971,Act,Nin,2010,0.05
4972,Adv,Son,2010,0.05
4973,Sho,Com,2000,0.05
4974,Act,MiS,2010,0.05
4975,Act,Son,2000,0.05
4976,Rac,MiS,2000,0.05
4977,Act,Son,2010,0.05
4978,Act,MiS,2000,0.05
4979,Adv,Nin,2000,0.05
4980,Act,Nin,2000,0.05
