height,weight,gender
173.3,73.9,f
168.0,75.0,m
164.2,63.9,f
162.2,62.8,f
154.1,54.9,f
182.1,93.6,m
162.1,61.2,f
162.5,66.3,f
170.3,71.0,m
163.4,63.0,f
186.1,102.2,m
184.7,96.9,m
169.8,77.1,m
162.9,60.9,f
173.3,86.4,m
186.8,91.8,m
164.4,65.3,f
171.6,77.7,m
158.2,70.0,m
163.0,57.0,f
169.3,60.3,f
171.2,85.5,m
176.9,79.0,m
165.5,62.0,f
182.8,95.2,m
154.7,51.7,f
175.6,91.7,m
181.1,92.1,m
168.1,66.3,f
172.1,72.2,m
161.0,57.4,f
190.2,107.2,m
165.9,74.0,m
168.1,75.6,m
177.6,77.2,m
154.8,43.4,f
154.5,51.5,f
164.1,73.3,m
162.4,60.3,f
165.9,61.9,f
164.9,68.1,f
150.3,48.4,f
179.2,84.1,m
192.0,108.6,m
161.8,55.2,f
179.2,90.0,m
181.8,95.8,m
167.0,75.6,m
176.7,90.6,m
167.0,65.4,f
177.0,80.6,m
172.9,79.9,m
176.6,74.3,f
177.5,81.5,m
176.8,80.1,m
173.9,77.8,f
164.6,74.1,m
162.2,67.0,f
168.5,75.0,m
155.4,56.5,f
163.8,65.6,f
159.8,56.4,f
166.1,71.7,f
165.9,64.1,f
164.0,61.0,f
178.5,85.7,m
161.1,58.9,f
187.2,101.3,m
174.6,83.7,m
180.1,87.7,m
165.7,65.9,m
158.1,68.5,f
154.5,50.0,f
166.1,63.1,f
172.9,80.3,m
187.9,103.0,m
164.5,64.5,f
168.6,69.5,m
181.5,89.0,m
172.1,78.4,m
183.3,84.5,m
165.1,71.5,m
178.8,81.4,m
168.3,70.1,m
172.1,81.0,m
163.1,67.3,f
179.5,88.4,m
165.6,67.6,f
163.7,75.5,m
175.3,86.7,m
162.3,67.6,f
176.1,82.6,m
172.3,69.5,f
178.5,87.2,m
182.3,86.0,m
168.4,60.2,f
188.2,109.2,m
165.9,85.9,m
174.7,86.9,m
188.0,97.7,m
173.2,78.2,f
165.3,75.0,m
159.3,64.5,f
165.0,64.5,f
174.1,78.1,m
160.0,55.1,f
167.1,77.4,m
171.1,90.2,m
173.5,76.6,f
167.3,73.7,f
177.3,84.7,m
172.4,80.4,m
170.1,74.2,f
185.3,101.7,m
180.9,94.8,m
188.0,103.4,m
155.9,56.0,f
155.2,54.6,f
166.0,61.9,f
182.3,90.8,m
164.1,66.8,f
161.8,57.1,f
171.1,77.3,m
182.5,92.0,m
185.6,92.7,m
171.2,83.4,m
185.3,98.0,m
160.5,67.0,f
178.4,94.4,m
167.3,76.9,m
180.6,92.5,m
169.6,68.4,f
187.3,105.1,m
185.5,96.0,m
166.2,66.7,f
177.5,93.6,m
167.5,61.7,f
163.1,56.6,f
166.2,64.7,f
179.3,79.0,m
180.1,86.0,m
158.0,55.2,f
164.8,70.3,m
170.4,77.5,f
168.8,79.3,m
183.0,82.2,m
163.4,62.9,f
183.6,94.6,m
158.4,59.9,f
160.4,54.9,f
175.9,80.9,m
152.2,46.5,f
161.8,61.8,f
158.0,58.9,f
173.1,87.1,m
167.1,60.8,f
185.7,94.0,m
158.6,52.7,f
161.9,70.2,f
183.2,92.7,m
181.2,89.2,m
173.5,75.7,f
161.4,54.9,f
171.6,77.7,m
185.6,95.3,m
175.9,87.1,m
185.8,104.8,m
171.2,77.2,f
153.5,56.6,f
183.1,99.5,m
158.5,66.6,f
154.5,51.0,f
157.5,54.0,f
163.6,59.7,f
170.3,77.9,m
154.3,50.0,f
177.9,88.4,m
149.9,51.6,f
159.1,54.3,f
157.3,51.5,f
181.7,94.0,m
161.1,65.7,f
173.5,84.0,m
153.3,49.1,f
164.4,75.8,f
161.3,56.3,f
155.0,54.6,f
175.9,89.1,m
156.4,56.9,f
162.0,66.7,m
158.3,48.5,f
172.0,83.9,m
179.0,85.1,m
166.2,80.2,m
165.5,61.1,f
161.6,61.1,f
184.0,91.1,m
180.8,92.0,m
164.1,68.4,f
156.2,54.1,f
181.5,93.7,m
173.6,82.9,m
146.2,43.6,f
162.6,70.6,f
169.1,83.9,m
159.3,58.9,f
156.5,56.5,f
183.7,90.6,m
160.3,69.6,f
167.1,73.0,f
181.5,86.4,m
158.6,61.0,f
161.9,66.6,f
152.4,52.5,f
161.7,61.1,f
167.1,66.6,f
163.2,59.6,f
165.5,67.0,f
171.7,67.8,m
157.0,56.8,f
170.9,82.8,m
165.9,64.2,f
160.0,63.0,f
176.7,87.7,m
165.0,57.1,f
180.8,88.6,m
183.6,103.1,m
171.3,70.8,f
161.7,68.0,f
160.5,64.7,f
164.1,67.9,f
185.7,95.9,m
178.7,91.9,m
175.8,83.9,m
171.3,79.1,m
178.6,95.1,m
184.9,89.1,m
175.6,82.9,m
162.4,61.3,f
163.5,57.8,f
174.7,89.4,m
157.8,66.4,f
172.0,72.3,f
184.9,95.2,m
160.8,60.3,f
171.8,80.5,m
165.0,69.4,f
172.5,77.5,m
179.0,91.0,m
175.5,88.1,m
184.5,87.2,m
175.0,74.5,m
165.8,76.5,m
173.2,81.1,f
160.0,64.7,f
149.6,47.4,f
157.7,54.3,f
168.3,77.9,m
179.8,95.0,m
178.9,89.8,m
179.2,87.2,m
172.6,77.7,f
163.6,71.9,m
173.1,77.5,m
165.6,59.1,f
156.4,53.3,f
157.6,56.8,f
178.7,74.4,f
171.2,76.0,f
183.4,88.0,m
178.7,86.6,m
183.8,88.5,m
179.7,89.7,m
173.9,80.9,m
172.6,81.1,m
158.7,67.5,m
157.6,54.2,f
168.9,74.1,m
162.0,58.8,f
159.8,62.3,f
181.8,92.2,m
154.9,51.5,f
159.4,60.8,f
177.7,89.8,m
163.9,71.0,m
175.8,85.8,m
181.7,92.4,m
178.9,90.4,m
171.6,77.1,m
182.2,84.3,m
176.7,92.2,m
170.7,71.8,f
181.8,93.6,m
180.5,89.8,m
174.0,82.6,m
174.9,80.3,m
170.6,63.3,f
169.7,80.8,m
182.0,91.1,m
155.2,52.1,f
165.7,70.0,f
167.3,71.0,f
183.4,99.0,m
184.5,94.0,m
151.3,60.3,f
162.0,53.3,f
160.2,67.6,f
157.1,60.2,f
170.0,65.7,f
148.1,43.1,f
173.5,76.2,f
181.4,81.6,m
171.2,72.4,f
186.3,98.6,m
180.6,81.0,m
173.5,85.9,m
161.5,60.8,f
166.6,69.4,m
166.9,62.1,f
184.0,92.8,m
166.8,82.3,m
170.8,79.8,m
163.5,61.5,f
160.0,57.9,f
168.3,86.9,m
161.6,59.6,f
178.0,90.1,m
170.6,76.3,m
171.2,76.9,f
176.6,73.5,m
190.2,95.8,m
159.1,69.3,m
161.4,59.2,f
169.9,79.5,m
160.1,55.2,f
162.4,67.7,f
164.6,66.2,f
158.7,69.5,f
185.1,91.2,m
157.1,64.2,f
160.9,57.0,f
165.4,69.8,f
163.9,58.6,f
158.3,60.5,f
173.3,84.7,m
162.4,63.8,f
156.1,54.8,f
174.6,88.1,m
154.2,47.0,f
167.3,79.6,m
163.2,68.7,f
168.3,67.5,f
152.3,50.5,f
156.9,54.1,f
183.7,92.2,m
170.4,79.8,m
165.5,63.5,f
157.8,60.8,f
187.0,94.2,m
181.2,93.6,m
144.1,47.0,f
170.7,77.6,f
161.0,59.1,f
168.9,89.1,m
153.5,44.1,f
180.9,82.9,m
165.6,68.2,f
160.3,64.7,f
156.0,53.8,f
190.6,105.6,m
161.6,58.5,f
166.8,71.4,f
165.3,67.5,f
174.5,86.1,m
180.5,87.1,m
157.0,61.6,m
153.5,53.4,f
168.7,67.2,f
169.6,80.9,m
177.2,82.4,m
152.5,44.3,f
186.1,100.4,m
174.0,78.6,m
181.4,93.7,m
178.5,84.8,f
163.5,70.0,f
167.9,70.1,f
175.3,89.3,m
165.4,66.5,f
172.0,71.3,f
179.1,87.6,m
163.2,63.8,f
171.8,76.1,m
182.2,99.8,m
175.5,83.6,m
182.9,95.7,m
174.4,77.3,m
154.4,54.7,f
150.9,43.0,f
194.3,104.7,m
153.8,46.5,f
193.0,104.9,m
162.3,60.5,f
149.5,46.7,f
167.3,59.7,f
173.0,74.6,f
176.5,88.3,m
172.8,73.8,f
156.4,55.6,f
174.1,68.8,f
171.7,72.6,f
184.1,83.7,m
164.2,61.3,f
168.8,74.1,m
158.2,67.8,m
181.3,98.6,m
164.8,60.7,f
175.6,76.1,m
159.1,55.4,f
182.8,96.0,m
177.9,84.6,m
176.8,78.9,m
187.8,97.8,m
175.3,86.6,m
171.1,77.6,m
171.8,87.1,m
167.8,67.0,f
145.9,40.6,f
168.0,70.7,f
181.5,81.4,m
157.0,58.9,f
185.9,93.8,m
169.7,66.9,f
165.3,66.6,f
155.2,53.9,f
181.9,94.3,m
170.6,82.6,m
170.5,83.0,m
178.8,81.4,m
161.2,57.7,f
178.0,84.8,m
155.0,50.5,f
180.6,98.6,m
173.3,73.0,f
175.1,80.8,m
157.2,48.7,f
155.2,53.5,f
181.9,87.6,m
171.6,79.8,m
169.9,69.7,f
174.7,81.6,m
159.6,55.8,f
173.3,79.2,m
184.0,91.5,m
166.8,68.2,f
152.8,59.3,f
170.7,80.4,m
176.0,80.7,m
179.8,94.4,m
173.4,76.2,m
169.0,70.7,f
172.0,81.3,m
165.1,66.7,f
164.4,67.6,f
167.8,73.6,m
178.1,85.7,m
156.2,53.0,f
166.6,70.1,f
174.8,86.5,m
177.2,89.2,m
176.6,88.5,m
164.9,67.5,m
168.8,80.1,m
156.7,53.6,f
172.7,84.5,m
167.4,69.4,m
149.0,49.9,f
169.2,72.6,m
162.3,56.6,f
158.2,66.8,f
149.8,51.2,f
159.6,66.4,f
175.9,79.9,m
155.6,61.6,f
166.0,74.1,f
164.4,76.8,m
160.9,65.9,f
167.5,80.4,m
172.7,66.8,f
180.8,83.3,m
167.4,64.9,f
167.7,75.9,m
177.5,98.9,m
171.3,68.0,f
158.0,54.4,f
171.6,76.0,m
175.4,87.1,m
176.4,74.6,f
148.6,58.4,f
154.3,56.7,f
147.7,52.5,f
161.0,60.2,f
174.3,88.0,m
158.2,55.6,f
158.8,59.9,f
182.6,92.3,m
155.2,52.3,f
169.7,63.4,f
159.5,60.7,f
175.8,88.5,m
157.6,49.1,f
159.5,57.1,f
166.9,77.2,m
167.2,74.0,m
183.4,91.6,m
167.2,77.4,f
169.9,73.1,f
179.0,89.1,m
168.1,64.1,f
157.1,57.8,f
168.0,69.7,f
184.0,95.6,m
166.5,78.4,m
165.4,75.2,m
144.3,46.3,f
174.2,87.2,m
171.5,63.5,f
173.9,84.1,m
149.7,45.0,f
167.5,71.2,f
154.5,57.8,f
161.6,55.6,f
165.5,65.3,f
170.6,74.9,m
153.9,46.4,f
155.5,56.5,f
155.5,52.5,f
182.8,90.9,m
154.8,61.5,f
160.0,60.5,f
177.1,93.1,m
160.7,56.3,f
170.7,77.1,m
169.8,68.9,f
166.2,72.9,m
171.8,78.1,m
180.1,87.0,m
181.9,91.5,m
166.1,66.3,m
182.7,91.9,m
162.1,69.8,f
159.1,56.2,f
181.1,86.2,m
166.0,59.9,f
166.5,67.7,f
176.8,89.5,m
180.2,88.5,m
183.2,91.0,m
175.3,80.2,m
167.9,72.1,f
152.8,48.6,f
175.5,83.2,m
167.8,76.8,m
174.9,78.0,m
171.1,77.1,m
166.6,57.1,f
180.1,88.8,m
170.8,82.4,m
162.4,61.5,f
181.4,94.0,m
181.3,89.6,m
180.6,91.9,m
179.9,89.8,m
154.5,54.9,f
159.3,56.6,f
170.5,78.0,m
177.6,92.6,m
156.6,58.7,f
147.1,45.6,f
164.1,78.2,m
159.1,66.6,f
169.3,78.2,m
161.3,62.0,f
165.7,82.1,m
159.9,57.2,f
142.2,38.7,f
169.3,80.2,m
181.9,91.4,m
167.3,76.3,m
171.4,75.0,m
161.5,64.7,f
172.8,80.8,m
172.7,83.9,m
171.8,88.4,m
174.5,81.7,m
163.9,60.5,f
180.6,85.7,m
174.5,81.0,m
179.4,87.8,m
162.9,66.9,m
163.8,57.9,f
172.1,67.9,f
